"otu","Aggregation_score","B_vitamins","Copies_16S","GC_content","Gene_number","Genome_Mb","Gram_positive","IgA","Length","Motility","Oxygen_tolerance","pH_optimum","Salt_optimum","Temp_optimum","Width","Sporulation"
"otu192308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4356065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu208739",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu355197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3302038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3302039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu183147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4439469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4385318",NA,7,5,41.9,3743,4.5708,NA,0.264192679785087,NA,NA,1,NA,NA,NA,NA,0.18
"otu174862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4387246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu194584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu193477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu360636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu718358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu198956",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu4449054",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu180468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4354486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4386018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu367889",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu174763",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu4426877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu526804",1,1.83778966131907,4.73735572109792,39.5616015121971,2119.35611219308,2.12377217217282,1,2.60955268722182,-0.225543905009552,0,3.58514003027682,6.8463768115942,3.09666666666667,35.375,-0.210154385566923,0.2075
"otu195651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu180826",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu197624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu146554",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu842596",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu170462",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu192015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu178117",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu299837",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu181139",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu194758",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu182538",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu184760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu663500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4449236",NA,1,4,64.4,NA,NA,0,0.983204902076127,0.182321556793955,0,1,NA,NA,NA,-0.356674943938732,0.16
"otu291090",NA,8,5.15384615384615,45.1,4081,4.81138,NA,0.387479774427747,NA,NA,1,NA,NA,NA,NA,0.1875
"otu191872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4315974",1,1.83778966131907,4.73735572109792,39.5616015121971,2119.35611219308,2.12377217217282,1,2.60955268722182,-0.225543905009552,0,3.58514003027682,6.8463768115942,3.09666666666667,35.375,-0.210154385566923,0.2075
"otu193551",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu182911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu197581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu367176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu196371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3203801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4449427",NA,6,1,NA,NA,NA,NA,2.69265322302273,NA,NA,1,NA,NA,NA,NA,0.527
"otu2506486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4458634",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu195548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu198866",NA,8,5.22115384615385,44.1395,3862.925,4.55188175,0,0.470153169907356,1.07294255638267,0,1,7.25,0,36.5,-0.10662111883306,0.194375
"otu4352747",NA,7,5,41.9,5000,6.473895,NA,0.380318607134528,NA,NA,1,NA,NA,NA,NA,0.17
"otu186468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu340474",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu128205",NA,8,5.20689655172414,43.2101833333333,4603.83333333333,5.21653666666667,NA,1.57112254907751,NA,NA,1,NA,NA,NA,NA,0.17
"otu186463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu178439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4144205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu199761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4457427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu2298935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu194110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu196219",NA,8,5.22115384615385,44.1395,3862.925,4.55188175,0,0.470153169907356,1.07294255638267,0,1,7.25,0,36.5,-0.10662111883306,0.194375
"otu191153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu187945",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu4458758",NA,3,6,39.6,2056,2.08688,NA,1.80231147922204,NA,NA,4,NA,NA,NA,NA,NA
"otu181918",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu180421",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu3931537",0.857142857142857,3.41911764705882,8.50528519320038,33.0253056038415,3873.73040497245,4.22359989389978,0.735294117647059,1.38356388443176,1.34244312774917,0.823529411764706,1.06940017386265,7.12777777777778,0.867857142857143,38.2222222222222,-0.366825985485498,0.666944477387729
"otu4455767",1,1.83778966131907,4.73735572109792,39.5616015121971,2119.35611219308,2.12377217217282,1,2.60955268722182,-0.225543905009552,0,3.58514003027682,6.8463768115942,3.09666666666667,35.375,-0.210154385566923,0.2075
"otu199710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu358493",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu199490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu192444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu190171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu180216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3609545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3443092",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu4094866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu2061739",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu511378",0.8,4.23888888888889,4.51666666666667,40.3217592592593,1901.62037037037,2.08441944444444,0,0.690788519378695,-0.80471895621705,0,1,7,0,36,-0.632373328295294,0
"otu4481195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu186866",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu4421070",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu4443846",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu179291",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu181452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3014082",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu266274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu328472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu2072645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu184525",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu4469007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3474081",NA,8,5.20689655172414,43.2101833333333,4603.83333333333,5.21653666666667,NA,1.57112254907751,NA,NA,1,NA,NA,NA,NA,0.17
"otu186888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4383922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4383924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu849642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu192383",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu199190",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu181008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4435400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu305318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu199293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3195723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu195508",NA,7,5,41.9,3743,4.5708,NA,0.264192679785087,NA,NA,1,NA,NA,NA,NA,0.18
"otu176604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu168439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu197004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4453304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4447950",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu195465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu178478",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu312586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3531225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu524848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu345354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4331723",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu301578",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu4474255",NA,1,4,64.4,NA,NA,0,0.983204902076127,0.182321556793955,0,1,NA,NA,NA,-0.356674943938732,0.16
"otu207487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu2768843",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu199430",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu199534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu214036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4370025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4370024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4420408",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu176300",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu1820513",NA,1,4,64.4,NA,NA,0,0.983204902076127,0.182321556793955,0,1,NA,NA,NA,-0.356674943938732,0.16
"otu354850",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu209760",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu197864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4447072",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu4414476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4366089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu193831",0.857142857142857,3.41911764705882,8.50528519320038,33.0253056038415,3873.73040497245,4.22359989389978,0.735294117647059,1.38356388443176,1.34244312774917,0.823529411764706,1.06940017386265,7.12777777777778,0.867857142857143,38.2222222222222,-0.366825985485498,0.666944477387729
"otu179695",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu519763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu189384",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu15728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu2688035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4329132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu190649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3692427",NA,6,1,NA,NA,NA,NA,2.69265322302273,NA,NA,1,NA,NA,NA,NA,0.527
"otu4390839",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu1751298",NA,3.5,2.05208333333333,48.5,3362,3.59212,NA,0.434337807980609,NA,NA,1,NA,NA,NA,NA,0.609
"otu175844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu322835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu315846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu174792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu813479",1,2.86428571428571,3.52734420638061,58.9993323610252,1832.66442577031,2.20476145802563,1,2.78350446763607,0.586158734479016,0,1.057585995086,6.75,NA,32.875,-0.465448232324464,0.119285714285714
"otu4378683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu184678",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu197761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4364464",NA,7,1,NA,NA,NA,NA,4.25564209336073,NA,NA,NA,NA,NA,NA,NA,0.545555555555556
"otu174625",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu193528",NA,7,5,41.9,3743,4.5708,NA,0.264192679785087,NA,NA,1,NA,NA,NA,NA,0.18
"otu339087",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu192983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu182033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu365385",1,4,2.85714285714286,62.68,1854.6,2.209322,NA,NA,NA,NA,1,NA,NA,NA,NA,0.13
"otu1952",NA,8,5.22115384615385,44.1395,3862.925,4.55188175,0,0.470153169907356,1.07294255638267,0,1,7.25,0,36.5,-0.10662111883306,0.194375
"otu2986828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu176113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4450415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu179905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu176057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu191391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu174439",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu348009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4476561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu2407149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3562626",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu2979308",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu2415144",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu3929758",NA,7,5,41.9,3743,4.5708,NA,0.264192679785087,NA,NA,1,NA,NA,NA,NA,0.18
"otu370086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4331782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu357046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu196314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu340219",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu352347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4356080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu206574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu185420",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu1950496",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu356745",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu4386507",NA,8,5.20689655172414,43.2101833333333,4603.83333333333,5.21653666666667,NA,1.57112254907751,NA,NA,1,NA,NA,NA,NA,0.17
"otu198198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu186030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4375688",0,4.16666666666667,2.86422111480251,33.0602571779604,1798.0150591822,1.76237319537869,0,NA,0.582259347523705,0.9,2.69444444444444,4,0.75,38.625,-1.00192753646916,0.16
"otu182383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3571769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu342844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu179512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu583656",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu4366867",NA,4.63888888888889,2.2307615029134,46.4289333333333,3428.5,3.725295,1,1.95471265072873,NA,0,1,6.8,NA,39,-0.096185946323728,0.530145061728395
"otu4302049",1,1.83778966131907,4.73735572109792,39.5616015121971,2119.35611219308,2.12377217217282,1,2.60955268722182,-0.225543905009552,0,3.58514003027682,6.8463768115942,3.09666666666667,35.375,-0.210154385566923,0.2075
"otu175612",NA,3.5,2.05208333333333,48.5,3362,3.59212,NA,0.434337807980609,NA,NA,1,NA,NA,NA,NA,0.609
