"otu","Aggregation_score","B_vitamins","Copies_16S","GC_content","Gene_number","Genome_Mb","Gram_positive","IgA","Length","Motility","Oxygen_tolerance","pH_optimum","Salt_optimum","Temp_optimum","Width","Sporulation"
"otu3943182",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu366794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu181899",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu3588390",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu4404731",0.186046511627907,5.07692307692308,4.2539327029305,60.4189486744066,2535.07021485914,2.75579699077891,1,NA,0.158504819684541,0,3.48275862068966,7.3,3.54166666666667,33.2142857142857,-0.422427492176866,0
"otu1919007",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu182874",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu194761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu182289",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu2686384",NA,3,1,NA,NA,NA,NA,2.11611441137805,NA,NA,NA,NA,NA,NA,NA,0.595
"otu4041792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu182886",NA,8,5,NA,NA,NA,NA,0.369476725166008,NA,NA,1,NA,NA,NA,NA,0.176666666666667
"otu656881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu2654263",NA,3,6,39.6,2056,2.08688,NA,1.80231147922204,NA,NA,4,NA,NA,NA,NA,NA
"otu4381553",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu197022",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu181155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4466616",NA,3,6,39.6,2056,2.08688,NA,1.80231147922204,NA,NA,4,NA,NA,NA,NA,NA
"otu4393172",NA,8,5.20689655172414,43.2101833333333,4603.83333333333,5.21653666666667,NA,1.57112254907751,NA,NA,1,NA,NA,NA,NA,0.17
"otu1508541",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu193666",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu1024529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu194008",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu1763286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu1000547",1,1.83778966131907,4.73735572109792,39.5616015121971,2119.35611219308,2.12377217217282,1,2.60955268722182,-0.225543905009552,0,3.58514003027682,6.8463768115942,3.09666666666667,35.375,-0.210154385566923,0.2075
"otu3544699",NA,8,5.20689655172414,43.2101833333333,4603.83333333333,5.21653666666667,NA,1.57112254907751,NA,NA,1,NA,NA,NA,NA,0.17
"otu318970",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu4381092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3576174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu339494",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu557974",0.857142857142857,NA,5.37437856758961,61.4639535125188,5447.14472422621,5.91483134139737,0,NA,0.496024028067929,0.942857142857143,4.67647058823529,7.29375,2.09375,27.5740740740741,-0.364314083294132,0.28
"otu174950",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu4479397",NA,8,5.20689655172414,43.2101833333333,4603.83333333333,5.21653666666667,NA,1.57112254907751,NA,NA,1,NA,NA,NA,NA,0.17
"otu170652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu187952",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu175550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu196200",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu359872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4467447",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu3801267",NA,4,4.66666666666667,38.6666666666667,1941.66666666667,2.1476,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"otu12574",1,2,3,66.6611111111111,2223.8,2.629716,0.984126984126984,1.76713117817318,0.852260834498244,0,2.57284257942153,7,0.375,35.3333333333333,-0.433372221626279,0
"otu3154070",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu4433947",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu187051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4425214",1,1.83778966131907,4.73735572109792,39.5616015121971,2119.35611219308,2.12377217217282,1,2.60955268722182,-0.225543905009552,0,3.58514003027682,6.8463768115942,3.09666666666667,35.375,-0.210154385566923,0.2075
"otu577170",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu4443574",NA,2.75,5.86507936507936,39.2751097953216,1984.46558704453,2.04425957264957,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"otu1839271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu1023075",0.8,4.23888888888889,4.51666666666667,40.3217592592593,1901.62037037037,2.08441944444444,0,0.690788519378695,-0.80471895621705,0,1,7,0,36,-0.632373328295294,0
"otu190980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu175485",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu324163",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu198209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu189450",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu4103317",NA,7,5,41.9,5000,6.473895,NA,0.380318607134528,NA,NA,1,NA,NA,NA,NA,0.17
"otu195404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu157327",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu525215",NA,2,4.0253164556962,NA,NA,NA,NA,1.86465543722801,NA,NA,1,NA,NA,NA,NA,0.386
"otu4439603",1,1.83778966131907,4.73735572109792,39.5616015121971,2119.35611219308,2.12377217217282,1,2.60955268722182,-0.225543905009552,0,3.58514003027682,6.8463768115942,3.09666666666667,35.375,-0.210154385566923,0.2075
"otu176507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu188454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu4416113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu194654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu194659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu184729",NA,3,1,NA,NA,NA,NA,2.11611441137805,NA,NA,NA,NA,NA,NA,NA,0.595
"otu3715618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu161007",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
"otu182577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu3829957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu566976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu191081",NA,5.5,4.72079772079772,NA,NA,NA,NA,0.720327936327987,NA,NA,NA,NA,NA,NA,NA,0.509333333333333
"otu178462",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu195937",NA,3.5,2.06175298804781,40.9666666666667,4810,5.12875,1,1.71968548040782,0.596961234236217,0,1,6.2,NA,37,-0.430782916092454,0.542142857142857
"otu2700883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu328544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otu184209",0.9,6.57894736842105,5.39382242792538,43.2073047619048,4391.40833333333,5.34791891666667,0,0.509400977856766,1.0013742551942,0,1.04651162790698,7.12727272727273,0.2,36.3684210526316,-0.164162950863495,0.173589743589744
