#OTU_IDs	16S_rRNA_Count
4349256	3
653498	7
4349251	4
4349252	6
4349253	2
520083	1
520082	4
319139	2
520080	1
520087	2
520085	4
520084	4
537797	2
537795	2
520088	4
107493	6
537792	3
537791	1
107490	3
772062	4
3683949	2
198460	4
847908	2
15142	4
264079	4
264072	2
264071	5
264070	10
4345632	2
4345633	3
295359	10
437481	2
4345634	2
295350	4
295356	1
100696	4
2437258	1
4184652	1
78143	7
78141	4
4170463	2
4170464	2
4452284	3
2681573	1
607980	3
333616	5
333617	2
1123222	6
1123227	2
131992	1
1858863	3
131990	10
2308768	3
131994	6
751412	2
1122570	1
1122573	1
1122572	2
536311	3
298880	7
344527	2
275333	5
275330	2
275331	3
224718	2
4304953	5
39294	4
184105	1
275339	3
1120598	3
428066	2
1120593	2
610859	4
1136544	2
327694	5
157407	6
1069304	3
724251	10
47263	2
157408	2
4326806	5
725122	3
183651	1
183650	4
183653	4
183654	4
183656	1
447140	2
447141	3
273903	3
3198540	2
29808	3
4372069	3
521041	7
642822	1
642826	3
103493	3
1139900	3
109694	1
103495	3
355262	5
747825	4
3934663	2
950228	5
747821	2
79239	3
551308	3
179289	3
1065351	7
1046911	5
4454424	1
1127736	2
1121889	1
228686	1
590586	3
590581	4
779814	1
1121882	2
704835	4
704830	3
704831	5
4341635	1
4341633	5
1718300	2
403583	1
1127062	3
1127063	3
180307	3
4412788	2
180302	2
180300	3
4348864	6
124067	4
1752149	2
4419123	3
230553	5
825188	1
276688	2
276687	2
3808207	2
4419129	4
825183	3
276680	5
693109	1
4340644	5
657301	4
657305	3
4340647	7
554135	1
559154	4
4375593	5
2386814	4
558682	3
558685	9
4369105	3
4375596	2
741283	6
741284	3
4460642	3
4460641	5
139538	4
838959	6
3618217	9
139530	2
838951	2
1041495	1
4337631	4
1110245	2
361550	1
1813954	5
4337639	6
361551	3
1040290	2
2201752	7
4343097	5
4321292	7
744500	2
4343093	1
3548162	2
4143457	5
972564	3
3522836	3
708031	6
690451	4
231205	7
231202	5
654659	1
949010	4
700202	1
524706	4
128036	2
871182	1
4302925	1
128035	4
4302923	2
579810	1
827124	3
4302920	5
3227736	7
128038	4
4302928	1
1045494	10
1045495	3
266446	1
653352	9
255762	2
227886	3
619799	3
255767	2
255765	2
1089908	3
1812606	3
315529	4
555101	4
184971	6
1089902	5
2680896	2
315524	2
4362841	2
4446337	4
142220	3
353103	3
818005	2
4398167	7
353106	3
818002	3
533653	3
463324	1
353108	4
353109	6
4326748	2
818009	2
818008	2
4336875	7
554479	3
554474	2
526851	3
526857	4
554473	4
538024	2
709781	3
626519	6
935846	3
1131357	1
935842	4
280706	1
516809	3
4442108	3
4442104	2
1814780	1
4442106	2
4442107	2
516807	1
4442103	3
688948	1
257329	3
207174	4
826295	3
207176	2
207179	4
826299	1
826298	9
181984	4
4426838	4
246040	1
246041	3
4426832	7
4426831	1
252239	2
252230	3
704006	1
252234	5
704001	9
584372	4
584370	7
4384983	3
592000	3
584375	3
217379	6
217377	3
217373	3
695172	2
823118	1
4363719	7
823116	4
2255936	4
453529	3
4360776	9
778536	10
4370000	2
385602	9
178506	2
867982	3
178504	2
178503	3
3273741	2
178501	1
3420629	3
3420626	3
4078178	6
1876463	1
443310	4
783370	2
527055	6
212471	5
783374	2
212474	1
783377	2
754309	6
256449	4
82104	4
256447	4
3270612	5
548390	2
548392	3
311921	5
206224	1
3276186	5
548398	2
206221	7
130773	1
577215	2
1130991	8
347759	4
1130995	9
1130996	4
1047237	3
4433880	6
4433883	6
4433882	6
4323620	3
4097063	1
1115125	10
392981	2
673131	3
574542	6
574540	1
574547	3
574546	6
4339644	9
834390	2
4319543	2
4319542	2
1122332	1
4319544	2
4319547	2
1027587	4
4319549	6
3833243	2
3833244	3
3833245	3
3833246	2
4436904	6
4402750	7
1137072	1
532160	10
1137076	6
532164	1
257318	4
4281639	1
827911	3
827917	3
827919	6
257313	2
257315	2
257316	2
304089	2
304088	3
201799	2
43283	3
201795	2
304080	4
1082844	2
185743	3
1082846	6
786266	8
261285	3
261283	4
261282	6
4364878	2
132168	4
150691	2
150690	2
534769	2
132165	4
2347293	2
829802	2
674481	1
674489	3
573010	4
573013	2
4338993	4
4338991	5
4338990	4
4338996	10
4323114	2
1053113	4
4460356	5
1053118	5
1077067	6
519941	4
519944	3
519945	3
326336	1
326330	9
668622	1
4327628	3
144872	4
894654	2
963	1
4327621	3
4327622	2
787134	2
4474056	7
4323112	2
1112559	2
206504	3
260154	3
1105353	2
260156	3
260157	2
1105356	3
1105357	3
1105354	1
153340	3
153341	5
260158	1
260159	2
153344	2
278503	2
278500	2
278506	2
278505	2
278508	2
592618	2
4400965	10
4400966	5
762338	1
918313	4
2812397	4
300401	3
4461675	12
762333	4
1009419	3
125947	6
298346	5
196711	1
1062947	5
1062944	5
1062943	2
932370	4
718565	4
841635	4
301750	6
805004	1
805007	5
301753	3
4413439	3
759185	2
298341	2
728940	2
538914	2
538916	1
538912	4
176348	6
176346	1
142074	3
176343	3
538919	3
142070	2
176340	1
4095035	12
34259	2
2510437	3
115367	3
368333	5
368332	10
2051943	9
251921	3
368336	1
29194	4
557444	2
331740	3
368338	2
630740	4
331745	1
307978	4
331747	3
4300653	6
4300652	4
4397978	5
4300650	6
4300657	6
4300656	6
4300655	4
4300654	6
828707	2
4300659	3
4397976	3
590062	2
2825268	3
692696	2
4138473	2
149572	3
1126662	3
149574	4
4483591	3
4483592	3
590061	3
350697	2
1711740	1
901942	1
1026844	2
606566	10
606560	5
772393	4
187153	3
187150	6
311842	2
804353	7
793618	2
187155	4
4423084	4
50378	2
187159	1
795205	3
814966	2
4397274	3
302224	1
24260	2
972943	7
4293124	4
529056	3
529052	1
4325081	3
4325080	2
4362310	3
1108232	2
1108233	2
1108235	2
73771	4
4362317	2
2553816	2
650619	5
2862983	3
264954	3
369064	2
2633739	5
4477597	2
2633736	5
4211757	6
984801	2
1112553	3
984809	3
227522	2
803531	3
4033824	3
296417	4
4404251	2
2986163	2
93614	1
93615	2
93610	2
1766562	1
822792	7
2548003	5
814244	2
591583	4
402376	5
4298662	2
514575	4
1100406	2
310776	6
797875	5
264957	3
15243	4
4394959	5
1103170	7
290209	4
4402957	2
4392458	10
4402954	2
23954	1
621130	3
4392451	4
4392456	10
4392457	10
3750334	2
722370	2
722376	5
4454150	3
4454153	1
4383103	2
4383101	2
166851	4
861265	7
4383105	3
4380347	2
807075	7
807070	2
807071	2
550369	2
525663	4
174233	4
1015766	5
820981	2
4335764	4
3865514	5
3865513	3
226845	10
757976	4
4450388	3
537856	2
4335144	2
4342879	3
4342878	3
4450383	2
4450385	6
537859	4
4342873	2
104624	3
297237	4
104620	1
104622	10
1048850	3
4399767	3
4431361	6
4399761	4
1018229	5
362812	3
4399762	7
308836	5
539360	10
563040	8
968880	3
4328663	3
4357932	5
539362	4
227744	3
4391908	4
526312	4
4295951	3
4295950	3
4295953	2
4295952	2
4295955	3
166855	3
48640	4
4335148	5
4308645	2
997514	2
903975	3
997511	5
2026537	9
147907	3
147906	3
147909	2
138177	2
138174	2
138175	8
138178	3
138179	3
2110432	2
1678827	3
1742070	3
2479800	2
4463868	2
199273	3
199275	1
1742076	1
199278	4
911271	4
911273	2
4463866	5
4463867	5
265265	4
14175	8
265267	5
14177	8
265260	4
3883828	4
1866241	2
559295	3
14179	8
714149	2
294763	2
714142	3
835513	6
4426107	4
4344021	5
4328668	2
168054	4
661039	2
330866	1
524928	5
4425444	2
4425445	2
4425442	2
4425443	2
330860	3
4425441	10
588621	3
4425448	2
4425449	2
315056	3
849735	1
568984	5
38040	2
526913	4
38048	1
526916	3
689576	1
246979	1
1813089	5
4333341	2
343130	3
325453	2
1106494	2
40011	10
1106491	1
1106493	2
4367656	4
1106498	1
907906	5
823680	1
182806	3
328423	6
182804	1
182802	3
182800	3
205802	2
205805	3
788993	2
205808	2
4465019	1
574008	4
659277	5
339388	2
4345774	3
4345770	3
339380	3
819226	2
339383	3
339386	3
516392	4
516393	4
565231	2
516397	4
4452129	2
516395	4
516398	6
1100259	5
811056	7
4452120	6
3286145	3
511621	3
747980	4
511627	4
1064764	10
511624	2
812500	1
4058934	2
812506	3
100621	1
569638	2
1943669	4
39318	2
4098878	4
135854	3
983335	4
955604	7
171864	4
154756	6
4432042	4
4432043	5
1120655	4
1120653	2
523082	2
173183	1
173181	2
523086	3
173187	3
576010	3
576017	2
3202405	8
3985283	1
822556	6
822557	8
4375968	4
822552	2
822553	2
4480570	2
831516	2
4368591	2
822559	4
831512	1
512615	4
832243	2
307830	2
338473	1
338476	5
3422134	1
3422135	2
1683832	2
2885480	5
3422139	2
716563	1
716567	1
716565	3
662795	1
4445450	3
546609	2
226200	2
646749	1
2885481	2
242550	13
646743	3
646744	1
1125314	3
299497	3
1579688	2
299491	4
299493	6
299492	7
553602	2
553601	3
324112	3
448777	5
448778	1
556796	4
2968485	2
524533	1
3617758	5
524530	3
524537	2
172636	1
484709	3
1125313	3
852306	2
287759	3
134102	2
287752	4
287755	4
134101	3
4388892	4
4437523	3
4437520	3
687792	7
4437526	3
4437527	1
4437524	5
4437525	3
969910	3
251268	3
1905339	3
1131002	2
1905335	2
1905337	3
970868	3
101375	2
1957347	1
254312	1
101370	2
101372	2
218116	2
572774	3
218114	2
101379	3
970866	3
4318990	7
4468118	3
872225	2
1109857	3
652721	5
1109851	2
1109850	3
4121939	3
2444176	7
586893	4
4342081	2
780368	4
999808	3
745049	2
780366	4
286405	6
276325	3
4321311	3
4321310	3
4321316	2
4429884	4
133458	1
514701	1
514707	5
4311680	2
3456231	3
514709	1
453885	4
323668	5
1006877	5
230076	7
320311	2
179575	6
276323	4
14507	8
179573	1
257456	5
833134	6
2949004	3
689978	1
689975	5
14500	9
1139140	3
247211	3
247213	3
247214	3
1139148	2
536031	3
3589960	2
364438	3
1131798	2
4342839	10
4348297	2
4434070	3
4434073	6
1131790	2
4449781	5
97988	2
4435389	2
251262	6
4342665	3
4448436	4
4448437	2
212980	1
97986	3
2568663	3
1674708	5
2322579	2
587762	3
587767	3
587766	5
113081	3
4323566	4
1049171	4
1049173	7
4438608	10
3640480	2
2953535	1
1877675	1
719833	3
317035	4
719838	2
549954	1
1654	2
4386449	3
545194	4
243829	4
1104720	2
3202849	3
1104722	2
2000709	3
1071370	4
4386445	2
1104728	2
135240	1
2000706	3
2000707	4
2000704	6
2000705	6
288814	4
136924	2
2792658	1
830442	3
267675	3
2792659	3
1086161	2
2247274	2
4469288	4
2247277	3
4469284	3
4469285	3
296856	3
296850	3
296851	5
4133116	3
686685	10
114347	2
114344	5
880360	6
192291	1
3156558	2
740831	2
174099	6
388028	5
114349	1
114348	4
584236	2
4378023	1
354949	3
4378022	2
354943	3
4322031	6
2701066	4
1133935	2
584239	2
324944	1
4448605	3
324940	1
324943	3
4216359	2
575538	2
4439553	3
111642	2
2347174	2
575531	3
4439558	7
575533	2
310108	1
584910	3
575537	4
8591	6
2182416	3
289748	3
110119	2
289740	4
350091	3
819632	3
533110	2
533113	4
1030883	1
533116	7
4387794	2
41181	8
803358	4
256766	3
256767	2
244582	2
256762	2
256761	12
2221242	4
2748101	7
2259339	2
785456	2
175172	5
4478762	4
151843	4
828975	7
151841	3
828977	2
4479418	2
151846	2
915517	3
580801	4
4479415	6
4479416	4
304325	3
828978	2
4479411	2
580807	5
4479413	2
195744	6
195747	2
195741	1
195743	3
310378	3
195748	3
4410908	8
833912	5
1839271	6
1947922	2
306785	4
3946733	4
306783	3
306780	6
306781	2
4444690	7
4444691	7
731760	3
4379322	3
807504	5
101571	3
807501	8
4359039	4
835166	2
288839	3
835160	5
288835	4
4359030	2
288830	10
293538	3
293539	2
293534	4
532647	2
1137134	2
532642	1
1137132	2
293533	4
827896	3
827893	10
582846	8
221835	2
573754	4
221831	3
582842	2
2238417	2
2238416	1
2238414	2
150714	1
150715	10
305498	3
150718	6
305494	2
305493	1
3865458	2
4348454	3
1787495	10
261129	3
3759020	9
4401958	3
158528	4
4401957	3
4401954	3
158522	3
4401950	3
14311	4
874539	1
215656	1
3945288	2
307438	4
4312504	2
307431	3
4312507	2
4456027	1
2466240	4
4456020	3
4377351	4
4456028	5
4405707	1
22923	1
1001366	2
422580	3
1053092	5
4320646	2
22928	10
3403561	2
4405709	1
4380007	2
349682	5
3164149	2
349680	4
575348	2
526566	4
290849	7
4327786	4
773707	2
528991	3
4327782	6
290840	4
1079742	7
198039	1
198038	3
190626	1
575345	3
190620	1
265715	6
198030	2
636825	5
227273	2
190629	7
265713	5
198036	3
62991	2
211087	3
637314	3
170134	3
382947	3
1105256	3
1105255	2
1105252	7
1105251	2
997287	5
261033	6
148544	1
148546	4
118142	5
1020790	3
367915	2
4300198	7
522945	7
2859855	2
2859856	2
4300193	3
2859850	2
996159	10
1024958	3
91130	3
186168	4
186169	1
355832	2
355833	1
301495	3
355837	5
1522992	2
186162	3
301498	1
893876	3
186166	1
4439785	3
2251072	2
137138	2
1096261	6
871850	2
137132	2
137131	5
308814	4
137136	2
137134	6
157870	4
157872	2
157874	6
237774	2
136664	1
136667	2
66921	2
237777	8
798653	3
4442299	5
216531	5
368275	6
1135513	2
29012	6
368270	5
838990	2
4374246	4
78513	2
4397839	2
1138883	12
4397836	6
4327380	2
511393	2
933400	3
5697	1
1131351	2
2414714	1
194628	3
982306	4
3280409	2
4422321	1
4362389	4
2425051	6
194624	1
204028	2
194626	4
194627	3
3746871	1
1616117	2
187692	3
187694	2
187697	6
336701	1
336703	5
1554689	3
336705	2
336704	2
336706	1
336708	3
1108377	3
4393201	2
1108375	2
4393203	2
1108371	2
561743	2
3804891	3
561747	9
1108378	3
1110871	2
835456	4
4307873	3
4483546	6
4408610	1
4477254	3
28765	1
4453502	4
4453501	5
712447	9
712440	3
4477259	2
4453508	2
838088	2
4294539	2
551755	3
79780	2
213892	3
711935	3
358021	3
65677	2
750395	1
567961	3
567960	5
592799	4
890755	2
213896	3
150577	2
213895	5
93798	3
449191	5
93792	4
4430710	4
240545	2
75821	9
818388	3
4450260	3
4414239	1
4414238	4
327149	1
4414237	1
4414236	4
4414230	2
498716	4
562219	3
2065775	2
23853	1
4392555	6
562214	3
230922	4
874175	6
220312	3
220310	3
4437091	7
547969	1
220314	3
755617	5
153006	1
3622697	6
3622696	3
3622695	4
550080	3
550083	3
550089	5
1054188	10
1010598	4
847756	1
3139373	2
365441	1
891804	2
509070	4
196087	3
196085	3
200228	3
196083	1
196080	5
200223	2
344920	5
1110158	4
344923	2
611598	9
807948	3
909402	2
3061107	9
1110157	3
4470045	3
641352	1
297371	5
715138	2
4304750	2
4431443	3
587936	2
297378	10
218213	2
1143475	3
2024812	1
2688369	3
4415548	2
1143470	7
4415544	4
865738	5
2688361	2
4415540	2
4415541	3
1003710	3
4416591	1
1056960	5
627630	1
514272	6
514271	4
587933	3
4332761	5
232382	3
232380	4
369536	1
4332769	7
583603	3
342182	3
3941605	5
342189	4
71252	2
41245	5
4352353	3
4366081	6
4366087	6
41242	2
901257	3
619348	3
4366089	4
705647	2
1052930	2
588928	3
588929	4
588922	1
1111209	2
159929	1
3252461	3
41135	1
667517	1
1111200	3
658064	2
1111205	2
1111204	1
1111207	1
4305809	7
366693	1
4398594	8
4398599	2
219161	1
797716	2
797714	4
1142701	8
864067	1
2599837	5
1114358	3
178933	6
178930	4
568156	2
811159	3
1114350	3
178938	5
178939	3
811153	1
568821	4
568820	3
688533	2
352347	6
568829	1
568828	1
4125815	1
770709	2
559264	2
207509	1
794063	5
770702	3
1568294	2
794069	1
4349096	2
4349097	1
1121486	3
4435634	3
4349091	1
175875	1
175876	3
161902	6
76707	2
4349099	2
4322542	7
4322540	3
31687	3
4432368	3
13957	3
4432366	1
31688	3
814656	4
4432362	2
814654	2
4432360	2
813522	5
4356953	4
2093345	1
208888	2
171126	2
72932	3
823529	2
315453	3
50830	3
823523	3
823521	6
632580	8
105659	6
993267	4
819380	5
819387	7
819385	2
339268	6
3301187	1
3873982	1
3551434	2
339261	3
4321514	4
1115007	2
1115005	12
1115003	3
979043	3
834766	10
834767	7
979049	5
1115009	4
1665648	3
511984	2
511983	1
511988	2
511989	4
366383	1
647374	2
155120	2
4376002	4
550877	2
550871	1
525028	6
533839	10
525029	1
550878	3
206672	4
314824	4
314825	3
314820	7
314823	5
335224	3
1130292	2
173029	2
1110988	2
4473307	4
523121	4
1130297	2
1110985	1
546695	5
357482	4
4473304	2
1134008	10
276441	2
322870	3
276445	2
559395	4
559394	1
835419	1
209741	6
366717	12
4371685	1
311371	4
4371687	2
1056563	3
1870299	1
240881	2
661171	2
661170	3
1134003	2
835399	1
154658	2
154653	2
100705	2
111083	3
305304	4
241520	4
807450	10
241522	3
152051	7
2246292	2
241528	6
236547	7
236543	10
172777	5
324099	4
960232	4
524471	4
3386977	5
4476836	4
4476833	2
124699	3
633431	2
159154	2
159156	1
277716	2
277717	3
277714	3
179958	3
806923	3
277713	2
277710	1
806920	3
277718	2
686567	1
158408	2
4378308	7
654495	2
158404	2
686569	3
158402	1
829275	4
558444	3
1138177	1
244464	4
558440	2
558441	2
3110686	1
4370153	3
310022	4
310023	3
4370157	2
660228	3
45687	4
254295	3
254296	3
1130360	6
254292	3
624227	2
4342018	6
10633	2
254299	2
404665	3
96971	5
4348551	4
11948	6
4449623	2
11946	6
11944	6
947524	4
742539	1
11943	6
624220	5
164965	7
733194	2
164960	5
4115545	2
1133472	2
354594	5
1801172	4
237639	2
237634	2
1133478	3
237631	3
237630	2
237632	3
125536	2
85051	2
545350	3
4479627	3
119251	1
85059	5
1048105	5
354591	4
2389077	2
2389074	4
544161	3
4439083	1
2389070	2
363673	6
4308450	3
1086775	4
580636	1
4318809	3
3943382	3
213971	5
4318801	2
10397	6
4318806	2
510835	2
4473149	1
510837	6
4432269	2
510831	3
510830	2
655725	6
1691568	8
888004	4
510839	2
510838	2
354599	3
243285	2
1123497	2
355931	2
355930	3
1132985	1
4359391	1
4439991	4
355938	6
29567	5
29566	5
630311	3
29561	2
171614	2
2930682	2
1134126	1
3018804	3
3018802	4
15917	2
15916	2
356385	3
15913	2
15912	2
581583	2
737021	1
15918	2
243787	1
243785	4
1135453	2
243780	6
243781	2
4309324	6
4309326	3
3860283	5
4309321	3
1135458	3
4309323	6
804784	3
50700	2
543677	3
543675	2
318121	5
149057	4
97387	2
540320	6
540323	3
4474947	4
540329	6
912149	3
912148	3
2121909	1
463893	7
829900	1
1108603	3
4190318	9
192319	1
4478569	2
4297367	3
192316	3
1602307	4
192315	6
1642831	2
28214	10
28211	1
214409	4
3879979	7
1147399	2
214400	5
214403	3
252118	1
961426	7
267478	1
47862	6
2625903	2
4408518	4
4408515	4
267470	3
4444717	3
267474	2
4444714	3
93221	3
533097	2
1136180	2
542786	2
533093	4
4400723	2
2663998	2
4400721	4
1136189	2
533099	6
747057	5
666589	6
733269	4
4458181	1
4458180	2
4458187	2
1676534	7
4458184	2
4458189	2
4458188	2
733266	5
107991	4
339409	3
4479592	2
250102	4
4356623	4
4479596	2
282325	3
1108726	1
990864	4
306625	3
306624	1
306627	3
465079	10
306621	2
306622	10
215756	3
215754	2
4420748	2
215750	3
215751	3
675382	4
589445	4
675387	7
215758	4
3087060	4
251765	3
251764	3
4317943	7
4455257	7
4455250	4
4317946	1
251769	1
1146044	3
544951	4
2093965	4
357511	3
356309	4
731682	2
340601	3
340600	3
635435	2
4403342	10
635431	2
4451001	4
4451003	4
806085	3
2500766	3
349725	4
349724	3
349727	2
191038	1
4459631	5
4459634	12
4459635	4
191032	3
191031	6
191036	3
297600	2
878754	10
387262	7
585970	2
809060	2
788144	2
920881	2
227319	5
227318	3
97210	2
2084922	4
4447438	5
564338	4
4310488	2
4447432	4
564337	5
564336	3
4447437	3
564332	12
335753	4
4329215	5
335757	4
335756	3
4329210	3
353406	5
335759	8
2518543	1
566794	3
566797	2
4456787	2
566793	2
4456784	5
2033806	12
1670668	9
4483990	3
906220	4
5497	2
176565	3
758846	3
758847	3
137070	2
49406	4
49407	3
223546	1
223547	1
810175	2
609058	2
810179	5
160879	3
428807	2
98923	2
98922	3
4309886	3
98925	6
98924	2
640314	6
98929	4
98928	2
640310	3
211129	1
827993	2
193972	1
4405550	3
648123	1
211120	10
808332	2
300333	3
4463001	1
168326	5
381881	5
516742	1
2169471	1
3095806	2
4452571	3
168329	7
203838	2
645496	3
567449	2
567446	9
567447	2
567444	5
1097786	5
4350081	6
4442200	2
565304	3
269901	6
529691	7
4409440	3
269902	3
3419754	2
4230258	8
11441	3
1085484	5
143509	4
867246	2
152199	2
331181	5
216470	3
2847	2
143501	2
4441747	2
143503	3
993711	1
143507	3
812155	4
812154	3
812151	7
2149413	9
330639	9
2843	1
181961	2
181960	4
897302	5
1637550	2
2840	2
511219	2
511216	3
272387	6
511215	2
511211	6
4110947	2
678872	2
4394811	3
308670	5
308672	7
4394819	3
308677	2
3461964	1
528448	4
194788	3
194787	3
194785	2
812310	2
2355047	3
1060126	5
1936681	3
326173	2
1040631	2
735920	1
1034546	5
535829	3
561469	2
561466	4
561467	2
657469	3
535824	3
4375536	2
35320	3
35322	10
338000	4
338002	4
338003	4
4436648	4
4307934	2
4307930	3
511897	6
32676	1
2350640	3
4437114	7
4437113	9
4437112	3
366088	6
358181	1
268052	3
6178	3
978623	5
358189	3
813288	3
360329	4
153096	5
699804	1
699802	3
4413827	6
4413826	6
250850	2
2903629	2
273031	3
130793	5
130794	3
309981	1
309980	6
1082180	3
593364	3
610563	3
1109408	5
593367	1
610566	3
593363	2
1109402	3
908659	3
1109401	3
593369	1
588687	2
4430694	12
4303302	4
588684	2
588682	1
4430692	7
816109	2
75987	4
208152	1
3913171	6
588688	2
3913170	6
457044	10
165247	3
515462	4
230887	4
230886	2
515467	2
165241	3
337963	1
153099	1
791030	1
2680639	5
514338	1
205408	7
948512	3
790347	4
556731	3
514330	3
518356	3
4393857	1
888312	5
4398148	1
686011	4
4384693	3
4384692	2
4384691	2
70005	2
2904393	2
618775	3
2977445	3
1054222	2
582052	5
2904399	6
162776	2
1123984	1
4482900	3
1112694	2
538031	6
538030	2
3568809	2
33185	4
592015	6
660146	3
569872	6
1110057	12
1110055	2
4334615	4
4334617	8
300375	3
589550	1
589553	4
559851	1
4304655	2
849920	2
1084915	2
288422	4
300370	3
4318391	4
4366208	2
4318397	2
288426	4
84651	2
2969779	3
251275	2
536238	2
1124068	2
547174	3
1124064	8
547176	1
1559570	2
1559574	2
812905	2
4425684	2
812902	5
4425687	3
4425688	2
9555	5
4360916	5
812909	2
248323	2
1087462	4
855968	3
251273	1
795272	6
317096	3
317090	1
317092	3
71352	1
12926	3
12929	3
3571586	3
296407	3
296406	3
665054	7
4367490	4
4367491	7
813601	2
620852	2
180813	1
620857	2
881422	3
159887	2
863682	3
159884	2
159880	2
336097	4
336096	2
336090	1
336093	4
4438236	2
4438234	3
336098	2
149887	6
8149	5
1012230	4
360037	1
360032	2
524938	1
524935	4
524934	4
8145	5
524932	2
4439180	2
4439181	3
353645	2
3202439	2
222979	4
287958	4
4330618	5
926737	5
1670118	6
287953	4
287951	1
540433	9
850081	4
1102554	3
264882	3
850087	2
829292	1
570023	2
25005	1
332383	1
1943904	3
4468108	3
332382	4
824359	3
4468101	2
4468106	6
522198	2
522193	1
522191	1
427048	1
4386478	2
72877	2
1145885	4
4463423	2
208966	2
136950	6
136957	2
208961	2
136955	3
2915109	1
2639471	6
1019178	4
4387787	3
4384597	3
361346	2
312765	1
312767	7
361342	7
1889748	10
4317869	3
3022957	1
1753080	3
103352	2
103353	2
155086	2
1113463	2
350577	6
155088	1
88838	3
686847	4
60326	6
266060	3
60325	6
4325583	3
60329	6
362847	3
4366203	2
1904868	3
828523	2
828521	1
235116	1
828524	7
4479860	2
304777	4
828528	1
304770	1
319453	3
4427466	2
254179	7
4427464	3
4427462	3
319450	5
783059	2
974078	5
4455354	3
287389	7
4455357	10
1110864	9
1110862	1
1110863	6
1110860	1
265527	3
772682	3
362845	5
2056317	9
4379775	2
587929	1
807959	2
319458	4
707045	3
807954	3
587926	3
807952	3
835591	3
835594	4
4371167	3
1697221	2
311234	1
311230	2
311231	4
4383953	4
351200	3
4383957	4
4383956	3
4383959	4
559213	10
559210	2
559211	2
559216	4
559215	4
53180	2
3392828	10
191541	6
1699260	1
191547	4
191544	5
191545	1
351204	3
2170536	3
2170530	1
113773	6
12111	5
12112	5
12114	5
4460567	2
4460564	2
4460565	3
12118	5
12119	5
4403971	4
4403977	3
4403974	5
4342005	2
4295071	1
4430868	2
1132663	9
4342009	4
1028191	3
574835	2
574834	1
574839	3
519088	4
2326547	6
1105446	2
1105447	2
2605080	2
279039	10
212902	3
8993	9
4472174	1
8991	9
196481	4
8994	9
82204	3
2569313	7
349250	5
349253	2
99743	2
45529	3
349254	4
349257	6
4422946	1
2143673	7
45521	4
4422941	1
1129978	1
851733	5
827606	1
851734	4
1129971	3
542862	1
295136	2
766017	2
211450	6
68740	1
211458	5
68743	10
4463030	1
90055	2
4463032	1
4463035	5
1133531	1
203828	2
4463039	2
203826	2
4390110	1
4390113	2
269913	4
269912	6
269911	3
4374690	9
4397469	2
565375	3
2631679	1
4397466	2
4397467	2
3150328	2
1490	1
4308793	7
1492	1
1493	1
684559	2
160688	3
4308794	5
160685	3
160687	4
329742	1
544089	2
845544	4
544081	1
544085	2
544084	3
544086	3
1104452	2
4351848	2
4351849	3
4015030	1
3015955	1
154297	3
655888	2
288438	3
543734	5
4442468	9
4403470	4
543731	3
288431	3
288434	4
312339	9
2731380	2
4406459	2
826556	2
826557	6
4378137	3
154296	3
4444624	5
4296757	2
4296754	2
4296755	2
4296752	1
519244	4
4296750	2
4296751	1
264893	1
264892	1
40840	5
4417102	3
252773	4
252775	2
252777	2
252776	2
1144742	3
4453932	10
1144746	8
1144747	4
4453934	3
2497305	6
712016	2
752329	2
2647430	3
4028105	4
2647435	2
4374097	2
150918	9
169303	1
169300	4
3956998	4
565537	5
4446830	2
161154	2
161155	2
178026	1
99630	6
178020	1
4374090	4
178022	1
178023	5
924247	5
196482	6
925598	3
503609	5
2811777	2
59534	4
738206	3
4413581	4
954836	1
4339547	1
365787	4
859355	4
4405903	2
4357037	2
4405907	4
114183	2
114184	2
114187	2
114186	2
35695	3
4339540	2
2256125	2
1147212	2
535909	4
1147217	6
1147219	2
149803	1
149800	3
172582	1
535901	3
149804	2
252845	2
350149	3
193755	2
350144	6
350143	3
350141	1
872384	3
1099914	7
165300	1
75475	7
573634	3
348399	4
348398	3
348395	2
348393	3
348392	7
1112139	3
4299285	1
4299287	2
4299286	3
816695	4
816696	7
3605930	3
2517611	9
209561	2
1132130	1
846011	2
759440	2
802048	9
172587	3
802044	3
4440283	4
991828	2
102595	8
610162	2
227299	2
221405	2
675022	3
332309	3
737737	4
2815106	2
332301	2
332303	3
332305	3
4329311	1
4328043	10
275670	4
544854	3
544851	10
677882	1
544859	5
1127681	3
4483816	2
4407305	10
3675944	3
4352782	5
4340953	7
4340959	2
4459777	2
4459776	3
3326814	2
668100	5
3326812	3
337879	4
668105	2
645742	4
1113661	3
337876	5
894358	4
337870	2
337871	9
817567	2
817566	8
1922522	3
1143820	3
144779	4
809748	7
809746	5
809744	10
210193	8
2265858	2
517377	4
517376	2
517371	4
517370	3
1110212	2
347843	3
144778	6
347846	3
347847	4
4347689	5
347848	3
347849	2
3555041	3
278622	3
278627	3
278626	2
278629	3
278628	2
1026086	3
335658	4
4350114	5
892985	2
1111513	1
566615	3
566617	3
2540945	3
619629	3
149879	3
105890	4
30167	2
4165170	1
107624	2
4331402	3
537526	3
918088	3
841379	1
107623	3
3368804	1
3368803	1
259673	3
520638	10
810037	3
810031	2
520632	4
166691	2
3540120	3
259677	2
895406	5
895408	3
909054	2
2730673	3
3614568	3
2730674	5
