GenomeID	pH_optimum
3948522	8
2399696	8
3923375	8
4388763	8
4435817	8
2023143	8
4419894	8
1734881	8
1514108	8
4446576	8
2748679	8
2608054	8
4400155	8
2619987	8
1638975	8
4440402	8
4473585	8
3094032	8
3792680	8
4343863	8
4409361	8
3907069	8
4384411	8
4419598	8
4359521	8
4367649	8
3320007	8
1543299	8
2579802	8
3015897	8
4373886	8
2115528	8
4416279	8
4390929	8
4388383	8
2859131	8
3731315	8
2307941	8
4334882	8
4384530	8
4160305	8
1681465	8
1779073	8
2981473	8
3195710	8
4466301	8
2246910	8
3676421	8
3605183	8
1705318	8
1792501	8
1999043	8
1661979	8
4436877	8
4435702	8
4415028	8
4475093	8
4466835	8
1858514	8
4452138	8
1834648	8
2091364	8
4408983	8
3685718	8
4355430	8
2109185	8
4383320	8
4297947	8
3297563	8
4324491	8
4380072	8
4380077	8
4409779	8
4416036	8
3850617	8
2244836	8
4442366	8
4417912	8
2824123	8
4390522	8
2120213	8
4370729	8
2035764	8
4465456	8
3213140	8
4383366	8
3316291	8
4472317	8
2035760	8
3046148	8
2928889	8
4440180	8
4415018	8
2290716	8
3033058	8
3354555	8
2835862	8
1603623	8
3294565	8
4414909	8
3078938	8
4377659	8
4065026	8
1757390	8
4457680	8
4209955	8
2541299	8
3007864	8
4190315	8
4371581	8
3925814	8
4455584	8
3746474	8
4331486	8
4336603	8
1818006	8
4430239	8
3218806	8
4400503	8
3373556	8
4367694	8
1641395	8
4420068	8
4411013	8
4385512	8
4275382	8
2547229	8
3226567	8
1731619	8
3800576	8
2578092	8
4364366	8
4377090	8
2778337	8
3685720	8
1615887	8
2812401	8
2544621	8
3016775	8
4289646	8
4454402	8
4413792	8
4397462	8
2026016	8
2427515	8
4455582	8
4452874	8
3535220	8
4421221	8
2626593	8
3105774	8
4373891	8
2036151	8
3788229	8
4198785	8
3166733	8
1532360	8
4334697	8
4259887	8
4099858	8
4325605	8
4469318	8
4326347	8
2881208	8
3576918	8
4436194	8
2786544	8
4363045	8
4141007	8
3696406	8
4404985	8
3919588	8
1681468	8
4424691	8
3925808	8
4343999	8
4175779	8
4438312	8
2928890	8
4421218	8
2252936	8
4360779	8
4391712	8
2016073	8
4178730	8
4448299	8
1741681	8
4477854	8
3651911	8
3567126	8
4454639	8
4379925	8
3862051	8
3518856	8
3808358	8
3261680	8
3035480	8
1700554	8
3100140	8
4418492	8
4466846	8
3991137	8
4395467	8
3156940	8
4391500	8
3628591	8
4480499	8
4344336	8
3036606	8
4372708	8
1564110	8
2840484	8
4217473	8
4021675	8
4377400	8
2877482	8
4481642	8
1525748	8
4199275	8
2595221	8
3226570	8
3767076	8
4050687	8
2643941	8
4447975	8
4391170	8
1599275	8
2083093	8
4375179	8
1663903	8
4377470	8
4388382	8
3303758	8
2877489	8
4435618	8
2887476	8
4147640	8
3311841	8
4464588	8
2423771	8
2746979	8
4226112	8
4377693	8
2226199	8
3260986	8
4198778	8
3587215	8
2808998	8
3099378	8
4314718	8
4450791	8
4434639	8
1808510	8
1567701	8
4374750	8
1733112	8
1803214	8
4438293	8
4147926	8
3370127	8
1721633	8
2186073	8
4341569	8
2931969	8
1920161	8
4473817	8
4336697	8
4462740	8
3630755	8
4477208	8
4412959	8
4451616	8
4457679	8
3333299	8
2399697	8
2812396	8
4289649	8
4344216	8
4450221	8
4244067	8
3060937	8
4406820	8
2397800	8
3276307	8
3415546	8
4466434	8
4409800	8
2261760	8
4367628	8
3093384	8
4322995	8
4446549	8
4236285	8
2877481	8
2306432	8
3756128	8
2599838	8
2779749	8
2648017	8
3046292	8
4323834	8
4362905	8
4482461	8
3692337	8
4462580	8
2795952	8
4403786	8
3625705	8
4380280	8
4362019	8
4373916	8
2401628	8
2442959	8
2983931	8
4311402	8
4464154	8
3372582	8
3871458	8
1896640	8
3576921	8
4439738	8
1553546	8
4209163	8
4418030	8
3991139	8
3142362	8
4375200	8
4405054	8
1939697	8
3082745	8
4448835	8
4372182	8
2941620	8
3041730	8
3253507	8
3897766	8
2519049	8
1647043	8
2096479	8
2293251	8
2440868	8
4348648	8
2022299	8
3738346	8
3373561	8
4434426	8
2551489	8
3875758	8
4397329	8
4457337	8
2249841	8
1674514	8
3644505	8
1535386	8
2036929	8
2871097	8
3906881	8
3825058	8
2301029	8
4336426	8
4359849	8
4416839	8
2460965	8
2598540	8
4348320	8
2184505	8
4351157	8
3185606	8
3658385	8
2185389	8
2290715	8
1580494	8
4368877	8
3171943	8
2724893	8
2648619	8
3587852	8
2828381	8
2808137	8
4348506	8
4469562	8
2658062	8
2015035	8
2185384	8
2237544	8
1765860	8
1766218	8
4179576	8
4351819	8
3236446	8
2876958	8
2403053	8
3578512	8
4330144	8
3238619	8
4120228	8
4450637	8
3052316	8
1522872	8
4473829	8
4382936	8
2716027	8
4343181	8
3041057	8
3874132	8
1513232	8
4120227	8
3498178	8
2973947	8
4371677	8
3060700	8
3659817	8
1552153	8
2360572	8
2312694	8
2868668	8
4347454	8
3329807	8
3074203	8
3544585	8
4428654	8
2671123	8
3799837	8
4324524	8
3669641	8
2889539	8
4397162	8
4472838	8
3506897	8
3506903	8
4389167	8
4386319	8
3640096	8
3804982	8
3171942	8
2350162	8
1663908	8
3187554	8
4349771	8
1815964	8
4351158	8
4337222	8
4348360	8
3093368	8
4091823	8
2994400	8
4159129	8
3156906	8
3253508	8
2035488	8
3008046	8
2613476	8
3700043	8
3074225	8
4437093	8
3897857	8
2278903	8
1938967	8
3253511	8
3626012	8
4425356	8
3250222	8
4398489	8
4331974	8
3164212	8
2487457	8
1522871	8
4177701	8
3440140	8
4330734	8
3907066	8
3110109	8
2308146	8
3372583	8
4326353	8
2746345	8
303029	8
3676374	8
4432577	8
282847	8
2815568	8
284454	8
3198004	8
748245	8
4334280	8
286318	8
702029	8
697898	8
899840	8
1088682	8
4472339	8
4251315	8
4466838	8
3147100	8
3726225	8
3400355	8
4415878	8
4419648	8
4419647	8
2519044	8
4389049	8
369133	8
4382934	8
4382935	8
4199279	8
4199283	8
3875825	8
2624929	8
2779748	8
4418633	8
3034581	8
4478323	8
4364954	8
2401243	8
4436197	8
3147126	8
3055093	8
4380887	8
3185918	8
4468831	8
3060695	8
4477985	8
2166236	8
2163946	8
2173393	8
3538182	8
3019903	8
3942268	8
4469923	8
4483130	8
3767077	8
4465066	8
3945303	8
3333303	8
1789196	8
574818	8
365040	8
357234	8
357550	8
360975	8
357139	8
369474	8
368004	8
357557	8
4326852	8
4454078	8
4380598	8
4417767	8
4446548	8
104518	8
104673	8
937847	8
1052926	8
4441664	8
1652484	8
4420377	8
2805450	8
2560606	8
4021673	8
4243540	8
3833169	8
4427900	8
2490893	8
2547233	8
4331469	8
3685715	8
3429726	8
1639778	8
4353644	8
1626037	8
2685605	8
3302090	8
2658413	8
1663906	8
2828387	8
4002201	8
3474118	8
4454242	8
3207458	8
4464813	8
4460385	8
1728562	8
4406570	8
4364324	8
4478829	8
4383349	8
4375170	8
4384879	8
4357017	8
4336302	8
2455414	8
3353109	8
2138692	8
4160295	8
1652859	8
4234218	8
4374974	8
3390694	8
1542913	8
4428402	8
4378737	8
4439177	8
2881207	8
4377656	8
2825788	8
4384541	8
3297566	8
2807812	8
4477803	8
4340004	8
4403339	8
4185342	8
4445074	8
3704035	8
4420374	8
4331986	8
4478884	8
1626541	8
1639790	8
4380950	8
4467873	8
2538440	8
4389745	8
1757384	8
2560604	8
4413796	8
3537600	8
1771844	8
1815970	8
3150185	8
4473038	8
3183924	8
3096197	8
4419753	8
4428910	8
4448983	8
4416745	8
4350226	8
3129297	8
2493225	8
4429715	8
4476949	8
3155547	8
4345592	8
2506190	8
2312657	8
2799029	8
2548651	8
2113970	8
4456227	8
2662124	8
1792513	8
2598536	8
2598545	8
4341920	8
2825790	8
4342590	8
4425076	8
4474497	8
4440005	8
3995345	8
4384604	8
4416380	8
4452992	8
2580616	8
3119586	8
2251868	8
2145868	8
4484096	8
4377712	8
4410478	8
4328821	8
4334170	8
4481725	8
4364364	8
4346570	8
2418009	8
4347166	8
2472241	8
2496916	8
3278034	8
1949226	8
4345666	8
4377401	8
4411623	8
2825797	8
2529467	8
2529475	8
1757388	8
4289652	8
4483762	8
2780564	8
3579219	8
1687531	8
1710489	8
4473960	8
2520814	8
2832758	8
2145869	8
3073168	8
2920558	8
1918878	8
2707949	8
3267511	8
1721888	8
2841944	8
3307009	8
2991801	8
4474410	8
2712847	8
2547781	8
4210140	8
2022295	8
4029512	8
2599841	8
1825776	8
4437775	8
4161096	8
4431128	8
2955144	8
2955140	8
4404979	8
4404981	8
3297570	8
4309302	8
4370685	8
3085002	8
4458168	8
4386771	8
3021097	8
1918875	8
4114730	8
4325494	8
2432656	8
1632829	8
4184788	8
4335706	8
2140884	8
2766962	8
2786041	8
3619127	8
2183540	8
4399462	8
2953982	8
1931219	8
1661968	8
4297959	8
4427901	8
4347778	8
4413770	8
3414221	8
4355125	8
3112924	8
3622151	8
4199277	8
4473604	8
4436415	8
4413278	8
2858778	8
4417398	8
1580378	8
2122513	8
1727064	8
3072359	8
4215630	8
4346861	8
3035836	8
4314277	8
4372705	8
3085648	8
2426435	8
2972291	8
3354557	8
2800174	8
4428466	8
4434819	8
4361695	8
4420065	8
3919591	8
1794911	8
4347932	8
2095626	8
1949220	8
4478972	8
4392701	8
2137766	8
2662607	8
4344217	8
3099189	8
2965107	8
1773584	8
4442905	8
4404977	8
4444562	8
4209949	8
2520815	8
4345924	8
4442615	8
4335221	8
3643333	8
3328498	8
4390421	8
2279669	8
4355593	8
4419773	8
4436741	8
4414870	8
4414869	8
4377141	8
4185341	8
4340177	8
4383335	8
3715117	8
1602706	8
4382868	8
3307015	8
2220801	8
2828386	8
1552145	8
4104313	8
2712846	8
4439166	8
3955714	8
4454635	8
4385336	8
4345553	8
4389034	8
4344159	8
4383322	8
2619994	8
2619990	8
4479305	8
2681937	8
4443534	8
2935725	8
4404980	8
2928885	8
4209165	8
2540433	8
4325161	8
4416030	8
3506766	8
2596102	8
4232774	8
3201686	8
4369540	8
3253159	8
4458828	8
1531146	8
3630761	8
1838128	8
2806306	8
2280811	8
3584827	8
4472553	8
4434818	8
4002197	8
1968854	8
4467349	8
3448429	8
4346523	8
2132851	8
2262031	8
4473608	8
2947315	8
2035757	8
4326159	8
2483980	8
3740561	8
3722223	8
4463137	8
4366364	8
2639330	8
4418499	8
4441662	8
2858944	8
4469611	8
4268100	8
4427009	8
4324613	8
4472286	8
4403341	8
4062317	8
1774980	8
4481465	8
4224612	8
4066908	8
4368081	8
4368921	8
3974603	8
3407099	8
2661042	8
3756383	8
4341885	8
4437777	8
4420072	8
3073175	8
3129561	8
4370896	8
4449717	8
2540440	8
4325157	8
3350664	8
3145266	8
2044588	8
3972250	8
3138645	8
4327056	8
2185391	8
1661616	8
4412119	8
4472918	8
4366982	8
4419841	8
4002204	8
3744545	8
4370351	8
4428941	8
4333036	8
4167880	8
2812403	8
4476564	8
3390924	8
4349775	8
1776445	8
3143223	8
2192264	8
4339974	8
4380199	8
2973939	8
3974244	8
4352459	8
2192254	8
4428594	8
3611650	8
2525338	8
2712430	8
4071922	8
1741394	8
3333297	8
4324792	8
3593296	8
4391710	8
4074387	8
2828391	8
4359518	8
4388384	8
1692033	8
2598127	8
4393905	8
3798551	8
4367662	8
4414907	8
4377658	8
3427478	8
4418632	8
2955141	8
4437097	8
1919350	8
2352587	8
4325153	8
3311843	8
1971835	8
3778203	8
2746981	8
1827998	8
4452868	8
2936741	8
4330230	8
4407371	8
2925800	8
1661617	8
3333302	8
4394102	8
2817241	8
3665404	8
4328798	8
3696694	8
2175675	8
1754948	8
2828384	8
4392157	8
4420381	8
3813507	8
2991806	8
3902345	8
4207095	8
2313265	8
2477732	8
4141008	8
2490892	8
3297562	8
4171938	8
2466536	8
2482759	8
4379138	8
4351152	8
4366251	8
3037782	8
2932148	8
4400582	8
4410610	8
2462256	8
4414204	8
2051282	8
3171941	8
4477592	8
4442102	8
4024316	8
4021669	8
2183536	8
4454976	8
1794916	8
2319890	8
2579347	8
4353920	8
4462815	8
2308173	8
3705201	8
1842698	8
3708144	8
4191304	8
4362939	8
2772145	8
4363738	8
4358533	8
3265324	8
4370894	8
3043811	8
4455521	8
3538832	8
4391501	8
4367153	8
3621833	8
3630760	8
1885024	8
3823344	8
1838129	8
4475354	8
4457733	8
2470154	8
4472920	8
4314637	8
4476717	8
4380035	8
3662661	8
4367244	8
1840552	8
4456573	8
4470556	8
2479778	8
3951384	8
2354209	8
3757916	8
3716706	8
2541295	8
4349774	8
4424558	8
2826280	8
4345958	8
3350660	8
2349605	8
2164239	8
4432083	8
4442369	8
4444522	8
2801522	8
4398450	8
2290712	8
4012417	8
4372707	8
4454213	8
3874015	8
2355004	8
2350156	8
2861155	8
3645029	8
1562375	8
4361693	8
3053633	8
4346176	8
4432904	8
4478973	8
3705200	8
1654754	8
4337240	8
2887478	8
4353648	8
3112918	8
4418634	8
4171934	8
4379738	8
1989035	8
3785613	8
4445830	8
4343092	8
3200318	8
2163951	8
2163950	8
4445185	8
4358379	8
3614424	8
3012787	8
4380057	8
2280814	8
3393028	8
3166925	8
4366766	8
3519351	8
4343284	8
2624937	8
3894463	8
1896642	8
3883107	8
3560244	8
3563940	8
4479825	8
4171937	8
4091822	8
4325629	8
1767456	8
4373976	8
4454546	8
1967711	8
3173382	8
4371679	8
3091577	8
3828787	8
4380139	8
1918067	8
2272661	8
1722471	8
2538338	8
1593221	8
3054099	8
4475868	8
4382931	8
3408478	8
4141003	8
4387081	8
3007870	8
3205150	8
4443211	8
1882213	8
4396982	8
4395270	8
4481617	8
4429711	8
3552937	8
2091933	8
4387167	8
4336422	8
4429325	8
2141313	8
3589844	8
3362200	8
3485138	8
4462119	8
4164885	8
4401390	8
2558480	8
3936552	8
4368916	8
4071375	8
4435116	8
3086218	8
3901548	8
4437425	8
4403437	8
3053792	8
1566894	8
4251760	8
3801264	8
4013314	8
2090029	8
3958418	8
4108334	8
2116509	8
4463802	8
4467348	8
4432902	8
3893589	8
4362633	8
2639446	8
1708667	8
1612338	8
4445757	8
3881507	8
4346111	8
3506104	8
1918055	8
3975081	8
4369373	8
1674078	8
4333133	8
3259968	8
3252429	8
3569801	8
4388318	8
4372709	8
3487213	8
3613880	8
3198043	8
4361764	8
2356396	8
3587220	8
4388058	8
2818408	8
3072639	8
4399599	8
4449463	8
3253923	8
2478678	8
4307119	8
4369374	8
4325431	8
4401255	8
3876481	8
3124379	8
4403173	8
4395081	8
4297772	8
3008047	8
4350055	8
1980587	8
2746344	8
4387770	8
4380138	8
3285244	8
4355711	8
4418247	8
3240126	8
3334889	8
4357230	8
3164216	8
4324526	8
4473611	8
2113026	8
4449720	8
4361692	8
1896639	8
2332888	8
4375472	8
3082746	8
2493216	8
2350158	8
4340794	8
2275498	8
2507075	8
1556827	8
4032264	8
4029628	8
2935807	8
4443216	8
1774556	8
3426408	8
2167223	8
3539384	8
1907549	8
4397159	8
3074220	8
1879221	8
4432491	8
1722475	8
4366892	8
4372195	8
2619993	8
2772146	8
4347032	8
2620930	8
4336740	8
4414915	8
3974607	8
4412569	8
3808355	8
3841719	8
4348007	8
3934303	8
4454059	8
4328419	8
3222730	8
3683277	8
4342404	8
2541304	8
4387957	8
4407880	8
3374374	8
4435257	8
4420975	8
4410963	8
2899555	8
4367703	8
2814819	8
3030024	8
3334991	8
4334106	8
4416670	8
3177270	8
2799847	8
3808354	8
4337220	8
3758544	8
3676428	8
3832469	8
2288862	8
2445342	8
4459837	8
4349799	8
3366424	8
2572350	8
4452478	8
2341487	8
2820250	8
1618361	8
2580612	8
3799747	8
4325162	8
4371580	8
3071262	8
3411258	8
2252934	8
4341361	8
2239462	8
4329366	8
2712854	8
3342426	8
4207094	8
2668603	8
4458957	8
4045365	8
2965098	8
3994867	8
4392161	8
3589848	8
1918877	8
4405048	8
1705308	8
3362163	8
2113127	8
2825789	8
3139589	8
1503435	8
4434429	8
2463045	8
4336232	8
3303334	8
3347702	8
2112015	8
4433476	8
4394153	8
2558482	8
4344223	8
4438080	8
3051723	8
2465213	8
1661611	8
3059468	8
3880006	8
2493226	8
3240173	8
4440952	8
1661613	8
2598535	8
4191309	8
2315058	8
4108890	8
4317806	8
4415460	8
2598542	8
2805449	8
4232543	8
4401212	8
4433002	8
4453010	8
4337224	8
1768314	8
4403853	8
4310096	8
1934384	8
2747124	8
3876348	8
3666989	8
4323769	8
4158923	8
4133695	8
1652866	8
4420438	8
1543681	8
3189632	8
2374571	8
4457352	8
3224781	8
4207097	8
4383144	8
2186071	8
2617478	8
2439856	8
3163320	8
4398298	8
1817605	8
4339330	8
2751964	8
4434034	8
3953563	8
2639333	8
4436518	8
4339665	8
4472557	8
4202721	8
2235673	8
3634145	8
2890163	8
1838130	8
2829848	8
4433091	8
2402071	8
2240643	8
4450698	8
4454740	8
4369196	8
4468512	8
4410179	8
3599055	8
2829363	8
4419201	8
1714947	8
4413079	8
4340945	8
2156164	8
4141788	8
4306627	8
3915921	8
4398771	8
4454547	8
1549284	8
3804987	8
1774553	8
4368227	8
4414913	8
3915202	8
4380076	8
4392698	8
2707955	8
2289103	8
1522881	8
4329368	8
2535450	8
2393359	8
3942267	8
4207093	8
4436359	8
4333738	8
2941619	8
2800181	8
4031716	8
3881509	8
4337358	8
4395760	8
4326168	8
4401335	8
4479091	8
1603621	8
4352897	8
4439986	8
3486656	8
4243541	8
2678571	8
4484206	8
1641401	8
4443531	8
2416010	8
1761642	8
4383369	8
1618364	8
3900677	8
2807806	8
4350902	8
3925811	8
4042662	8
2086570	8
4431125	8
1769890	8
2277317	8
1682409	8
4332663	8
4404144	8
4362979	8
4423942	8
4362936	8
3369885	8
4479303	8
4404304	8
2467433	8
4484097	8
3549681	8
4244334	8
4401755	8
2553611	8
1950498	8
3333300	8
3605391	8
4141005	8
4159027	8
4461651	8
2235367	8
3100073	8
4405402	8
2944937	8
2155797	8
4402765	8
3237901	8
4416375	8
4481866	8
4462928	8
4366030	8
2124766	8
4343527	8
2268859	8
4397888	8
4445202	8
3124382	8
2664387	8
2861157	8
2792236	8
1572878	8
3200137	8
2226201	8
4427853	8
4384577	8
4334509	8
2362460	8
4438923	8
4311118	8
4416271	8
3548596	8
1769926	8
4402305	8
4385511	8
3344103	8
4403390	8
4434822	8
4128770	8
4372706	8
2746348	8
3096363	8
4482710	8
3026793	8
4397495	8
1764536	8
4325683	8
4340860	8
4416637	8
4407089	8
4380071	8
4357234	8
3041961	8
3662062	8
2301031	8
1755056	8
3813511	8
2506478	8
3457673	8
4250640	8
2837758	8
1856880	8
1868213	8
4166223	8
1995367	8
4337809	8
2588442	8
2468190	8
1915242	8
4226368	8
3620085	8
3253506	8
3264743	8
4358982	8
3881510	8
4465139	8
3874011	8
2484206	8
4244072	8
4468053	8
2751965	8
3060694	8
3964859	8
3815958	8
3101310	8
2341873	8
2401851	8
4355713	8
2589211	8
2301028	8
3879662	8
2233946	8
3229956	8
3415552	8
2865931	8
4443217	8
2367656	8
4401678	8
4330103	8
2180021	8
4337109	8
2407093	8
4337225	8
2772150	8
3799825	8
3096362	8
1827950	8
1803216	8
1674519	8
1868340	8
4466365	8
4370048	8
4391502	8
3129280	8
4329365	8
2195538	8
4409877	8
2353888	8
4351574	8
4429744	8
4366474	8
2507085	8
2051148	8
2825791	8
4368691	8
4414914	8
4393890	8
2484351	8
362557	8
2116314	8
4389371	8
2581982	8
3449650	8
4348008	8
4324612	8
4431126	8
4395398	8
2860837	8
1849766	8
4451612	8
4472595	8
3945301	8
4427899	8
4367556	8
4405556	8
2972104	8
4336641	8
2529466	8
4457423	8
3927853	8
3354850	8
1615894	8
3648982	8
3590967	8
4480826	8
4418450	8
4365540	8
2976965	8
3713537	8
4403062	8
3630757	8
1938799	8
4118555	8
2027810	8
3267501	8
3145402	8
3589309	8
2982161	8
1782700	8
4342667	8
4438291	8
4476034	8
3601607	8
4413777	8
2521403	8
2237546	8
3587851	8
1602311	8
4378336	8
2548001	8
4361229	8
4470534	8
976035	8
4187118	8
4474895	8
3164606	8
2120211	8
2120210	8
2022301	8
4418344	8
562704	8
85404	8
4161099	8
4305272	8
2955150	8
3874399	8
4331953	8
4323811	8
2195540	8
3275928	8
3658161	8
2049241	8
4368922	8
3555577	8
4387707	8
356715	8
223469	8
225416	8
223235	8
4394154	8
3825059	8
2491528	8
3426406	8
3017340	8
1980590	8
4342823	8
4219648	8
4469015	8
2402067	8
1939703	8
1515151	8
2678580	8
4322498	8
3521332	8
4454241	8
4446551	8
4392840	8
4461501	8
38956	8
4477469	8
299636	8
4467201	8
4347167	8
4438076	8
4380040	8
3362197	8
4403999	8
3812304	8
4392601	8
4430909	8
4329766	8
2650939	8
4382166	8
2573946	8
4345928	8
4375174	8
2406618	8
2111156	8
3594552	8
1591064	8
4429743	8
4352408	8
3113492	8
1881215	8
4331913	8
4444569	8
1689782	8
2671124	8
1503434	8
4381463	8
4345923	8
362427	8
3933490	8
644946	8
529278	8
518727	8
4383148	8
4451439	8
4437566	8
4108889	8
3658162	8
3449651	8
4413795	8
3718248	8
3489040	8
3716397	8
2442498	8
2808621	8
2457262	8
3587636	8
4367646	8
3342416	8
3006986	8
4332598	8
4368923	8
3224955	8
2881206	8
4384843	8
4357160	8
4428943	8
1525740	8
2678578	8
3234695	8
3677483	8
3672567	8
4029510	8
2260976	8
4453007	8
4376656	8
4198501	8
3658030	8
4410140	8
2195544	8
3249293	8
4061440	8
4369194	8
2016627	8
4353533	8
4433382	8
4433383	8
4280617	8
3983353	8
2204499	8
3936546	8
4422090	8
3214595	8
4415033	8
3054045	8
1130667	8
114369	8
615842	8
632270	8
840061	8
817547	8
4404210	8
4373007	8
4073307	8
2589204	8
4398299	8
4349602	8
2100833	8
151677	8
154371	8
4360781	8
14523	8
14522	8
538329	8
4365283	8
4328870	8
4378668	8
4474150	8
4470106	8
4359164	8
4418490	8
2244835	8
3333581	8
4336637	8
4403174	8
3583912	8
1604175	8
4424692	8
2548274	8
4190318	8
4458958	8
287481	8
1778886	8
3572069	8
2023151	8
2824151	8
1786756	8
322894	8
760565	8
4475677	8
4392603	8
4333325	8
2828383	8
4468830	8
1994710	8
4141752	8
4481688	8
3537164	8
2849728	8
4398303	8
4326284	8
4366990	8
3689519	8
4366473	8
4384324	8
4403386	8
2016632	8
4351818	8
3683284	8
4104724	8
2616542	8
3415543	8
4219644	8
4470369	8
3815253	8
3182740	8
4349624	8
4482606	8
3705207	8
4326348	8
3651898	8
4153279	8
2149950	8
4447302	8
4324609	8
4360234	8
3487211	8
2923494	8
4024321	8
3196869	8
4366983	8
4074380	8
3237903	8
3549317	8
4362931	8
4460822	8
3559543	8
1939701	8
1607370	8
4071927	8
2301853	8
2808140	8
1840965	8
2799028	8
2751963	8
4330096	8
3540369	8
3372727	8
4010423	8
2685610	8
4403785	8
3876957	8
4430422	8
1699867	8
2766322	8
3623114	8
4472018	8
4329364	8
4344695	8
4267341	8
2124767	8
4334802	8
2143897	8
2023599	8
1568436	8
4414323	8
4406079	8
2687754	8
1774551	8
4465927	8
2729344	8
4153280	8
4434037	8
4397328	8
3602271	8
1707686	8
4367631	8
4365443	8
3947179	8
4068752	8
3235846	8
2810006	8
3620803	8
3059211	8
4438311	8
2073635	8
4350478	8
1791900	8
2716972	8
4324430	8
4337814	8
2150539	8
2081234	8
4002203	8
2385095	8
1803624	8
2958975	8
4432494	8
4147639	8
2429257	8
2536780	8
4429712	8
4409738	8
2493620	8
4471644	8
4348004	8
4036998	8
3517725	8
4120224	8
4466366	8
3046517	8
4479004	8
2493827	8
3391218	8
2578091	8
2279895	8
4423616	8
1589497	8
3014532	8
4362637	8
2795131	8
2579423	8
4481883	8
4396074	8
4383336	8
4324431	8
2233992	8
1708663	8
2254629	8
2027145	8
2726973	8
4403387	8
2766326	8
4463803	8
1913149	8
3264736	8
4120225	8
3285238	8
3094190	8
661010	8
4456858	8
363226	8
4330738	8
3263850	8
4334506	8
358972	8
3185925	8
3185924	8
1808447	8
4484095	8
4462822	8
4448794	8
3152649	8
4468056	8
4438289	8
523983	8
4390420	8
4395496	8
4341921	8
359437	8
2131447	8
103943	8
4470368	8
3358204	8
2316721	8
4475659	8
1672756	8
3485761	8
3878229	8
4328869	8
1603162	8
4086185	8
4427011	8
4437751	8
4381349	8
2808135	8
1532366	8
4342268	8
4347033	8
3095306	8
3219943	8
3975982	8
4398301	8
4404887	8
4372415	8
4363739	8
4465454	8
3334892	8
3651127	8
3793179	8
4410982	8
4375172	8
2672116	8
4416276	8
4367249	8
2471868	8
3448433	8
2604719	8
3677251	8
4207096	8
4343152	8
2881209	8
4289647	8
4435117	8
1832951	8
4383326	8
4297142	8
2072539	8
3238072	8
1728560	8
4361117	8
3808864	8
2910616	8
3924671	8
4330061	8
4470700	8
2280813	8
4422094	8
2820245	8
4421198	8
4021670	8
4422588	8
4445611	8
3233081	8
1821786	8
3701505	8
4332799	8
1670647	8
4481867	8
3808356	8
4379734	8
4379736	8
4342408	8
4370305	8
2337138	8
1661620	8
2658410	8
2568821	8
3365035	8
3685716	8
4419602	8
3999183	8
4459877	8
4226749	8
4382473	8
3659548	8
4389335	8
2681933	8
4454407	8
3938627	8
4452999	8
3261681	8
4431131	8
4464316	8
2566638	8
4391707	8
4352278	8
4367247	8
4390927	8
1853355	8
3886863	8
4366803	8
3372585	8
2612555	8
1640459	8
2337264	8
2795947	8
4452875	8
4452872	8
4454376	8
2339690	8
2817249	8
4279723	8
4353609	8
3672243	8
4335429	8
4420376	8
4362977	8
4456229	8
4411619	8
3353116	8
1830729	8
1743514	8
2971585	8
2580668	8
4367706	8
2868077	8
4416028	8
3213715	8
3718256	8
3241844	8
2253804	8
2326261	8
4335707	8
3151721	8
2890158	8
4326279	8
2869262	8
4243543	8
4469920	8
2991807	8
1596141	8
4424308	8
4463519	8
4336644	8
4484246	8
4484294	8
4157083	8
4347783	8
1994709	8
3696413	8
3876794	8
4383368	8
2093724	8
4333822	8
4434431	8
1834640	8
4351224	8
2171459	8
2573381	8
2163949	8
3882487	8
2890160	8
3078865	8
3668433	8
4036227	8
4375178	8
3354553	8
4331598	8
2120205	8
2678573	8
4095691	8
3926228	8
2567750	8
4368148	8
2109248	8
3353114	8
3449649	8
4347527	8
4394598	8
3030296	8
2446082	8
4219224	8
3948822	8
4440007	8
3995355	8
4416378	8
3938634	8
3005034	8
3335699	8
1503436	8
3799746	8
4436416	8
1635176	8
4447880	8
4297685	8
4126946	8
4407404	8
1779447	8
4233931	8
4468054	8
3540329	8
2589855	8
4416837	8
2634636	8
2549463	8
2370099	8
1821785	8
4416673	8
4350373	8
4184566	8
2560611	8
4209170	8
4389716	8
4480865	8
3696405	8
2491026	8
2799855	8
2156166	8
2310000	8
4367564	8
4437774	8
1995594	8
1618358	8
4404308	8
4422503	8
1826279	8
4418491	8
3506771	8
4378205	8
4200920	8
3808140	8
3156943	8
3823345	8
4475656	8
4454349	8
4390516	8
1946422	8
4392160	8
1812476	8
4467350	8
4370472	8
4413251	8
3314176	8
4326350	8
4438290	8
4092850	8
2521901	8
4191308	8
4457921	8
4479150	8
2901643	8
3459845	8
4464152	8
4334762	8
2842310	8
4161098	8
4404305	8
2282640	8
2955147	8
4336501	8
4351656	8
4379735	8
4367641	8
4459915	8
4456593	8
4461504	8
2315857	8
4332537	8
4450803	8
4438249	8
2961343	8
3154039	8
4365108	8
4365906	8
4392163	8
2426332	8
3918306	8
4251312	8
4158924	8
4349795	8
3209982	8
3008037	8
4161100	8
4328868	8
4413794	8
4349770	8
4325160	8
4480167	8
2128050	8
4343994	8
3350672	8
2451732	8
2584896	8
4478088	8
3582139	8
3229962	8
4324664	8
4390364	8
4071928	8
3643254	8
3450070	8
4011868	8
3788236	8
