GenomeID	pH_optimum
2181385	8
4449232	8
3350509	8
4205820	8
3429728	8
2749087	8
4380883	8
2521905	8
4219227	8
4279722	8
2093718	8
4333827	8
4365798	8
4395165	8
4432973	8
4418345	8
4353747	8
1803612	8
4335728	8
4423619	8
4071382	8
3518844	8
2380507	8
4427860	8
1995590	8
3995350	8
3144801	8
3938624	8
4025922	8
1710493	8
1572880	8
3046395	8
4484071	8
4458162	8
2639205	8
4367651	8
4365838	8
1957395	8
2343955	8
4438159	8
1555794	8
3927842	8
3294564	8
2578373	8
2881201	8
4372474	8
2592498	8
3074967	8
4413793	8
2093723	8
4405554	8
4436419	8
3432987	8
4455518	8
4391089	8
4452133	8
2397798	8
2131003	8
4021671	8
4352272	8
3606751	8
2876959	8
4366936	8
1500074	8
4327770	8
4478322	8
4384608	8
1792837	8
4348062	8
3919592	8
4257198	8
2164240	8
2500769	8
3391811	8
4346312	8
4436016	8
4438075	8
1928155	8
4403193	8
4002208	8
2183538	8
3993084	8
4139744	8
4438294	8
1896636	8
4405095	8
4468503	8
2572348	8
3736867	8
4429851	8
4370075	8
2391070	8
3145405	8
1675605	8
4309661	8
4194229	8
4326155	8
2155790	8
3874145	8
4325114	8
4347169	8
2138693	8
4469018	8
3660356	8
1712732	8
1619366	8
4342948	8
4020045	8
1661571	8
4432874	8
3250790	8
1773520	8
4395834	8
2658407	8
1741358	8
4353746	8
4447842	8
3178558	8
2965854	8
4354576	8
4438922	8
3964064	8
4251318	8
3124874	8
3858501	8
2347792	8
2244255	8
4342401	8
4474331	8
3808142	8
1563881	8
3282593	8
4484192	8
4062316	8
1546788	8
3012751	8
2818409	8
4359522	8
4327435	8
4450043	8
3259735	8
1622423	8
1995591	8
2007848	8
4417994	8
2818418	8
3569809	8
4447300	8
3049165	8
4360232	8
4335485	8
1663900	8
4454354	8
4472337	8
4359519	8
3166864	8
2344909	8
2043163	8
2045752	8
2988482	8
2763495	8
4191306	8
4362934	8
2979581	8
4343174	8
4416377	8
1697473	8
2262030	8
4376017	8
4372374	8
4358676	8
4360308	8
4392864	8
3542640	8
1818104	8
2291530	8
4386321	8
2150549	8
4326283	8
1766140	8
4039493	8
2538343	8
3008036	8
3079736	8
4376956	8
2502995	8
2268865	8
1535392	8
3302093	8
2089433	8
1626534	8
2877484	8
2558487	8
3353113	8
4324657	8
1501839	8
3015890	8
4390068	8
4428208	8
4482155	8
4313249	8
4318005	8
3411521	8
4397830	8
3156913	8
1959220	8
4472919	8
4445030	8
3707043	8
3714472	8
2142223	8
4416259	8
4394501	8
4461661	8
2521909	8
3576920	8
4411761	8
4190319	8
1580382	8
3972255	8
1749788	8
2077977	8
3661868	8
4408592	8
2051284	8
2353871	8
2707300	8
4412861	8
4350388	8
2096478	8
1589675	8
4483134	8
4481431	8
4340289	8
4403436	8
3841428	8
2496582	8
1934379	8
4334682	8
1862187	8
4409876	8
4401679	8
2700819	8
4454350	8
3263854	8
3880004	8
2181800	8
2612552	8
4184569	8
2614500	8
3506765	8
1646509	8
4189608	8
3564431	8
4444098	8
1534463	8
2350161	8
2806314	8
4470858	8
3549314	8
4417766	8
4392697	8
4343733	8
4358763	8
4171939	8
2124558	8
4436667	8
4380073	8
4359722	8
1516176	8
4404276	8
2973084	8
4371678	8
3828835	8
1953121	8
4449588	8
2124557	8
2388993	8
4409783	8
4371961	8
1942018	8
2659563	8
2150553	8
4326278	8
3152885	8
4438927	8
2592156	8
2362679	8
3630758	8
3453401	8
2332661	8
2812398	8
2124552	8
3867723	8
4280621	8
2920559	8
4450222	8
2941622	8
1774544	8
2745915	8
3942049	8
4039131	8
2083097	8
4355712	8
1661348	8
3685724	8
1894059	8
4108885	8
4416495	8
3098812	8
3983358	8
4483133	8
4398513	8
1959224	8
3391226	8
2393193	8
4342608	8
1967725	8
4243547	8
4334293	8
4406071	8
1642039	8
2726983	8
2247378	8
448685	8
772999	8
653186	8
2849734	8
2849733	8
4439779	8
3718738	8
1661970	8
4383319	8
4377395	8
4435977	8
4412235	8
1661972	8
3334888	8
3601529	8
4468509	8
2700812	8
1774545	8
2026537	8
1729776	8
1670668	8
1811207	8
2056317	8
4374690	8
3974608	8
2706298	8
4412698	8
2697645	8
4359524	8
3668416	8
4464878	8
2659566	8
1579087	8
4445570	8
4065003	8
2945206	8
4434405	8
4353528	8
3969838	8
2624941	8
4425827	8
3078939	8
3871843	8
2313895	8
4479183	8
3696690	8
3036691	8
3936553	8
4468293	8
4353336	8
2047261	8
3019705	8
4362904	8
2947316	8
4423785	8
4454380	8
3658166	8
1705125	8
3507147	8
4443535	8
4370260	8
3981293	8
4435962	8
2460398	8
3241517	8
1615889	8
4383367	8
2051681	8
4455572	8
4401236	8
4386227	8
3923284	8
2887850	8
2177516	8
2046738	8
2272659	8
1571223	8
4411617	8
4462583	8
4353521	8
2350501	8
1980583	8
3540328	8
4307854	8
4482502	8
4390438	8
3105773	8
1666645	8
4465812	8
1663571	8
3651131	8
4013057	8
4348211	8
4442505	8
4442098	8
3936547	8
4479824	8
4372152	8
4381470	8
1934380	8
1995364	8
2116008	8
4330039	8
4348010	8
3044605	8
4360233	8
4378341	8
4337361	8
4374103	8
3620089	8
2427931	8
4418347	8
4477228	8
3659819	8
2191122	8
4284143	8
3979502	8
4377661	8
4360481	8
4403855	8
4466367	8
2493619	8
1712727	8
1712729	8
4381029	8
2445175	8
3613878	8
1932912	8
4438736	8
2119845	8
4401680	8
2394314	8
3093367	8
4482265	8
4425467	8
3907635	8
3074205	8
2326963	8
2945201	8
2945200	8
2529472	8
4394503	8
2649200	8
4382393	8
1957398	8
1733111	8
2950915	8
2936180	8
4384418	8
2806898	8
3261679	8
3291527	8
2015038	8
4244415	8
3546758	8
4243539	8
4423611	8
4395789	8
3350658	8
4363865	8
4483212	8
2252937	8
4432886	8
3993089	8
3707257	8
3053790	8
3449645	8
3449648	8
4349970	8
4400502	8
3731036	8
1580380	8
2015430	8
2497255	8
2022296	8
4408019	8
3333582	8
3408730	8
2120212	8
2468729	8
4354774	8
4386320	8
1535393	8
2476930	8
4413405	8
4414871	8
3917515	8
3676489	8
2022302	8
1997343	8
4454818	8
4336527	8
286248	8
4328803	8
130664	8
66045	8
155432	8
139957	8
14525	8
14521	8
718987	8
14524	8
562637	8
336122	8
278715	8
279564	8
278229	8
312554	8
960674	8
4095272	8
677205	8
370005	8
357246	8
358773	8
357981	8
368467	8
368125	8
367637	8
361657	8
358417	8
366935	8
359404	8
368619	8
362897	8
364244	8
1113967	8
1114961	8
4430180	8
2246915	8
4344185	8
4473197	8
4451618	8
4392329	8
4411759	8
2401002	8
1773555	8
4370861	8
4474927	8
4355485	8
4370353	8
4479295	8
3110818	8
2611129	8
3806411	8
3465091	8
2191695	8
4448830	8
3302091	8
1867726	8
3967093	8
3960875	8
4423614	8
4326355	8
1715663	8
2014334	8
2474441	8
4336638	8
4416669	8
4404303	8
4414199	8
4031165	8
3975986	8
2568793	8
2104083	8
4367642	8
2881205	8
3366422	8
2329364	8
4361865	8
4030832	8
2314402	8
2984001	8
3384049	8
3625905	8
2371314	8
3974605	8
4410533	8
4303189	8
4465455	8
4413773	8
2177519	8
1839424	8
2551329	8
4346105	8
4365904	8
4205816	8
4471459	8
3464694	8
4410556	8
4343151	8
4459836	8
2934939	8
2149172	8
1640466	8
3808360	8
1688513	8
4406748	8
4276549	8
4465162	8
4158925	8
1661966	8
2578375	8
2572355	8
3511773	8
3227214	8
1670612	8
4417699	8
4459059	8
4330055	8
2312625	8
4471462	8
4317805	8
1840958	8
2393315	8
3917523	8
3511771	8
3683279	8
3518852	8
4454403	8
4436142	8
4351651	8
2443707	8
1708372	8
4483302	8
1982590	8
2658409	8
4014311	8
4367250	8
4420373	8
4420378	8
4456230	8
2859133	8
3687496	8
2539029	8
4368918	8
2881204	8
2751959	8
4184573	8
4380949	8
2156165	8
4279721	8
2145865	8
3938625	8
1618366	8
2173267	8
4467680	8
1627938	8
4467502	8
2849873	8
4458734	8
4419775	8
4150597	8
2801516	8
2944589	8
4384880	8
4185338	8
2600159	8
3113481	8
1840964	8
3620672	8
4355432	8
3567130	8
2832972	8
3627931	8
4475091	8
1687542	8
3938626	8
2053006	8
4472596	8
4389378	8
3740840	8
4476967	8
4343997	8
4350292	8
4391714	8
4432911	8
4466927	8
1555795	8
4408294	8
4435548	8
2789853	8
4361226	8
3209984	8
4346526	8
2132853	8
3414223	8
4440004	8
2578088	8
4418423	8
3815249	8
2578084	8
3282594	8
1733273	8
4388630	8
2373044	8
4367248	8
4371753	8
4392694	8
2521903	8
4213094	8
3562040	8
4418419	8
1959227	8
2685541	8
4174002	8
3801272	8
4365536	8
3199059	8
3222110	8
1794906	8
4178501	8
4416674	8
3072606	8
4482408	8
4158922	8
4468502	8
1687543	8
2852940	8
2658059	8
2495573	8
4446068	8
4432306	8
4352564	8
4139742	8
3937547	8
4376011	8
2178447	8
4336500	8
4234380	8
4323350	8
3540664	8
3725883	8
4438904	8
4332419	8
4405049	8
3947183	8
4369830	8
4479950	8
4438348	8
4459058	8
3078125	8
2340455	8
2579806	8
4348006	8
2578089	8
3156944	8
4400397	8
2668590	8
3729647	8
1750663	8
3250225	8
4359169	8
4339799	8
4442631	8
3630754	8
2800176	8
3547981	8
4378962	8
4061445	8
2689393	8
3782559	8
2253813	8
2651715	8
4209164	8
4401334	8
2501454	8
3614194	8
4412250	8
4392606	8
4416848	8
2893368	8
2049243	8
243599	8
4351121	8
4461484	8
1962283	8
3983523	8
3178559	8
4442975	8
588865	8
4332193	8
4447044	8
4480540	8
2195543	8
2272570	8
4120221	8
3541550	8
1661967	8
3721704	8
2008074	8
4045356	8
3252426	8
4413107	8
2608003	8
4369304	8
4341499	8
3411256	8
3625901	8
3104538	8
4484098	8
4371680	8
3314175	8
4450044	8
4234313	8
4330098	8
4344672	8
3924686	8
2800172	8
2496918	8
4340952	8
4442230	8
4160578	8
4444399	8
4403514	8
4365873	8
4482262	8
4454240	8
2612351	8
1708368	8
4351812	8
4372175	8
4446063	8
2558485	8
4343730	8
3260485	8
3824322	8
2962667	8
4432497	8
4454743	8
3634151	8
4475557	8
4344182	8
2893577	8
4346114	8
2226206	8
4341085	8
3335822	8
3906874	8
4482463	8
4448828	8
4384750	8
754432	8
1132991	8
538820	8
103397	8
246585	8
112406	8
242338	8
3506904	8
3945299	8
3297564	8
2233721	8
1507123	8
4191307	8
3697127	8
2145862	8
1728069	8
4339337	8
4411958	8
3934305	8
3887245	8
4208318	8
2493217	8
1738301	8
717955	8
2271540	8
3508095	8
4340947	8
1501066	8
4367560	8
4345571	8
3991164	8
3855115	8
2996178	8
4421758	8
1649768	8
4421195	8
2772149	8
4384841	8
3696411	8
4416838	8
4428403	8
4415450	8
1631744	8
4280007	8
2923852	8
4384837	8
1913732	8
3338168	8
4480419	8
3688408	8
1741677	8
2620925	8
1559643	8
4418420	8
4330138	8
4226113	8
1859686	8
4435102	8
2578376	8
4355085	8
4372809	8
3151851	8
4374335	8
4367645	8
4354516	8
4436294	8
3019840	8
4461503	8
4415020	8
4474870	8
2393873	8
3164300	8
1505290	8
2032524	8
3557965	8
1523818	8
3883775	8
3271199	8
4407090	8
2521907	8
3373554	8
4435103	8
3413013	8
4426596	8
4382391	8
4373484	8
4446889	8
3294560	8
2572352	8
3402039	8
2035761	8
4346606	8
4343993	8
4483292	8
4462458	8
3328496	8
4370020	8
2807760	8
2642736	8
4372704	8
1614078	8
3843888	8
3275233	8
4324527	8
4438157	8
3008792	8
3214600	8
1815965	8
4381027	8
4394818	8
3906796	8
4377096	8
4406746	8
1705314	8
4435549	8
2272571	8
4095697	8
3075437	8
4069609	8
4428473	8
3890881	8
4367648	8
3078942	8
3669644	8
2945197	8
4363306	8
4474231	8
2253808	8
2497256	8
4443769	8
4359165	8
4353767	8
4472699	8
1717677	8
4394817	8
3747553	8
2917150	8
3833985	8
4362704	8
3587726	8
4449581	8
3793355	8
4409788	8
2727920	8
2842852	8
2367046	8
2015033	8
3955434	8
4415003	8
1881163	8
2183537	8
3359026	8
2598543	8
4326346	8
2592147	8
3971975	8
4344222	8
4332017	8
2852950	8
3007856	8
2766225	8
2596083	8
2698035	8
4452139	8
1564095	8
4468511	8
4476646	8
4332008	8
2511165	8
2893364	8
4366988	8
4419845	8
4137308	8
4031717	8
3359023	8
4178504	8
4438295	8
3874407	8
4064998	8
4474368	8
2787303	8
2541302	8
3725882	8
3919581	8
2806903	8
2164238	8
4377570	8
4232770	8
3861291	8
3338718	8
2981464	8
3447243	8
4475623	8
4385002	8
3496626	8
3185175	8
4368150	8
4423618	8
4414912	8
4025118	8
3015895	8
3725872	8
3448070	8
4331446	8
4459686	8
3934301	8
4385692	8
4350053	8
1986520	8
1802279	8
4407372	8
3740905	8
4179577	8
4236282	8
3651395	8
4366031	8
3367901	8
4397165	8
4467707	8
4333130	8
2696547	8
4347458	8
3006988	8
3914430	8
4373947	8
3145268	8
3124380	8
3782558	8
1934385	8
3768050	8
4458829	8
1831061	8
3571172	8
1707682	8
2078728	8
4414867	8
1674213	8
3955437	8
1980588	8
3975983	8
3678350	8
3715114	8
4061442	8
4473993	8
4205818	8
4361821	8
3964863	8
4404748	8
4329761	8
1923896	8
4417948	8
3353112	8
3034304	8
4287757	8
3731029	8
3347432	8
1651434	8
4120230	8
2980444	8
4244408	8
3668044	8
3519353	8
1853630	8
3625904	8
3983389	8
4482957	8
4355434	8
4316288	8
2320367	8
4457420	8
3448076	8
3296728	8
3291525	8
3974205	8
4373939	8
3087610	8
3662076	8
4351299	8
4416331	8
2341070	8
4399689	8
4380782	8
2538345	8
4368915	8
1896635	8
3149560	8
2400897	8
3676496	8
4387638	8
3064110	8
4367154	8
4428911	8
4387709	8
4013315	8
4110867	8
1980589	8
3613877	8
1733114	8
4446479	8
4456864	8
2935732	8
4387084	8
4272800	8
2589203	8
3758545	8
3156939	8
2941621	8
1959229	8
4108886	8
2162369	8
4236279	8
1529601	8
4404754	8
2603845	8
3660360	8
4365757	8
4415074	8
4393850	8
3613879	8
2519046	8
4347525	8
3817532	8
4441840	8
1780500	8
1663447	8
3391804	8
4474868	8
4428653	8
3528309	8
3429727	8
3668414	8
3895305	8
3169929	8
3914432	8
4394101	8
4349777	8
4473607	8
3223465	8
4481501	8
3152302	8
4324663	8
1918057	8
3164217	8
2393787	8
4406134	8
4322996	8
4414513	8
2459790	8
4143459	8
4349772	8
3799835	8
4372285	8
219792	8
4415207	8
4336753	8
3461652	8
4418630	8
4468647	8
3543905	8
4458801	8
3236218	8
4369959	8
4443851	8
4483131	8
3917520	8
2418016	8
1870832	8
3110110	8
4472592	8
1736821	8
294682	8
1961201	8
3045142	8
369563	8
4449586	8
4480142	8
2269886	8
4045361	8
262377	8
4166220	8
2935729	8
4408996	8
4420944	8
4368048	8
363839	8
360210	8
14518	8
804509	8
792428	8
101127	8
4310321	8
653116	8
256759	8
791624	8
102930	8
107801	8
265906	8
84979	8
85346	8
14519	8
216392	8
534338	8
677322	8
78530	8
41783	8
655210	8
553744	8
535887	8
359099	8
357979	8
355520	8
106630	8
1105681	8
4429837	8
4427519	8
14526	8
4298915	8
553994	8
170259	8
4339742	8
2286680	8
2602862	8
4324161	8
2805448	8
4367698	8
4359109	8
