GenomeID	Salt_optimum
4336645	2.5
4219229	2.5
3995347	2.5
4318777	2.5
2026018	2.5
2558589	2.5
4384872	2.5
4404626	2.5
4477074	2.5
4341925	2.5
4402676	2.5
4436875	2.5
3374366	2.5
4242719	2.5
2073631	2.5
4431099	2.5
4014303	2.5
2828382	2.5
4381498	2.5
4342269	2.5
3971964	2.5
4219225	2.5
4376593	2.5
4384322	2.5
4429792	2.5
3429725	2.5
4327261	2.5
3724775	2.5
4345398	2.5
4415451	2.5
4352895	2.5
4139740	2.5
4457684	2.5
2935730	2.5
3089946	2.5
2272565	2.5
3019708	2.5
2928891	2.5
3148483	2.5
4409801	2.5
1661618	2.5
4440884	2.5
3400359	2.5
3704026	2.5
4451435	2.5
2779753	2.5
4219230	2.5
2955143	2.5
3817528	2.5
2832768	2.5
3100940	2.5
4421080	2.5
4442898	2.5
3163325	2.5
3705204	2.5
4366472	2.5
1640464	2.5
4387362	2.5
3373552	2.5
2662605	2.5
4481865	2.5
4389377	2.5
4434245	2.5
4375471	2.5
3199531	2.5
4419541	2.5
3601533	2.5
4441837	2.5
2371685	2.5
3729632	2.5
3161956	2.5
4427803	2.5
4424274	2.5
4198777	2.5
4328060	2.5
4470412	2.5
2578094	2.5
4416840	2.5
4398294	2.5
3548549	2.5
4481641	2.5
4405559	2.5
1592057	2.5
2464221	2.5
4350195	2.5
2253805	2.5
2244841	2.5
4447301	2.5
2890166	2.5
4326281	2.5
3333304	2.5
4364369	2.5
4445072	2.5
4422421	2.5
4287948	2.5
2090906	2.5
3198431	2.5
1737319	2.5
3303752	2.5
4369564	2.5
4481643	2.5
4459429	2.5
4343182	2.5
4343178	2.5
2132856	2.5
4420599	2.5
4234373	2.5
4429197	2.5
3758546	2.5
3175653	2.5
4384749	2.5
2493219	2.5
4474766	2.5
3321279	2.5
4339554	2.5
3260981	2.5
2818413	2.5
2064831	2.5
4392162	2.5
1741676	2.5
4377657	2.5
3660358	2.5
4437041	2.5
4474329	2.5
1766442	2.5
1712180	2.5
3728861	2.5
1866486	2.5
4330175	2.5
3882055	2.5
1512313	2.5
3333306	2.5
4476645	2.5
4447047	2.5
4187121	2.5
2567744	2.5
4438926	2.5
3294558	2.5
2881202	2.5
4464153	2.5
2820244	2.5
3725871	2.5
4481886	2.5
4464710	2.5
4386166	2.5
4369197	2.5
4479875	2.5
3013696	2.5
4373914	2.5
2598157	2.5
4384746	2.5
3426409	2.5
2671127	2.5
4344698	2.5
4483025	2.5
1593220	2.5
2592159	2.5
4412568	2.5
2529470	2.5
2685537	2.5
2074861	2.5
4332870	2.5
3896306	2.5
3165591	2.5
3912762	2.5
4350479	2.5
4421219	2.5
4375533	2.5
1791899	2.5
3678628	2.5
4418683	2.5
3834798	2.5
4444099	2.5
3823339	2.5
4324836	2.5
2795077	2.5
1938797	2.5
3899010	2.5
1961211	2.5
2820531	2.5
4217461	2.5
4392289	2.5
4371199	2.5
4212794	2.5
3955717	2.5
2479570	2.5
4048869	2.5
4424560	2.5
4079462	2.5
4335827	2.5
2051275	2.5
3241536	2.5
4324611	2.5
4354265	2.5
2454585	2.5
1523812	2.5
2820540	2.5
4466377	2.5
4336859	2.5
1750400	2.5
3601610	2.5
4478175	2.5
2624938	2.5
3164925	2.5
4355433	2.5
3936549	2.5
2812402	2.5
4418637	2.5
4356922	2.5
4473610	2.5
4449982	2.5
2064575	2.5
2858776	2.5
3934299	2.5
4391581	2.5
4037004	2.5
4109682	2.5
3815248	2.5
4378965	2.5
1540211	2.5
4380093	2.5
3393026	2.5
2175677	2.5
4383786	2.5
4010228	2.5
4224611	2.5
4359523	2.5
4372292	2.5
4461653	2.5
4382933	2.5
4382251	2.5
4349769	2.5
4404677	2.5
1834642	2.5
3785616	2.5
4368695	2.5
4478091	2.5
2253803	2.5
2253807	2.5
4443516	2.5
2927630	2.5
2051277	2.5
2051280	2.5
2700814	2.5
4392288	2.5
3403504	2.5
3740038	2.5
1853631	2.5
2096477	2.5
3813505	2.5
3655137	2.5
4418713	2.5
2163617	2.5
4469021	2.5
4440003	2.5
4438898	2.5
4438900	2.5
4342943	2.5
4479641	2.5
4408452	2.5
4366654	2.5
1786242	2.5
3644246	2.5
2578093	2.5
4397809	2.5
3453402	2.5
4128050	2.5
4409737	2.5
4445069	2.5
3947187	2.5
4337359	2.5
4410203	2.5
3163321	2.5
3832474	2.5
1626546	2.5
2035148	2.5
4476038	2.5
1938977	2.5
4475883	2.5
3118802	2.5
4305472	2.5
2195541	2.5
3670937	2.5
4391565	2.5
4436360	2.5
4481616	2.5
2795009	2.5
2237542	2.5
3646393	2.5
2209310	2.5
4433747	2.5
4472392	2.5
3023247	2.5
4397884	2.5
3733070	2.5
4414936	2.5
3311090	2.5
4251762	2.5
3594560	2.5
4441437	2.5
4452785	2.5
4390648	2.5
3668033	2.5
1774547	2.5
3453405	2.5
2064578	2.5
4324383	2.5
3620083	2.5
2921543	2.5
4341516	2.5
3209978	2.5
1856848	2.5
3603152	2.5
1777272	2.5
4364461	2.5
4324832	2.5
2833154	2.5
1838125	2.5
4425357	2.5
2738382	2.5
2074307	2.5
4459688	2.5
2787338	2.5
2852944	2.5
1545876	2.5
1545874	2.5
3670934	2.5
4461296	2.5
3506101	2.5
4328543	2.5
2493502	2.5
4465681	2.5
2919674	2.5
4128051	2.5
3035909	2.5
1734664	2.5
4340795	2.5
3177808	2.5
4465186	2.5
3071263	2.5
3400356	2.5
4403784	2.5
4406078	2.5
4373146	2.5
4364462	2.5
1959228	2.5
2615643	2.5
1777113	2.5
2355001	2.5
2490933	2.5
4447147	2.5
4369376	2.5
3270003	2.5
4472558	2.5
4191301	2.5
3069471	2.5
4385335	2.5
4417393	2.5
4361977	2.5
1847106	2.5
4395368	2.5
4432885	2.5
2941627	2.5
2941615	2.5
4411904	2.5
3129575	2.5
4452687	2.5
4325433	2.5
3813510	2.5
1572117	2.5
3544470	2.5
3164213	2.5
2143193	2.5
3614196	2.5
4450799	2.5
1593226	2.5
3093375	2.5
4338898	2.5
3624677	2.5
3449653	2.5
1695962	2.5
4476036	2.5
4443532	2.5
4435705	2.5
4445865	2.5
4349358	2.5
4345961	2.5
2183541	2.5
291342	2.5
2048825	2.5
3923279	2.5
2944295	2.5
2567755	2.5
4141757	2.5
4359686	2.5
4475907	2.5
4417939	2.5
2805453	2.5
2825795	2.5
4427442	2.5
4438809	2.5
1682991	2.5
4475199	2.5
3450069	2.5
4336526	2.5
4355427	2.5
2772152	2.5
4415031	2.5
4423323	2.5
4380204	2.5
4471600	2.5
3302094	2.5
2568781	2.5
3931402	2.5
2167217	2.5
4440401	2.5
3060693	2.5
4331470	2.5
4415002	2.5
4315044	2.5
4325608	2.5
2545522	2.5
4306245	2.5
4438895	2.5
4449721	2.5
4366315	2.5
2890164	2.5
4402724	2.5
2027464	2.5
4435318	2.5
4412269	2.5
1654750	2.5
4468504	2.5
3793356	2.5
2016292	2.5
3316288	2.5
4035262	2.5
2387996	2.5
4347926	2.5
4482231	2.5
4350054	2.5
4449234	2.5
4326863	2.5
3113490	2.5
4481466	2.5
2082342	2.5
2107886	2.5
4470102	2.5
4350167	2.5
2964355	2.5
3403066	2.5
4434825	2.5
4424567	2.5
2529473	2.5
1778833	2.5
2780570	2.5
1641407	2.5
3784837	2.5
2269844	2.5
4426876	2.5
3347434	2.5
4435687	2.5
2315055	2.5
2578087	2.5
4446065	2.5
2181385	2.5
4449232	2.5
3350509	2.5
4205820	2.5
3429728	2.5
2749087	2.5
4380883	2.5
2521905	2.5
4219227	2.5
4279722	2.5
2093718	2.5
4333827	2.5
4365798	2.5
4395165	2.5
4432973	2.5
4418345	2.5
4353747	2.5
1803612	2.5
4335728	2.5
4423619	2.5
4071382	2.5
3518844	2.5
2380507	2.5
4427860	2.5
1995590	2.5
3995350	2.5
3144801	2.5
3938624	2.5
4025922	2.5
1710493	2.5
1572880	2.5
3046395	2.5
4484071	2.5
4458162	2.5
2639205	2.5
4367651	2.5
4365838	2.5
1957395	2.5
2343955	2.5
4438159	2.5
1555794	2.5
3927842	2.5
3294564	2.5
2578373	2.5
2881201	2.5
4372474	2.5
2592498	2.5
3074967	2.5
4413793	2.5
2093723	2.5
4405554	2.5
4436419	2.5
3432987	2.5
4455518	2.5
4391089	2.5
4452133	2.5
2397798	2.5
2131003	2.5
4021671	2.5
4352272	2.5
3606751	2.5
2876959	2.5
4366936	2.5
1500074	2.5
4327770	2.5
4478322	2.5
4384608	2.5
1792837	2.5
4348062	2.5
3919592	2.5
4257198	2.5
2164240	2.5
2500769	2.5
3391811	2.5
4346312	2.5
4436016	2.5
4438075	2.5
1928155	2.5
4403193	2.5
4002208	2.5
2183538	2.5
3993084	2.5
4139744	2.5
4438294	2.5
1896636	2.5
4405095	2.5
4468503	2.5
2572348	2.5
3736867	2.5
4429851	2.5
4370075	2.5
2391070	2.5
3145405	2.5
1675605	2.5
4309661	2.5
4194229	2.5
4326155	2.5
2155790	2.5
3874145	2.5
4325114	2.5
4347169	2.5
2138693	2.5
4469018	2.5
3660356	2.5
1712732	2.5
1619366	2.5
4342948	2.5
4020045	2.5
1661571	2.5
4432874	2.5
3250790	2.5
1773520	2.5
4395834	2.5
2658407	2.5
1741358	2.5
4353746	2.5
4447842	2.5
3178558	2.5
2965854	2.5
4354576	2.5
4438922	2.5
3964064	2.5
4251318	2.5
3124874	2.5
3858501	2.5
2347792	2.5
2244255	2.5
4342401	2.5
4474331	2.5
3808142	2.5
1563881	2.5
3282593	2.5
4484192	2.5
4062316	2.5
1546788	2.5
3012751	2.5
2818409	2.5
4359522	2.5
4327435	2.5
4450043	2.5
3259735	2.5
1622423	2.5
1995591	2.5
2007848	2.5
4417994	2.5
2818418	2.5
3569809	2.5
4447300	2.5
3049165	2.5
4360232	2.5
4335485	2.5
1663900	2.5
4454354	2.5
4472337	2.5
4359519	2.5
3166864	2.5
2344909	2.5
2043163	2.5
2045752	2.5
2988482	2.5
2763495	2.5
4191306	2.5
4362934	2.5
2979581	2.5
4343174	2.5
4416377	2.5
1697473	2.5
2262030	2.5
4376017	2.5
4372374	2.5
4358676	2.5
4360308	2.5
4392864	2.5
3542640	2.5
1818104	2.5
2291530	2.5
4386321	2.5
2150549	2.5
4326283	2.5
1766140	2.5
4039493	2.5
2538343	2.5
3008036	2.5
3079736	2.5
4376956	2.5
2502995	2.5
2268865	2.5
1535392	2.5
3302093	2.5
2089433	2.5
1626534	2.5
2877484	2.5
2558487	2.5
3353113	2.5
4324657	2.5
1501839	2.5
3015890	2.5
4390068	2.5
4428208	2.5
4482155	2.5
4313249	2.5
4318005	2.5
3411521	2.5
4397830	2.5
3156913	2.5
1959220	2.5
4472919	2.5
4445030	2.5
3707043	2.5
3714472	2.5
2142223	2.5
4416259	2.5
4394501	2.5
4461661	2.5
2521909	2.5
3576920	2.5
4411761	2.5
4190319	2.5
1580382	2.5
3972255	2.5
1749788	2.5
2077977	2.5
3661868	2.5
4408592	2.5
2051284	2.5
2353871	2.5
2707300	2.5
4412861	2.5
4350388	2.5
2096478	2.5
1589675	2.5
4483134	2.5
4481431	2.5
4340289	2.5
4403436	2.5
3841428	2.5
2496582	2.5
1934379	2.5
4334682	2.5
1862187	2.5
4409876	2.5
4401679	2.5
2700819	2.5
4454350	2.5
3263854	2.5
3880004	2.5
2181800	2.5
2612552	2.5
4184569	2.5
2614500	2.5
3506765	2.5
1646509	2.5
4189608	2.5
3564431	2.5
4444098	2.5
1534463	2.5
2350161	2.5
2806314	2.5
4470858	2.5
3549314	2.5
4417766	2.5
4392697	2.5
4343733	2.5
4358763	2.5
4171939	2.5
2124558	2.5
4436667	2.5
4380073	2.5
4359722	2.5
1516176	2.5
4404276	2.5
2973084	2.5
4371678	2.5
3828835	2.5
1953121	2.5
4449588	2.5
2124557	2.5
2388993	2.5
4409783	2.5
4371961	2.5
1942018	2.5
2659563	2.5
2150553	2.5
4326278	2.5
3152885	2.5
4438927	2.5
2592156	2.5
2362679	2.5
3630758	2.5
3453401	2.5
2332661	2.5
2812398	2.5
2124552	2.5
3867723	2.5
4280621	2.5
2920559	2.5
4450222	2.5
2941622	2.5
1774544	2.5
2745915	2.5
3942049	2.5
4039131	2.5
2083097	2.5
4355712	2.5
1661348	2.5
3685724	2.5
1894059	2.5
4108885	2.5
4416495	2.5
3098812	2.5
3983358	2.5
4483133	2.5
4398513	2.5
1959224	2.5
3391226	2.5
2393193	2.5
4342608	2.5
1967725	2.5
4243547	2.5
4334293	2.5
4406071	2.5
1642039	2.5
2726983	2.5
2247378	2.5
448685	2.5
772999	2.5
653186	2.5
2849734	2.5
2849733	2.5
4439779	2.5
3718738	2.5
1661970	2.5
4383319	2.5
4377395	2.5
4435977	2.5
4412235	2.5
1661972	2.5
3334888	2.5
3601529	2.5
4468509	2.5
2700812	2.5
1774545	2.5
2026537	2.5
1729776	2.5
1670668	2.5
1811207	2.5
2056317	2.5
4374690	2.5
3974608	2.5
2706298	2.5
4412698	2.5
2697645	2.5
4359524	2.5
3668416	2.5
4464878	2.5
2659566	2.5
1579087	2.5
4445570	2.5
4065003	2.5
2945206	2.5
4434405	2.5
4353528	2.5
3969838	2.5
2624941	2.5
4425827	2.5
3078939	2.5
3871843	2.5
2313895	2.5
4479183	2.5
3696690	2.5
3036691	2.5
3936553	2.5
4468293	2.5
4353336	2.5
2047261	2.5
3019705	2.5
4362904	2.5
2947316	2.5
4423785	2.5
4454380	2.5
3658166	2.5
1705125	2.5
3507147	2.5
4443535	2.5
4370260	2.5
3981293	2.5
4435962	2.5
2460398	2.5
3241517	2.5
1615889	2.5
4383367	2.5
2051681	2.5
4455572	2.5
4401236	2.5
4386227	2.5
3923284	2.5
2887850	2.5
2177516	2.5
2046738	2.5
2272659	2.5
1571223	2.5
4411617	2.5
4462583	2.5
4353521	2.5
2350501	2.5
1980583	2.5
3540328	2.5
4307854	2.5
4482502	2.5
4390438	2.5
3105773	2.5
1666645	2.5
4465812	2.5
1663571	2.5
3651131	2.5
4013057	2.5
4348211	2.5
4442505	2.5
4442098	2.5
3936547	2.5
4479824	2.5
4372152	2.5
4381470	2.5
1934380	2.5
1995364	2.5
2116008	2.5
4330039	2.5
4348010	2.5
3044605	2.5
4360233	2.5
4378341	2.5
4337361	2.5
4374103	2.5
3620089	2.5
2427931	2.5
4418347	2.5
4477228	2.5
3659819	2.5
2191122	2.5
4284143	2.5
3979502	2.5
4377661	2.5
4360481	2.5
4403855	2.5
4466367	2.5
2493619	2.5
1712727	2.5
1712729	2.5
4381029	2.5
2445175	2.5
3613878	2.5
1932912	2.5
4438736	2.5
2119845	2.5
4401680	2.5
2394314	2.5
3093367	2.5
4482265	2.5
4425467	2.5
3907635	2.5
3074205	2.5
2326963	2.5
2945201	2.5
2945200	2.5
2529472	2.5
4394503	2.5
2649200	2.5
4382393	2.5
1957398	2.5
1733111	2.5
2950915	2.5
2936180	2.5
4384418	2.5
2806898	2.5
3261679	2.5
3291527	2.5
2015038	2.5
4244415	2.5
3546758	2.5
4243539	2.5
4423611	2.5
4395789	2.5
3350658	2.5
4363865	2.5
4483212	2.5
2252937	2.5
4432886	2.5
3993089	2.5
3707257	2.5
3053790	2.5
3449645	2.5
3449648	2.5
4349970	2.5
4400502	2.5
3731036	2.5
1580380	2.5
2015430	2.5
2497255	2.5
2022296	2.5
4408019	2.5
3333582	2.5
3408730	2.5
2120212	2.5
2468729	2.5
4354774	2.5
4386320	2.5
1535393	2.5
2476930	2.5
4413405	2.5
4414871	2.5
3917515	2.5
3676489	2.5
2022302	2.5
1997343	2.5
4454818	2.5
4336527	2.5
286248	2.5
4328803	2.5
130664	2.5
66045	2.5
155432	2.5
139957	2.5
14525	2.5
14521	2.5
718987	2.5
14524	2.5
562637	2.5
336122	2.5
278715	2.5
279564	2.5
278229	2.5
312554	2.5
960674	2.5
4095272	2.5
677205	2.5
370005	2.5
357246	2.5
358773	2.5
357981	2.5
368467	2.5
368125	2.5
367637	2.5
361657	2.5
358417	2.5
366935	2.5
359404	2.5
368619	2.5
362897	2.5
364244	2.5
1113967	2.5
1114961	2.5
4430180	2.5
2246915	2.5
4344185	2.5
4473197	2.5
4451618	2.5
4392329	2.5
4411759	2.5
2401002	2.5
1773555	2.5
4370861	2.5
4474927	2.5
4355485	2.5
4370353	2.5
4479295	2.5
3110818	2.5
2611129	2.5
3806411	2.5
3465091	2.5
2191695	2.5
4448830	2.5
3302091	2.5
1867726	2.5
3967093	2.5
3960875	2.5
4423614	2.5
4326355	2.5
1715663	2.5
2014334	2.5
2474441	2.5
4336638	2.5
4416669	2.5
4404303	2.5
4414199	2.5
4031165	2.5
3975986	2.5
2568793	2.5
2104083	2.5
4367642	2.5
2881205	2.5
3366422	2.5
2329364	2.5
4361865	2.5
4030832	2.5
2314402	2.5
2984001	2.5
3384049	2.5
3625905	2.5
2371314	2.5
3974605	2.5
4410533	2.5
4303189	2.5
4465455	2.5
4413773	2.5
2177519	2.5
1839424	2.5
2551329	2.5
4346105	2.5
4365904	2.5
4205816	2.5
4471459	2.5
3464694	2.5
4410556	2.5
4343151	2.5
4459836	2.5
2934939	2.5
2149172	2.5
1640466	2.5
3808360	2.5
1688513	2.5
4406748	2.5
4276549	2.5
4465162	2.5
4158925	2.5
1661966	2.5
2578375	2.5
2572355	2.5
3511773	2.5
3227214	2.5
1670612	2.5
4417699	2.5
4459059	2.5
4330055	2.5
2312625	2.5
4471462	2.5
4317805	2.5
1840958	2.5
2393315	2.5
3917523	2.5
3511771	2.5
3683279	2.5
3518852	2.5
4454403	2.5
4436142	2.5
4351651	2.5
2443707	2.5
1708372	2.5
4483302	2.5
1982590	2.5
2658409	2.5
4014311	2.5
4367250	2.5
4420373	2.5
4420378	2.5
4456230	2.5
2859133	2.5
3687496	2.5
2539029	2.5
4368918	2.5
2881204	2.5
2751959	2.5
4184573	2.5
4380949	2.5
2156165	2.5
4279721	2.5
2145865	2.5
3938625	2.5
1618366	2.5
2173267	2.5
4467680	2.5
1627938	2.5
4467502	2.5
2849873	2.5
4458734	2.5
4419775	2.5
4150597	2.5
2801516	2.5
2944589	2.5
4384880	2.5
4185338	2.5
2600159	2.5
3113481	2.5
1840964	2.5
3620672	2.5
4355432	2.5
3567130	2.5
2832972	2.5
3627931	2.5
4475091	2.5
1687542	2.5
3938626	2.5
2053006	2.5
4472596	2.5
4389378	2.5
3740840	2.5
4476967	2.5
4343997	2.5
4350292	2.5
4391714	2.5
4432911	2.5
4466927	2.5
1555795	2.5
4408294	2.5
4435548	2.5
2789853	2.5
4361226	2.5
3209984	2.5
4346526	2.5
2132853	2.5
3414223	2.5
