GenomeID	Oxygen_tolerance
961900	2
634799	2
1072898	2
721212	2
1055616	2
984689	2
786015	2
778069	2
919794	2
638429	2
1012143	2
734672	2
957357	2
793480	2
854631	2
682100	2
992730	2
704991	2
1026379	2
673114	2
1041921	2
742798	2
913551	2
761125	2
1056817	2
606838	2
1063791	2
799172	2
938785	2
711820	2
981985	2
673350	2
1050841	2
753860	2
996007	2
650643	2
1096386	2
785919	2
1020416	2
618030	2
983557	2
769824	2
997090	2
713718	2
1003069	2
608904	2
1068903	2
688643	2
910625	2
658213	2
1077370	2
773633	2
933240	2
643958	2
1092874	2
614474	2
1069488	2
647045	2
954461	2
782295	2
865894	2
650818	2
895394	2
1095437	2
765695	2
962312	2
746904	2
1061759	2
704621	2
1040134	2
786800	2
381178	2
886198	2
607863	2
1068202	2
932411	2
673034	2
781198	2
1079957	2
782590	2
993060	2
682053	2
1061832	2
1035517	2
697659	2
785112	2
1057849	2
801834	2
983420	2
745819	2
991577	2
672554	2
925668	2
728713	2
936669	2
627092	2
1081703	2
638376	2
946309	2
865920	2
778070	2
742796	2
958939	2
731388	2
893660	2
787944	2
1060404	2
763818	2
1024026	2
699910	2
1093799	2
610101	2
1026993	2
607370	2
1093357	2
614141	2
879987	2
622742	2
889178	2
787791	2
879705	2
637848	2
906669	2
668441	2
1087200	2
641159	2
916029	2
782557	2
858326	2
652977	2
1005778	2
631110	2
1039380	2
612249	2
900710	2
748009	2
1055934	2
659876	2
1011627	2
755664	2
1080556	2
641718	2
950127	2
750345	2
932957	2
785669	2
971678	2
635138	2
1012036	2
774090	2
1086238	2
609738	2
1084563	2
801814	2
1026714	2
642639	2
1006942	2
738964	2
928667	2
982455	2
677143	2
685391	2
1099781	2
670706	2
853157	2
659536	2
1033002	2
789266	2
1083907	2
688951	2
1019759	2
631044	2
971776	2
677484	2
1092812	2
698737	2
1095512	2
1084929	2
692018	2
729222	2
977787	2
605739	2
924842	2
624651	2
867598	2
803962	2
902585	2
789254	2
970834	2
704023	2
1067163	2
658329	2
958483	2
650551	2
871192	2
667610	2
989254	2
696743	2
996693	2
799357	2
920387	2
784300	2
954409	2
716907	2
991771	2
770566	2
1007836	2
735158	2
996522	2
768133	2
1054808	2
749423	2
939018	2
716906	2
901497	2
746093	2
1068750	2
763681	2
949913	2
727194	2
920382	2
738687	2
920697	2
678552	2
1000019	2
761483	2
861005	2
655596	2
861403	2
679385	2
971445	2
883320	2
648435	2
683328	2
1022892	2
739595	2
1086317	2
629676	2
1069632	2
758265	2
974228	2
668808	2
908886	2
754345	2
902978	2
664061	2
1053245	2
776309	2
1044253	2
643968	2
1086944	2
775048	2
1040361	2
790735	2
930349	2
690252	2
923181	2
715370	2
852000	2
628772	2
982378	2
622573	2
1072185	2
790261	2
1033865	2
683843	2
1045039	2
690153	2
1019824	2
714299	2
1078412	2
669223	2
1055862	2
722322	2
1054186	2
763906	2
999420	2
733106	2
963553	2
801379	2
991906	2
670462	2
951754	2
667481	2
872950	2
607852	2
1045779	2
735838	2
1090099	2
891656	2
794116	2
757323	2
931136	2
720207	2
882992	2
662315	2
1062242	2
716083	2
919904	2
1103903	2
654290	2
787129	2
944961	2
775083	2
965033	2
629543	2
972555	2
623802	2
1065886	2
695418	2
919064	2
715214	2
914910	2
746278	2
1068551	2
702567	2
895101	2
1010552	2
678576	2
667653	2
1000556	2
710747	2
438645	2
869060	2
782983	2
985890	2
654358	2
945199	2
636883	2
996275	2
951564	2
743810	2
674771	2
943820	2
659950	2
931336	2
760501	2
1074599	2
875264	2
693891	2
635700	2
958193	2
727515	2
1069892	2
693793	2
1085643	2
634118	2
904529	2
693878	2
984587	2
789864	2
875168	2
720076	2
1024360	2
796792	2
878623	2
801666	2
1064466	2
1079829	2
655420	2
918790	2
756758	2
852695	2
644602	2
1004859	2
1096014	2
751668	2
655678	2
865446	2
653304	2
1057715	2
700587	2
968625	2
800223	2
1041969	2
1004829	2
734612	2
630917	2
1069556	2
610202	2
1069750	2
657001	2
980900	2
607502	2
1088755	2
772254	2
1059420	2
740966	2
1036004	2
664292	2
886074	2
782436	2
958925	2
757519	2
1093965	2
649553	2
917614	2
789432	2
866723	2
757549	2
898404	2
747320	2
1085408	2
783581	2
909377	2
627452	2
1100022	2
798929	2
1058851	2
677081	2
902004	2
618138	2
948275	2
640156	2
950455	2
708130	2
1074007	2
687415	2
993771	2
615769	2
998081	2
764482	2
881509	2
617864	2
864497	2
701297	2
914199	2
663974	2
1022258	2
732289	2
1084553	2
787425	2
1035057	2
729691	2
858899	2
718249	2
1056897	2
695447	2
871539	2
712647	2
1053980	2
688967	2
1055607	2
643788	2
1006751	2
645893	2
1041937	2
791056	2
974195	2
684659	2
902863	2
752248	2
933009	2
1009710	2
654171	2
633280	2
964084	2
629000	2
930681	2
666314	2
1066021	2
730302	2
989501	2
739270	2
1012220	2
803770	2
974596	2
787532	2
1096061	2
712809	2
1059722	2
662529	2
1050272	2
613194	2
1050579	2
691438	2
1038560	2
678060	2
891310	2
621870	2
1098776	2
683600	2
1028282	2
1080766	2
743778	2
683963	2
1044865	2
638185	2
1011494	2
689682	2
952233	2
750239	2
869653	2
683859	2
1020542	2
765803	2
1014088	2
792357	2
878780	2
776699	2
856523	2
656823	2
1011342	2
681504	2
1071619	2
677112	2
1088673	2
654536	2
856771	2
741528	2
940672	2
627666	2
959204	2
735913	2
972126	2
697133	2
1030947	2
780538	2
932577	2
624709	2
988111	2
1060869	2
785157	2
795112	2
1103599	2
758892	2
464576	2
1022131	2
782978	2
908219	2
752377	2
961030	2
676147	2
878869	2
629917	2
1085649	2
728093	2
995486	2
793547	2
1043313	2
675055	2
1012251	2
780232	2
1074353	2
773142	2
891768	2
699986	2
912781	2
739733	2
1032491	2
800578	2
1012172	2
801361	2
900082	2
679043	2
892918	2
619012	2
1039572	2
642620	2
1101596	2
725937	2
882610	2
730057	2
885972	2
725052	2
981068	2
731841	2
958716	2
728871	2
1069137	2
725787	2
1062579	2
673950	2
908499	2
645537	2
1081954	2
767269	2
1007579	2
715644	2
1067324	2
634287	2
892483	2
625715	2
869296	2
635430	2
979174	2
669073	2
911246	2
606729	2
1061152	2
653920	2
970790	2
657140	2
955143	2
789990	2
974255	2
797267	2
1085139	2
764055	2
986785	2
618437	2
1020472	2
658142	2
1098800	2
619942	2
899790	2
698684	2
1053307	2
796808	2
948927	2
613444	2
1054967	2
724940	2
1086669	2
668045	2
1010292	2
634083	2
1026882	2
642937	2
983457	2
710972	2
952068	2
725920	2
892484	2
704962	2
1039864	2
656699	2
974528	2
787121	2
901046	2
755318	2
1054227	2
694643	2
1008849	2
681922	2
856504	2
743460	2
904853	2
748755	2
1018641	2
759303	2
1072548	2
753607	2
919427	2
965571	2
628459	2
1001680	2
631654	2
904736	2
640744	2
852180	2
722744	2
1061898	2
733750	2
889529	2
659042	2
949759	2
726793	2
928899	2
651958	2
1028041	2
690112	2
896810	2
1031291	2
735638	2
1068814	2
631985	2
994398	2
709778	2
977796	2
900312	2
763585	2
925961	2
739801	2
1035219	2
630226	2
1072116	2
613467	2
1091898	2
708043	2
913321	2
792749	2
1001765	2
749073	2
988090	2
623260	2
965848	2
712696	2
912399	2
778879	2
1093718	2
633756	2
1049136	2
730657	2
1094819	2
672831	2
893347	2
699641	2
1005336	2
763790	2
1012198	2
685304	2
1000480	2
728182	2
987405	2
687152	2
1069191	2
976334	2
624964	2
737192	2
993158	2
611462	2
957212	2
666873	2
894051	2
639385	2
1008068	2
685184	2
963891	2
771055	2
918945	2
645155	2
910983	2
949465	2
742143	2
604953	2
1054003	2
608932	2
988118	2
647923	2
944687	2
646244	2
985750	2
800068	2
1100826	2
771387	2
914000	2
1026358	2
740520	2
885587	2
768753	2
930202	2
709563	2
1081153	2
697352	2
929620	2
701277	2
884498	2
762948	2
912277	2
712856	2
1005978	2
655282	2
1092065	2
1034927	2
789736	2
775069	2
1056610	2
616414	2
1032335	2
678927	2
957949	2
748560	2
1040852	2
749629	2
853580	2
685768	2
999050	2
678573	2
1068894	2
702591	2
967202	2
617081	2
906966	2
775192	2
1037817	2
716233	2
1022677	2
964477	2
760074	2
929184	2
620344	2
900120	2
729880	2
888643	2
708324	2
997207	2
744031	2
1100834	2
619884	2
1014027	2
662236	2
895920	2
657840	2
1078329	2
631565	2
916302	2
751377	2
906243	2
662967	2
1088282	2
687826	2
913412	2
770916	2
1013434	2
761521	2
1059269	2
690573	2
872453	2
654332	2
1060171	2
712773	2
1066395	2
797309	2
899674	2
672328	2
880158	2
648645	2
883068	2
732776	2
1075963	2
777032	2
994427	2
781622	2
1090233	2
634844	2
1055863	2
646419	2
991146	2
765671	2
964357	2
788672	2
1070367	2
720304	2
1045519	2
793924	2
855438	2
646367	2
1085214	2
775852	2
893991	2
714884	2
1100166	2
654986	2
1003468	2
605653	2
947151	2
625656	2
869832	2
648420	2
857013	2
719481	2
1028054	2
754837	2
941923	2
691733	2
902864	2
708889	2
1101730	2
749055	2
928240	2
700608	2
1056971	2
746241	2
991415	2
718782	2
1074372	2
782538	2
960525	2
713319	2
1037888	2
662934	2
869250	2
701564	2
1008509	2
616671	2
1044234	2
761370	2
1066125	2
698300	2
1017191	2
799596	2
877170	2
763094	2
916297	2
677748	2
860627	2
637538	2
867584	2
708808	2
1054973	2
710399	2
981390	2
666238	2
915644	2
658184	2
989596	2
647660	2
977521	2
721894	2
913530	2
727435	2
1036580	2
728468	2
1082111	2
640985	2
901911	2
664531	2
874397	2
787694	2
1067908	2
636037	2
1012874	2
770473	2
1055504	2
769688	2
880864	2
669347	2
1099698	2
650889	2
919142	2
630734	2
907234	2
753516	2
1068265	2
782460	2
1071738	2
796919	2
1023337	2
705040	2
995789	2
725718	2
882291	2
764952	2
1062736	2
749071	2
908290	2
766984	2
1020697	2
670697	2
866547	2
616292	2
960870	2
671532	2
907818	2
775786	2
865134	2
756255	2
992136	2
751636	2
981935	2
627976	2
1018435	2
693366	2
876999	2
785903	2
1000585	2
660986	2
854006	2
707748	2
1051453	2
943011	2
646356	2
997943	2
766853	2
976823	2
727803	2
990970	2
612401	2
385568	2
968327	2
780001	2
1005498	2
678374	2
968742	2
675199	2
1016444	2
772065	2
1010968	2
775154	2
1037644	2
720180	2
606101	2
621356	2
414240	2
395159	2
408839	2
433271	2
422535	2
375631	2
466880	2
447064	2
434289	2
430990	2
378518	2
440564	2
400901	2
461125	2
397297	2
457588	2
442350	2
383598	2
388446	2
371270	2
435090	2
386402	2
442314	2
438892	2
468043	2
373069	2
431652	2
398480	2
396868	2
385433	2
418142	2
455562	2
440199	2
430537	2
412221	2
376639	2
377311	2
386308	2
414550	2
425437	2
402498	2
375345	2
381191	2
373024	2
440465	2
431845	2
433280	2
399770	2
455414	2
437345	2
467353	2
403227	2
423897	2
463504	2
454537	2
451960	2
449790	2
400272	2
379091	2
447125	2
380980	2
427103	2
456349	2
425936	2
398563	2
386160	2
405338	2
399275	2
466287	2
380398	2
427229	2
430941	2
373235	2
373592	2
461940	2
440139	2
445155	2
465772	2
379591	2
464049	2
414160	2
426631	2
406684	2
467643	2
409521	2
464071	2
464587	2
382729	2
439128	2
460651	2
430753	2
371443	2
430152	2
463285	2
372080	2
391121	2
384760	2
404502	2
389121	2
416208	2
436974	2
466643	2
382248	2
431865	2
426232	2
443150	2
449704	2
397969	2
419070	2
417020	2
420681	2
416622	2
405175	2
384267	2
443040	2
442593	2
418319	2
457748	2
447274	2
452874	2
501606	2
506972	2
507176	2
714548	2
447931	2
831676	2
816361	2
4452611	2
934732	2
643024	2
414179	2
59537	2
994586	2
794633	2
1013213	2
262525	2
437182	2
404734	2
28959	2
825193	2
813978	2
48977	5
107916	5
165286	5
31911	5
934292	5
1011419	5
940826	5
4449456	5
4449455	5
4350505	5
1127450	5
1124176	5
4350945	5
4470586	5
4470587	5
4471164	5
522874	5
4417146	5
4471166	5
518457	5
333962	5
531947	5
522553	5
218490	5
513402	5
3673785	5
718637	5
219706	5
139954	5
8342	5
8343	5
4170908	5
2081108	5
1924713	5
263259	5
2077185	5
2353785	5
546407	5
2710743	5
107921	5
43948	5
1924714	5
107924	5
107915	5
571108	5
616107	5
107934	5
559059	5
3543043	5
698196	5
107928	5
264107	5
560193	5
571016	5
567443	5
736711	5
2297619	5
107932	5
107925	5
532893	5
107902	5
2017400	5
564114	5
442783	5
2017401	5
384502	5
244754	5
307091	5
160476	5
1115896	5
764654	5
131623	5
581037	5
315073	5
3505299	5
650252	5
343584	5
348814	5
2621647	5
642479	5
308022	5
317860	5
346561	5
314797	5
691752	5
799985	5
745472	5
687777	5
773010	5
622562	5
773355	5
748308	5
787392	5
733078	5
758686	5
624944	5
304369	5
660567	5
661989	5
620219	5
676801	5
675618	5
651532	5
703395	5
740020	5
797910	5
334333	5
339768	5
331123	5
354409	5
345345	5
736459	5
632472	5
633451	5
682983	5
669820	5
686621	5
722867	5
773300	5
610451	5
790784	5
734158	5
675690	5
694270	5
614404	5
643832	5
737718	5
629954	5
733121	5
735346	5
625519	5
766393	5
729764	5
717350	5
689309	5
768118	5
346387	5
616330	5
659166	5
643992	5
722482	5
646530	5
605781	5
698618	5
753424	5
700623	5
717046	5
650844	5
668138	5
675996	5
742213	5
620248	5
652519	5
755044	5
747747	5
753731	5
697742	5
795550	5
709288	5
767684	5
625231	5
634422	5
627672	5
752165	5
732339	5
642414	5
762285	5
680161	5
693368	5
646138	5
617930	5
615129	5
667164	5
732049	5
673083	5
677682	5
657056	5
644609	5
786448	5
712104	5
712379	5
739437	5
752085	5
646242	5
756511	5
696979	5
681345	5
781410	5
630312	5
745275	5
665083	5
786488	5
636926	5
690604	5
725801	5
613336	5
713746	5
703038	5
634309	5
780216	5
615613	5
733978	5
726072	5
613083	5
726067	5
794955	5
783598	5
779722	5
669240	5
780424	5
702913	5
714051	5
651404	5
697640	5
618878	5
796492	5
657833	5
715056	5
719948	5
633396	5
661579	5
690497	5
658486	5
748925	5
781374	5
609076	5
449038	5
751500	5
711096	5
708549	5
696673	5
738671	5
675575	5
726121	5
629657	5
776110	5
625881	5
744065	5
687816	5
671910	5
741705	5
770171	5
650059	5
632100	5
655419	5
778055	5
711462	5
639479	5
649251	5
703046	5
643764	5
776160	5
715592	5
733778	5
685683	5
721927	5
704558	5
673831	5
617391	5
625386	5
4382055	5
696177	5
712066	5
707482	5
686799	5
670733	5
769951	5
705935	5
801740	5
720001	5
709581	5
723747	5
664599	5
766978	5
782985	5
624444	5
632717	5
756528	5
769536	5
751204	5
802102	5
750597	5
802829	5
762899	5
716413	5
678070	5
751805	5
785500	5
693939	5
796404	5
320510	5
4384033	5
679981	5
2773872	5
744289	5
737397	5
132511	5
660080	5
697421	5
785543	5
652713	5
684581	5
656195	5
638064	5
802200	5
615113	5
680718	5
801537	5
606591	5
780074	5
800778	5
735372	5
662295	5
677512	5
760736	5
750020	5
661282	5
663977	5
772594	5
754503	5
680658	5
677422	5
669434	5
789835	5
732619	5
718878	5
685110	5
663073	5
752750	5
667855	5
760932	5
782943	5
743223	5
703856	5
713378	5
755041	5
774494	5
731930	5
716573	5
769461	5
761412	5
611773	5
2748211	5
659632	5
681741	5
708380	5
801030	5
640597	5
650712	5
759901	5
734398	5
726267	5
732577	5
754060	5
545193	5
782997	5
719703	5
4463609	5
763743	5
695988	5
698340	5
706444	5
706892	5
742074	5
683730	5
717344	5
737359	5
688139	5
701806	5
789456	5
697919	5
648704	5
759431	5
771012	5
738439	5
629728	5
653663	5
686884	5
660527	5
731721	5
4455243	5
606596	5
4463611	5
692733	5
4462241	5
4463614	5
4463610	5
4463613	5
332740	5
718654	5
630308	5
753030	5
735195	5
786020	5
699481	5
635100	5
784764	5
725351	5
648848	5
726672	5
687311	5
694324	5
762951	5
159722	5
324115	5
4463616	5
665234	5
610001	5
757417	5
742392	5
696611	5
715236	5
770632	5
736648	5
670677	5
802936	5
285240	5
168017	5
773208	5
678853	5
624914	5
750014	5
605851	5
1054655	5
1026816	5
1080213	5
946551	5
917678	5
851967	5
918283	5
880628	5
873584	5
1085704	5
875894	5
870852	5
1055840	5
770973	5
430627	5
988225	5
1033238	5
1102999	5
869881	5
907921	5
1071889	5
964221	5
1064634	5
1101272	5
856185	5
745636	5
1030645	5
727361	5
985105	5
739088	5
975778	5
736642	5
776924	5
656754	5
722223	5
777515	5
776886	5
388408	5
374455	5
435067	5
372123	5
407317	5
449923	5
386992	5
405834	5
500384	5
927805	5
459465	5
500430	5
461268	5
1084773	5
347879	5
29842	5
938794	5
619805	5
894988	5
706595	5
69970	5
4403672	5
972803	5
752884	5
72869	5
801155	5
105710	5
60341	5
4394895	5
313398	5
821653	5
247964	5
431095	5
8344	5
3113223	5
2251855	5
2336396	5
1055299	5
856524	5
1688392	5
4340271	5
258890	5
975744	5
753529	5
234778	5
4333603	5
104237	5
709359	5
579258	5
684420	5
4368635	5
129982	5
551595	5
107923	5
107933	5
107919	5
1047050	5
829488	5
351236	5
4376266	5
133365	5
860745	5
1029723	5
1014633	5
977415	5
854461	5
627028	5
753140	5
238694	5
242026	5
247994	5
1835376	5
4405309	5
4468890	5
4468889	5
826907	5
144939	5
243848	5
256549	5
1117955	5
558046	5
606668	5
461440	5
4304679	5
56588	5
60333	5
60335	5
60337	5
4394378	5
914954	5
893363	5
664340	5
628361	5
380521	5
441184	5
406033	5
420950	5
328708	1
342292	1
2118850	1
311867	1
170409	1
4339357	1
160222	1
873972	1
703842	1
1031290	1
1017432	1
1091582	1
4461617	1
4301917	1
347156	1
4321582	1
809084	1
3633321	1
3633322	1
4345912	1
4083995	1
4385553	1
2797397	1
2066111	1
185319	1
334764	1
864167	1
1087493	1
914198	1
1011289	1
997393	1
956191	1
1101968	1
1100209	1
1032108	1
1003570	1
1084696	1
1008972	1
1024847	1
864780	1
1034023	1
998655	1
1094564	1
893371	1
853526	1
671154	1
628331	1
696862	1
881402	1
979367	1
902484	1
900858	1
1021575	1
987264	1
887242	1
1046102	1
1009825	1
919437	1
1073564	1
875569	1
1078908	1
868588	1
916734	1
910365	1
1054555	1
1047265	1
932093	1
1079405	1
1054743	1
1072291	1
967683	1
954460	1
936360	1
969878	1
935635	1
884230	1
1000896	1
1087058	1
997652	1
894290	1
615610	1
998367	1
664839	1
944924	1
708440	1
986792	1
758273	1
930059	1
635655	1
911672	1
787759	1
882335	1
1041195	1
795022	1
889078	1
657418	1
1039929	1
722306	1
995586	1
715113	1
1008177	1
652634	1
955310	1
620238	1
1095059	1
777222	1
968244	1
721701	1
944285	1
777364	1
898647	1
760086	1
1080970	1
674887	1
970775	1
661808	1
1003066	1
615529	1
1058333	1
693130	1
946897	1
771619	1
999087	1
703033	1
929077	1
743917	1
900555	1
757329	1
1045406	1
719857	1
957500	1
730038	1
976642	1
764133	1
862753	1
757859	1
1095750	1
699175	1
937314	1
714102	1
1085697	1
759847	1
978929	1
733966	1
1001955	1
626198	1
958967	1
635855	1
978229	1
649343	1
1044526	1
774097	1
1021903	1
686802	1
1004653	1
676664	1
441151	1
442083	1
445417	1
394580	1
450210	1
465575	1
387228	1
425728	1
382354	1
449655	1
441863	1
385810	1
394020	1
436668	1
462118	1
398450	1
371878	1
431872	1
412022	1
405400	1
438192	1
411067	1
406286	1
453832	1
418636	1
493204	1
493314	1
500258	1
500339	1
574800	1
336593	1
1055773	1
1030404	1
942064	1
607280	1
973970	1
649087	1
1048746	1
712836	1
979152	1
618980	1
955676	1
697319	1
444086	1
450958	1
450727	1
1021912	1
864296	1
799749	1
337195	1
350391	1
337358	1
349355	1
318841	1
322207	1
314511	1
310959	1
303547	1
313439	1
336373	1
340621	1
310209	1
325266	1
345544	1
332869	1
345829	1
324572	1
342302	1
355664	1
4478479	1
3604010	1
4432291	1
3610038	1
2993437	1
2117426	1
3940413	1
4429312	1
2429776	1
4397457	1
4378087	1
2674565	1
611463	1
3003947	1
314654	1
4416450	1
1012339	1
677602	1
856261	1
748356	1
920889	1
920472	1
768208	1
349314	1
1030540	1
682741	1
316225	1
312019	1
324348	1
988314	1
141264	1
121352	1
259035	1
326718	1
104391	1
236202	1
4320481	1
4373653	1
331992	1
1146184	1
826503	1
814546	1
821880	1
169009	1
160286	1
161478	1
3517971	1
1639393	1
1639398	1
590417	1
151259	1
152421	1
555617	1
140071	1
231862	1
1125059	1
4429362	1
64657	1
4337410	1
722690	1
980640	1
707600	1
539579	1
810588	1
267708	1
4365152	1
3762646	1
4267655	1
2874842	1
4330437	1
4483127	1
3258590	1
4358552	1
3799794	1
4358550	1
3799793	1
819673	1
303781	1
4439276	1
304767	1
509679	1
323151	1
1770894	1
433643	1
455744	1
4077363	1
2572354	1
1793785	1
4410774	1
3536246	1
4298188	1
4335734	1
4339154	1
4384675	1
4354688	1
4194885	1
3085147	1
3896075	1
690456	1
1572278	1
3475690	1
2195977	1
2135234	1
1549257	1
4385556	1
1512087	1
3845866	1
341096	1
2802206	1
4477416	1
345641	1
2303925	1
2309601	1
4075222	1
4448217	1
4448216	1
3727576	1
561650	1
4460141	1
4421338	1
2639473	1
4334056	1
286873	1
872797	1
945305	1
1003987	1
950245	1
1101289	1
168614	1
313699	1
350818	1
308959	1
3522841	1
1101889	1
931308	1
304574	1
338365	1
311284	1
315037	1
310643	1
341673	1
321094	1
342730	1
318924	1
328082	1
318565	1
318665	1
1708702	1
873953	1
871511	1
8389	1
63478	1
4329734	1
1134885	1
1127350	1
4402841	1
4402839	1
4402835	1
4373665	1
1122842	1
1135400	1
1137847	1
1145180	1
1141186	1
1145567	1
1122286	1
4402837	1
4402836	1
4373660	1
4373663	1
1133175	1
1132591	1
4319159	1
4442252	1
1130854	1
1136168	1
4429361	1
4373659	1
4373661	1
4410985	1
1141650	1
4428752	1
1128450	1
237406	1
1131852	1
1147542	1
811617	1
3799795	1
312078	1
317445	1
338685	1
331307	1
243275	1
143092	1
809567	1
316938	1
305938	1
314245	1
316581	1
356169	1
352349	1
341188	1
573449	1
349527	1
334885	1
320294	1
311175	1
344961	1
320180	1
324718	1
336376	1
321948	1
331883	1
310008	1
305939	1
335357	1
343549	1
353972	1
327515	1
347550	1
350006	1
346986	1
315924	1
4345913	1
4305197	1
539944	1
343248	1
304927	1
312162	1
347158	1
337587	1
321222	1
306707	1
339242	1
337152	1
353542	1
331213	1
313592	1
322483	1
309774	1
314647	1
356332	1
322170	1
305358	1
331568	1
307948	1
330466	1
343146	1
334072	1
107590	1
341536	1
324486	1
306787	1
318925	1
350976	1
354699	1
322882	1
304587	1
329230	1
326275	1
351700	1
340183	1
3142823	1
351310	1
440030	1
4395549	1
4384034	1
4409005	1
327449	1
4382151	1
4382152	1
4382148	1
2251841	1
4078179	1
2077522	1
614960	1
4325129	1
2077523	1
2366354	1
4464132	1
353354	1
4200769	1
4194874	1
4378080	1
4378085	1
3964074	1
1770889	1
4472145	1
4459783	1
2700492	1
3610034	1
4417439	1
4477716	1
2381599	1
3306861	1
2514414	1
327433	1
2387409	1
3367932	1
2251846	1
3727568	1
4354687	1
3456349	1
2409049	1
4409009	1
4378507	1
1712240	1
2381604	1
3375833	1
3842231	1
4394376	1
4325458	1
4455234	1
3989054	1
4181461	1
4442781	1
336901	1
308153	1
1116898	1
327016	1
353991	1
312571	1
308223	1
347676	1
306930	1
334840	1
4421337	1
4363240	1
4460144	1
4392946	1
1020888	1
905790	1
895630	1
877946	1
1013737	1
990209	1
966224	1
964914	1
967430	1
943884	1
918847	1
996905	1
1104353	1
994055	1
1066413	1
1057335	1
988948	1
1016776	1
927107	1
987809	1
947158	1
1092029	1
1003060	1
889369	1
1018458	1
751326	1
689823	1
616745	1
1043395	1
961311	1
968615	1
1040374	1
1104064	1
993625	1
975636	1
885903	1
1085825	1
998868	1
1049893	1
1079730	1
884403	1
999502	1
870769	1
1079930	1
929063	1
1038023	1
1035960	1
1044766	1
884661	1
859862	1
856811	1
949897	1
1053738	1
886954	1
950190	1
948831	1
990475	1
1091998	1
964348	1
858689	1
872363	1
1005662	1
952886	1
1103096	1
899943	1
1018680	1
1009683	1
