GenomeID	Gram_positive
419448	0
4370723	0
140023	0
140621	0
140545	0
139581	0
1107722	0
618249	0
7063	0
365224	0
358874	0
365114	0
358246	0
358136	0
364739	0
368621	0
359616	0
359808	0
367614	0
362634	0
358219	0
4483453	0
903642	0
356813	0
360372	0
817275	0
366615	0
7062	0
341127	0
4424098	0
4353337	0
930800	0
909567	0
1100916	0
1040921	0
974415	0
980387	0
1061907	0
901694	0
967099	0
864703	0
951089	0
1083535	0
1010522	0
1090461	0
881035	0
901874	0
988394	0
1082930	0
946164	0
948089	0
1050119	0
1075899	0
978327	0
1004875	0
950713	0
983481	0
1016455	0
905536	0
940426	0
1032042	0
856368	0
1002656	0
1008044	0
996475	0
916338	0
880022	0
1019008	0
947140	0
894887	0
869871	0
1000163	0
951731	0
1009778	0
1078019	0
887114	0
1006889	0
915564	0
988494	0
1104378	0
939837	0
1040606	0
992852	0
914474	0
986171	0
891196	0
949600	0
982522	0
915364	0
1003565	0
1063370	0
1011568	0
1030789	0
951776	0
935689	0
947047	0
861757	0
876793	0
914990	0
963837	0
867020	0
876652	0
1058184	0
884002	0
1064014	0
905828	0
882287	0
964195	0
1020615	0
896253	0
1006208	0
866835	0
961886	0
934808	0
892611	0
918867	0
953544	0
967525	0
1101382	0
1062558	0
853583	0
1072134	0
1033521	0
1020162	0
884266	0
1031734	0
862576	0
1044819	0
883151	0
1052852	0
1060604	0
923644	0
872850	0
979345	0
988866	0
957476	0
732997	0
791023	0
637339	0
628031	0
677183	0
650320	0
657260	0
694323	0
698221	0
683931	0
687357	0
691514	0
653328	0
736956	0
756724	0
633834	0
629274	0
751016	0
644997	0
740192	0
753122	0
738650	0
795502	0
668897	0
656854	0
700648	0
680199	0
730308	0
750214	0
657182	0
780576	0
692348	0
698709	0
747704	0
620038	0
709600	0
670556	0
641799	0
764154	0
785087	0
648554	0
706354	0
736655	0
797795	0
618168	0
786032	0
649070	0
737518	0
620034	0
630968	0
701152	0
659954	0
642835	0
787231	0
653730	0
702994	0
687894	0
701391	0
754284	0
761066	0
633648	0
627035	0
666871	0
737864	0
691767	0
651307	0
713017	0
721633	0
748097	0
643090	0
641952	0
797205	0
706307	0
687295	0
667597	0
745740	0
662033	0
620933	0
625067	0
725602	0
719926	0
788908	0
743632	0
786280	0
796525	0
622219	0
633216	0
758975	0
743771	0
642725	0
682911	0
702518	0
727499	0
733523	0
631642	0
669686	0
662206	0
757044	0
611620	0
750936	0
622759	0
631771	0
665600	0
434113	0
430337	0
446709	0
466575	0
423501	0
390279	0
443513	0
386855	0
410741	0
428760	0
399645	0
398742	0
967971	0
747513	0
926546	0
653399	0
1068437	0
716788	0
1073075	0
782205	0
1033208	0
720644	0
997948	0
720823	0
923587	0
688922	0
988141	0
989863	0
620505	0
932163	0
701419	0
1068141	0
977266	0
912214	0
1099232	0
904547	0
1039449	0
992467	0
868050	0
999570	0
907876	0
919144	0
916136	0
1097108	0
1007374	0
996213	0
940240	0
1101831	0
923219	0
904192	0
915387	0
857364	0
1049976	0
861389	0
1009780	0
1040683	0
1077057	0
1049836	0
991440	0
1037872	0
974961	0
1068543	0
1015056	0
926490	0
1028753	0
930934	0
989783	0
1088328	0
954889	0
998172	0
1002809	0
941964	0
948689	0
1025022	0
1081074	0
1081683	0
754454	0
773728	0
664537	0
694177	0
770913	0
712050	0
786401	0
716935	0
725790	0
623846	0
632549	0
733555	0
715267	0
656779	0
726771	0
797104	0
649522	0
735754	0
798475	0
606487	0
703789	0
623663	0
787510	0
755247	0
737618	0
776491	0
710132	0
674060	0
715217	0
750576	0
703409	0
630800	0
622206	0
786149	0
714447	0
748647	0
685068	0
723832	0
780554	0
779219	0
709332	0
796561	0
741836	0
721243	0
771508	0
998766	0
686428	0
1020115	0
772753	0
908385	0
734883	0
961900	0
634799	0
1072898	0
721212	0
1055616	0
984689	0
786015	0
778069	0
919794	0
638429	0
1012143	0
734672	0
957357	0
793480	0
854631	0
682100	0
992730	0
704991	0
1026379	0
673114	0
1041921	0
742798	0
913551	0
761125	0
1056817	0
606838	0
1063791	0
799172	0
938785	0
711820	0
981985	0
673350	0
1050841	0
753860	0
996007	0
650643	0
1096386	0
785919	0
1020416	0
618030	0
983557	0
769824	0
997090	0
713718	0
1003069	0
608904	0
1068903	0
688643	0
910625	0
658213	0
1077370	0
773633	0
933240	0
643958	0
1092874	0
614474	0
1069488	0
647045	0
954461	0
782295	0
865894	0
650818	0
895394	0
1095437	0
765695	0
962312	0
746904	0
1061759	0
704621	0
1040134	0
786800	0
381178	0
886198	0
607863	0
1068202	0
932411	0
673034	0
781198	0
1079957	0
782590	0
993060	0
682053	0
1061832	0
1035517	0
697659	0
785112	0
1057849	0
801834	0
983420	0
745819	0
991577	0
672554	0
925668	0
728713	0
936669	0
627092	0
1081703	0
638376	0
946309	0
865920	0
778070	0
742796	0
958939	0
731388	0
893660	0
787944	0
1060404	0
763818	0
1024026	0
699910	0
1093799	0
610101	0
1026993	0
607370	0
1093357	0
614141	0
879987	0
622742	0
889178	0
787791	0
879705	0
637848	0
906669	0
668441	0
1087200	0
641159	0
916029	0
782557	0
858326	0
652977	0
1005778	0
631110	0
1039380	0
612249	0
900710	0
748009	0
1055934	0
659876	0
1011627	0
755664	0
1080556	0
641718	0
950127	0
750345	0
932957	0
785669	0
971678	0
635138	0
1012036	0
774090	0
1086238	0
609738	0
1084563	0
801814	0
1026714	0
642639	0
1006942	0
738964	0
928667	0
982455	0
677143	0
685391	0
1099781	0
670706	0
853157	0
659536	0
1033002	0
789266	0
1083907	0
688951	0
1019759	0
631044	0
971776	0
677484	0
1092812	0
698737	0
1095512	0
1084929	0
692018	0
729222	0
977787	0
605739	0
924842	0
624651	0
867598	0
803962	0
902585	0
789254	0
970834	0
