GenomeID	Aggregation_score
204809	1
207862	1
204326	1
213980	1
207953	1
213480	1
213457	1
216374	1
209271	1
206146	1
208952	1
213857	1
215694	1
208881	1
206746	1
216723	1
214794	1
212163	1
205707	1
209636	1
214564	1
212031	1
216897	1
213554	1
206894	1
213484	1
206160	1
205347	1
206116	1
206364	1
208574	1
211946	1
216845	1
215690	1
210907	1
208339	1
210025	1
215747	1
214568	1
205622	1
215197	1
807963	1
4449055	1
348525	1
328301	1
338972	1
345852	1
313859	1
350388	1
352996	1
338404	1
306759	1
134286	1
204420	1
209101	1
205442	1
340476	1
342862	1
356645	1
215377	1
322339	1
210939	1
183660	1
194795	1
181874	1
182092	1
174188	1
196208	1
187698	1
174475	1
180144	1
291536	1
199612	1
360999	1
361354	1
187751	1
323422	1
210155	1
205546	1
204434	1
211624	1
205240	1
217086	1
213509	1
215683	1
208908	1
213331	1
214000	1
205526	1
213970	1
259329	1
4387902	1
360618	1
366736	1
126952	1
118006	1
114030	1
349895	1
307313	1
312000	1
317358	1
353607	1
330760	1
307541	1
346579	1
331670	1
353404	1
328908	1
342363	1
350880	1
339846	1
346823	1
352791	1
336545	1
345171	1
311002	1
350144	1
207185	1
308569	1
334335	1
352617	1
340378	1
306829	1
306842	1
355539	1
306384	1
317360	1
1145671	1
133384	1
131236	1
204847	1
212906	1
215420	1
214397	1
205318	1
216577	1
208811	1
215063	1
214976	1
212844	1
216354	1
214894	1
212406	1
210291	1
213735	1
214127	1
206546	1
214204	1
206610	1
210599	1
214852	1
210241	1
216792	1
203748	1
209589	1
214946	1
206117	1
216721	1
209398	1
208364	1
203669	1
208039	1
211271	1
209853	1
206637	1
216738	1
209029	1
203841	1
211512	1
206836	1
213673	1
206408	1
216253	1
204662	1
207412	1
213463	1
214631	1
213815	1
210695	1
216242	1
323325	1
211608	1
206150	1
204595	1
207782	1
207408	1
210480	1
210448	1
215443	1
208575	1
215990	1
209014	1
214280	1
213491	1
216446	1
204260	1
216729	1
205695	1
206057	1
203781	1
204557	1
207872	1
215361	1
212672	1
211162	1
216014	1
214634	1
203690	1
213861	1
210829	1
212633	1
215084	1
204962	1
339646	1
311938	1
342554	1
310750	1
316500	1
207006	1
216590	1
209008	1
216960	1
204109	1
205362	1
215625	1
205219	1
216682	1
216333	1
207766	1
211396	1
203961	1
212111	1
207052	1
316696	1
324250	1
339748	1
316604	1
338406	1
353111	1
320499	1
345264	1
334810	1
355317	1
316353	1
311272	1
323397	1
307793	1
326708	1
337364	1
311292	1
338026	1
306818	1
342528	1
344694	1
353059	1
334772	1
336234	1
327713	1
351789	1
330344	1
309539	1
311891	1
303705	1
347562	1
342141	1
338300	1
307527	1
341469	1
313067	1
344891	1
338005	1
337545	1
317245	1
343444	1
334102	1
320641	1
313082	1
328344	1
353665	1
310389	1
332234	1
311543	1
327148	1
313408	1
337685	1
345415	1
336405	1
356527	1
328264	1
344065	1
321490	1
338216	1
326480	1
326365	1
314758	1
354211	1
337401	1
334865	1
308540	1
351516	1
337736	1
352849	1
317904	1
353424	1
354711	1
309859	1
351915	1
304662	1
308290	1
346510	1
314932	1
311253	1
338072	1
342557	1
321350	1
317414	1
350956	1
347373	1
353484	1
356000	1
345676	1
332821	1
304802	1
315960	1
336254	1
348314	1
337247	1
334131	1
341288	1
337725	1
346182	1
355279	1
315316	1
355201	1
324586	1
356159	1
319650	1
308178	1
318770	1
308150	1
308530	1
308221	1
306028	1
310223	1
342435	1
212729	1
205361	1
187388	1
304077	1
322393	1
304755	1
313793	1
341991	1
308514	1
343061	1
333976	1
328588	1
306506	1
314351	1
316310	1
324773	1
307234	1
350744	1
334622	1
334975	1
349711	1
336834	1
336297	1
338726	1
188706	1
362727	1
209336	1
308680	1
338815	1
334558	1
328087	1
370105	1
318833	1
305778	1
311950	1
308034	1
359098	1
193082	1
198691	1
320748	1
333968	1
353253	1
4432638	1
301335	1
99013	1
4405928	1
593003	1
560355	1
579217	1
536272	1
581590	1
544933	1
30243	1
16594	1
198700	1
704806	1
39484	1
22676	1
357047	1
4345703	1
4452539	1
317072	1
334567	1
324542	1
342036	1
323594	1
334081	1
345828	1
323898	1
331905	1
343756	1
319974	1
338807	1
339102	1
316860	1
348913	1
349357	1
303483	1
350194	1
345649	1
346623	1
348028	1
366831	1
368477	1
557948	1
235262	1
469850	1
268343	1
469849	1
4483835	1
326977	1
805849	1
243845	1
544348	1
552589	1
553621	1
555878	1
572768	1
534022	1
583021	1
589777	1
557846	1
582332	1
562827	1
538313	1
562247	1
543055	1
577501	1
583693	1
573489	1
584151	1
593295	1
578453	1
588599	1
594260	1
587810	1
553572	1
592390	1
536616	1
568109	1
557112	1
586264	1
537337	1
561572	1
566989	1
591819	1
580523	1
581119	1
567898	1
567499	1
551505	1
564065	1
538909	1
543866	1
545684	1
578950	1
567946	1
547300	1
564446	1
577701	1
557040	1
538995	1
582094	1
562631	1
536842	1
589585	1
535580	1
551150	1
590981	1
23359	1
145396	1
127611	1
338124	1
584375	1
358189	1
805132	1
370225	1
538514	1
71274	1
4347159	1
359448	1
579407	1
810722	1
369770	1
36261	1
588954	1
365808	1
318817	1
311316	1
326189	1
328546	1
330343	1
322549	1
309215	1
344156	1
305137	1
316505	1
322958	1
333183	1
149324	1
554085	1
357927	1
360521	1
4300533	1
4463373	1
344740	1
303630	1
336361	1
355074	1
336884	1
315361	1
343582	1
315080	1
356485	1
303601	1
335406	1
50025	1
818249	1
161686	1
576150	1
569523	1
584215	1
579996	1
570998	1
556027	1
589732	1
581737	1
543984	1
4339150	1
4426298	1
52295	1
44833	1
1593802	1
4454617	1
755975	1
4379589	1
1114904	1
4339398	1
4379591	1
575803	1
569947	1
4379587	1
4379586	1
563522	1
4361792	1
4379588	1
2272537	1
4443048	1
424502	1
382488	1
456935	1
448275	1
434302	1
387004	1
415644	1
467932	1
465674	1
443709	1
391150	1
427142	1
370747	1
422986	1
413218	1
372588	1
440152	1
4426545	1
381131	1
389614	1
4474995	1
4400103	1
4329887	1
1796214	1
1740487	1
3080164	1
2055532	1
4480468	1
4448230	1
4474657	1
2504802	1
4325499	1
4354665	1
773978	1
4328648	1
4479907	1
4392820	1
2025886	1
4439261	1
1738840	1
471186	1
12630	1
1136813	1
4452055	1
48030	1
71420	1
260297	1
229668	1
102896	1
4485181	1
42998	1
589872	1
144240	1
142089	1
824075	1
814268	1
701877	1
51788	1
4331147	1
365385	1
469852	1
826930	1
4064196	1
4328071	1
4286813	1
811375	1
1680183	1
805287	1
4480035	1
4307875	1
12627	1
292849	1
230923	1
12617	1
12624	1
4444519	1
615525	1
805114	1
102411	1
814861	1
2890404	1
818007	1
214782	1
706023	1
655348	1
701777	1
569015	1
1958971	1
3967092	1
4367709	1
4470067	1
2858769	1
365925	1
356844	1
364511	1
123015	1
4199309	1
484303	1
469853	1
637802	1
1502395	1
1114137	1
4475411	1
4387569	1
109710	1
108029	1
1130564	1
46223	1
709485	1
56345	1
68376	1
68373	1
68377	1
68379	1
816136	1
102588	1
102430	1
102273	1
77771	1
78304	1
4353305	1
816276	1
565923	1
812805	1
818036	1
37229	1
133623	1
128262	1
130610	1
133390	1
132377	1
137257	1
133096	1
131881	1
136937	1
130519	1
2698958	1
4482916	1
2299931	1
4199314	1
3849719	1
2873477	1
4368338	1
3111593	1
1734991	1
4199317	1
2346766	1
2732953	1
4325842	1
2310551	1
4363830	1
3642925	1
2778305	1
4265942	1
2017247	1
2873449	1
2671735	1
3040946	1
2996420	1
3140955	1
1798850	1
3257157	1
3855317	1
4393914	1
2110988	1
4255037	1
4044247	1
3135778	1
2851977	1
2187085	1
1756076	1
1650846	1
1809528	1
2310555	1
1916038	1
2872767	1
4328565	1
3212800	1
4414402	1
2310545	1
2202767	1
4450927	1
3195566	1
3286710	1
4087129	1
3060299	1
4433005	1
2473390	1
2070597	1
2872764	1
3000030	1
3306213	1
3697176	1
4474054	1
4466611	1
2070598	1
3286713	1
2841142	1
133436	1
4396138	1
742595	1
820711	1
82861	1
132714	1
28109	1
809682	1
591285	1
535707	1
72820	1
549709	1
3890144	1
3678917	1
2088685	1
357505	1
325855	1
327510	1
304451	1
137484	1
469861	1
4296034	1
4399217	1
819118	1
4375737	1
4369455	1
4473352	1
828199	1
851597	1
469865	1
4393975	1
110286	1
105328	1
4464215	1
234188	1
828642	1
108032	1
212053	1
4347385	1
3273405	1
4279664	1
3446356	1
1897776	1
4461745	1
4461744	1
1897779	1
3938557	1
55278	1
142801	1
828629	1
1925662	1
4351619	1
4440467	1
4396792	1
3454274	1
783656	1
4396429	1
1044696	1
2722754	1
949060	1
4422068	1
926197	1
4426297	1
1540893	1
299411	1
298762	1
817895	1
104974	1
621529	1
71297	1
816522	1
812653	1
4439550	1
820527	1
4478979	1
57338	1
106301	1
1116663	1
4379592	1
1116021	1
816774	1
591550	1
550594	1
550094	1
535434	1
587784	1
588523	1
593412	1
592313	1
555098	1
555653	1
552885	1
593806	1
539689	1
587383	1
553797	1
231717	1
591465	1
194910	1
4461019	1
4368340	1
4450299	1
4475485	1
4377126	1
1940824	1
3288936	1
4082722	1
3645069	1
2058363	1
2009573	1
4446454	1
4366377	1
1535387	1
4396020	1
3715639	1
4364808	1
4410305	1
4313930	1
3928591	1
4371242	1
2671847	1
3812366	1
3834797	1
2962980	1
3212799	1
2841134	1
2589202	1
4315981	1
3517726	1
370126	1
366429	1
577049	1
309906	1
311111	1
317348	1
321879	1
327885	1
324134	1
320563	1
331681	1
330557	1
333071	1
326787	1
336314	1
349814	1
325448	1
327597	1
353847	1
313028	1
316078	1
324765	1
348464	1
354069	1
341697	1
307813	1
351902	1
356490	1
331072	1
310090	1
351448	1
313215	1
343705	1
303733	1
308148	1
319090	1
346397	1
319732	1
316218	1
352260	1
340932	1
1082723	1
325959	1
583638	1
314614	1
587374	1
589302	1
4484977	1
4484978	1
4376366	1
514926	1
594044	1
548378	1
216519	1
637608	1
822116	1
561483	1
559527	1
521933	1
3177392	1
535896	1
566048	1
320826	1
546765	1
3291730	1
3286714	1
758055	1
4340682	1
630615	1
4429332	1
4475300	1
131391	1
309178	1
510526	1
529729	1
4115286	1
4115292	1
3782018	1
345078	1
4402022	1
681370	1
519290	1
530502	1
513323	1
3493362	1
3782015	1
353078	1
289954	1
4424723	1
2176008	1
12618	1
823947	1
295973	1
541939	1
4298222	1
146509	1
35146	1
4379590	1
697175	1
55846	1
289235	1
148340	1
4424726	1
1104712	1
550401	1
295384	1
292521	1
4376828	1
1142029	1
553611	1
4413347	1
471180	1
132041	1
4335781	1
825808	1
813479	1
1001255	0
767618	0
956420	0
701510	0
977841	0
877779	0
852299	0
112329	0
852012	0
766331	0
112313	0
867170	0
957437	0
769038	0
4381192	1
1126081	1
304633	1
1626935	1
3619164	1
325824	1
527761	1
4451843	1
715712	1
351541	1
550470	1
553111	1
13467	0
13469	0
558402	0
2960026	0
4441342	0
13413	0
13410	0
809948	0
13401	0
70082	0
72642	0
650615	0
829553	0
154910	0
152420	0
1107518	0
4327755	0
550155	0
535193	0
579435	0
808647	0
974704	0
1082006	0
855536	0
973220	0
1078020	0
613433	0
964637	0
650856	0
906845	0
707266	0
988176	0
777518	0
670166	0
746194	0
621242	0
725162	0
692010	0
687272	0
100589	0
653980	0
777108	0
310016	0
318791	0
323912	0
570148	0
1117324	0
139432	0
240066	0
943539	0
1046162	0
1025853	0
945450	0
990088	0
867828	0
989080	0
1023467	0
937908	0
1018536	0
1073207	0
962954	0
901301	0
912416	0
1077112	0
871076	0
1077391	0
970798	0
1013939	0
1007895	0
896901	0
1076332	0
921276	0
1074006	0
872396	0
1045588	0
964482	0
885885	0
976031	0
1017178	0
960855	0
3559370	0
958736	0
969605	0
864451	0
1024571	0
1085012	0
893294	0
915140	0
904315	0
992989	0
868775	0
1004448	0
1024155	0
901906	0
916100	0
856144	0
1068839	0
990566	0
1018629	0
1003949	0
1010699	0
913110	0
1038842	0
976372	0
1014154	0
973923	0
964780	0
935866	0
933633	0
876418	0
955338	0
909397	0
1046126	0
1015913	0
916546	0
911250	0
957329	0
893186	0
1032096	0
916781	0
986511	0
986556	0
962323	0
1038646	0
1039750	0
1034055	0
984345	0
1083577	0
975074	0
1082206	0
951527	0
1032809	0
970757	0
1043542	0
1041179	0
1063806	0
875932	0
978944	0
988741	0
940908	0
862643	0
1066719	0
1050089	0
1002081	0
932348	0
859148	0
869535	0
1078075	0
919304	0
985522	0
937510	0
1054898	0
733565	0
1084281	0
901023	0
948846	0
1091196	0
903929	0
1042037	0
908130	0
871146	0
1015471	0
924991	0
1029901	0
1008589	0
960807	0
1039466	0
974055	0
980264	0
1068448	0
1058362	0
858509	0
1018132	0
1044925	0
980125	0
976227	0
1033971	0
937241	0
863300	0
1022663	0
862518	0
1089134	0
1094560	0
926992	0
1092989	0
859790	0
929857	0
1084283	0
1090386	0
1006543	0
991067	0
1076416	0
878006	0
1063814	0
1054883	0
1102166	0
1054911	0
934698	0
1018427	0
1072526	0
912589	0
878453	0
911788	0
1005073	0
1063270	0
683286	0
1033622	0
763148	0
911215	0
777085	0
1101516	0
943791	0
940345	0
1075677	0
994547	0
662764	0
882973	0
530875	0
529280	0
524732	0
527804	0
519429	0
515301	0
512677	0
526394	0
1084182	0
1055390	0
936219	0
3812561	0
518376	0
532227	0
512806	0
752554	0
91216	0
4402205	0
522984	0
113265	0
4345055	0
4380764	0
91111	0
13387	0
720581	0
13386	0
2231365	0
4367820	0
106078	0
43991	0
4441889	0
4441886	0
365859	0
358168	0
217491	0
13388	0
291228	0
532104	0
4337480	0
680239	0
807985	0
837079	0
916964	0
1028555	0
1067359	0
1089399	0
931156	0
1079305	0
871365	0
708243	0
1091207	0
666344	0
299576	0
4446436	1
263628	1
885675	1
753859	1
919872	1
1016027	1
855563	1
983905	1
766384	1
924539	1
685438	1
947054	1
645312	1
805591	1
4414563	1
4327904	1
2874960	1
2874959	1
4414562	1
4414561	1
811996	1
28138	1
149299	1
574034	1
578812	1
584916	1
36767	1
151977	1
4338018	1
542973	1
219825	1
1121085	1
152300	1
1104674	1
150406	1
146041	1
4387649	1
4485738	1
673916	1
131660	1
682681	1
639301	1
134520	1
129930	1
4334743	1
137348	1
4316884	1
4357894	1
130015	1
132636	1
128379	1
3682569	1
4347381	1
4298226	1
4341944	1
4381793	1
4341947	1
130097	1
15120	1
107850	1
4325781	1
326330	1
3661031	1
916690	1
4345087	1
161656	1
1541410	1
160039	1
101649	1
185047	1
293860	1
641448	1
112321	1
1144107	1
107848	1
70954	1
1141906	1
73747	1
24230	1
612461	1
770476	1
610175	1
738117	1
790237	1
704811	1
801169	1
777589	1
654118	1
754949	1
742799	1
643396	1
659429	1
663086	1
786558	1
711720	1
720515	1
735617	1
785381	1
766733	1
633240	1
735594	1
685332	1
789302	1
756668	1
789426	1
693670	1
778586	1
689974	1
793286	1
614775	1
730183	1
641111	1
772073	1
768909	1
745511	1
652709	1
685448	1
678712	1
628647	1
650442	1
799101	1
750380	1
4432314	1
732035	1
631955	1
705446	1
822513	1
717308	1
717443	1
758496	1
667504	1
755892	1
616504	1
700439	1
696777	1
715701	1
794114	1
718253	1
795893	1
618304	1
755471	1
711498	1
769061	1
764301	1
642356	1
673203	1
783558	1
721935	1
693157	1
622951	1
704439	1
107847	1
793611	1
661164	1
656776	1
661033	1
770229	1
794819	1
742163	1
709702	1
4481557	1
622613	1
699376	1
715932	1
754504	1
696168	1
700522	1
800479	1
688740	1
639934	1
618739	1
611329	1
632543	1
643414	1
709818	1
754465	1
798550	1
717861	1
667087	1
668035	1
656220	1
644822	1
271479	1
697538	1
688494	1
656909	1
778016	1
732139	1
677913	1
652479	1
561757	1
819080	1
770762	1
814781	1
702177	1
621220	1
823375	1
708134	1
750951	1
726068	1
611601	1
768453	1
788801	1
1011273	1
613692	1
799149	1
754842	1
656877	1
751118	1
630816	1
1017232	1
732193	1
687759	1
693804	1
647524	1
779381	1
788649	1
777775	1
730952	1
798491	1
658155	1
646824	1
703271	1
717837	1
4321391	1
773974	1
615315	1
742933	1
785066	1
688092	1
709146	1
611431	1
692393	1
732942	1
144067	1
652891	1
4340219	1
641022	1
773894	1
686126	1
819291	1
755237	1
549195	1
710893	1
704123	1
798572	1
694254	1
293557	1
779410	1
757788	1
635935	1
664849	1
666879	1
719767	1
714838	1
644514	1
731568	1
819805	1
743063	1
658823	1
799253	1
822032	1
796577	1
4449490	1
4473180	1
4319828	1
4316892	1
4445332	1
4331169	1
4341939	1
129391	1
132948	1
134046	1
131072	1
129588	1
131628	1
129712	1
138103	1
4468808	1
1991316	1
133803	1
534819	1
590996	1
509657	1
539842	1
556613	1
569613	1
536725	1
591814	1
512425	1
592254	1
546575	1
534055	1
558439	1
4453490	1
4365875	1
4390440	1
512983	1
585337	1
581631	1
588678	1
556719	1
508989	1
571465	1
583568	1
545087	1
539364	1
577534	1
540277	1
573832	1
141615	1
915016	1
1065994	1
982595	1
976768	1
892841	1
860830	1
997877	1
1005544	1
967800	1
791016	1
908589	1
749781	1
1043128	1
620129	1
909955	1
632532	1
590431	1
783511	1
67818	1
187708	1
15119	1
805982	1
2962981	1
2821279	1
181072	1
819612	1
4431576	1
196190	1
278206	1
2170784	1
2170787	1
2170788	1
2170789	1
256709	1
108136	1
945267	1
95745	1
762708	1
4364961	1
1650785	1
2588687	1
4399104	1
2768608	1
4013531	1
868999	1
850758	1
631721	1
694592	1
806395	1
618574	1
619721	1
760339	1
649848	1
553892	1
638503	1
617691	1
782745	1
655189	1
729812	1
567466	1
534343	1
537951	1
792891	1
767616	1
634968	1
626454	1
804485	1
726489	1
4319827	1
4465283	1
4473184	1
4445335	1
4316891	1
358802	1
226565	1
222314	1
219866	1
683860	1
674784	1
55673	1
67822	1
668854	1
770745	1
635155	1
702344	1
686138	1
622469	1
714134	1
723322	1
550377	1
552646	1
557094	1
912935	1
648014	1
4313865	1
1111941	1
4482839	1
277418	1
4294579	1
4451547	1
4372857	1
4302301	1
815078	1
4424414	1
1142986	1
259985	1
277571	1
267504	1
4376887	1
221077	1
2219324	1
4406481	1
4376888	1
200840	1
200741	1
1138320	1
7119	1
254523	1
243909	1
350659	1
1132147	1
125642	1
4416538	1
236153	1
4469250	1
578890	1
361337	1
963712	1
4303249	1
137666	1
4319099	1
4319100	1
4319097	1
4319098	1
4443052	1
4339506	1
4298625	1
4298620	1
1119427	1
154948	1
796830	1
742167	1
138159	1
77549	1
133408	1
564367	1
659658	1
218506	1
367749	1
547447	1
3517878	1
4423241	1
835035	1
969250	1
1064244	1
788813	1
742761	1
709907	1
732526	1
495222	1
495236	1
495330	1
495672	1
495681	1
1057345	1
