GenomeID	Aggregation_score
678402	1
824284	1
820075	1
817305	1
564228	1
108279	1
582121	1
536378	1
243125	1
488026	1
488071	1
488090	1
589503	1
4331428	1
246525	1
1132548	1
243869	1
4331425	1
249845	1
4445213	1
537197	1
591112	1
567472	1
576126	1
4331429	1
236267	1
585161	1
4341752	1
878103	1
4331431	1
247510	1
247554	1
1131270	1
253815	1
900015	1
253918	1
540939	1
274467	1
111281	1
284709	1
282842	1
554457	1
276722	1
195318	1
188972	1
181735	1
740979	1
3314391	1
3040271	1
3314393	1
3314394	1
4345138	1
129615	1
22255	1
207669	1
4451464	1
285068	1
4469673	1
3314396	1
253436	1
332151	1
3314392	1
3314395	1
2558692	1
3314400	1
3032326	1
549331	1
567725	1
16783	1
584544	1
154138	1
152742	1
152140	1
150800	1
154941	1
154666	1
1112486	1
375527	1
4340500	1
74252	1
100100	1
242664	1
4336822	1
154507	1
155969	1
150709	1
152328	1
156105	1
156158	1
151605	1
155285	1
154634	1
152080	1
151631	1
156108	1
152139	1
156115	1
151924	1
154244	1
156329	1
153179	1
150740	1
150998	1
152585	1
151192	1
154046	1
155788	1
155376	1
150929	1
152975	1
152888	1
151028	1
152256	1
150806	1
152032	1
155347	1
150895	1
151407	1
154713	1
153400	1
152161	1
152372	1
155231	1
154349	1
153663	1
155125	1
154346	1
151530	1
150974	1
151431	1
150938	1
155990	1
154862	1
154450	1
154455	1
153658	1
155747	1
152596	1
151659	1
153771	1
153063	1
151624	1
153358	1
155907	1
153865	1
153685	1
156355	1
155328	1
152461	1
153423	1
156260	1
150964	1
154660	1
151465	1
155664	1
151405	1
154749	1
155662	1
156059	1
155610	1
155930	1
155821	1
155198	1
151802	1
155388	1
153755	1
151516	1
155238	1
155797	1
152634	1
151361	1
152445	1
153884	1
152254	1
152472	1
155903	1
152172	1
152389	1
4391672	1
155997	1
4468023	1
1007898	1
1106944	1
4468020	1
4468022	1
4430858	1
1106483	1
4430859	1
1110852	1
250848	1
765220	1
533416	1
218489	1
537054	1
217414	1
606339	1
3367055	1
4468654	1
151023	1
3405914	1
1130337	1
1106978	1
310656	1
1146961	1
154554	1
154319	1
153643	1
156067	1
574496	1
101827	1
107041	1
73951	1
2311731	1
569532	1
91686	1
199292	1
101679	1
4308839	1
4397099	1
2432030	1
14592	1
1121217	1
123511	1
14591	1
1119475	1
445261	1
271949	1
4481859	1
4365629	1
4472291	1
270830	1
1853242	1
2381995	1
4366414	1
756809	1
654062	1
1119940	1
4433966	1
4431851	1
662548	1
800371	1
682137	1
747595	1
251285	1
142908	1
818254	1
455130	1
585863	1
2730944	0
522595	0
4443171	0
157905	0
514209	0
157712	0
514139	0
525360	0
526778	0
522813	0
851885	0
469778	0
4377225	0
207799	0
209383	0
210534	0
208244	0
1602816	0
216565	0
216172	0
213963	0
216367	0
329947	0
158019	0
158927	0
4408796	0
4379172	0
1942927	0
3271772	0
1942926	0
517504	0
519691	0
522731	0
526626	0
526838	0
524657	0
520989	0
532457	0
523362	0
531619	0
514131	0
525727	0
515174	0
521970	0
525352	0
526510	0
531147	0
531956	0
525304	0
520401	0
531396	0
525954	0
509393	0
527533	0
514873	0
528254	0
529293	0
517747	0
523480	0
517249	0
526365	0
531949	0
525664	0
516956	0
518458	0
509646	0
521624	0
531873	0
511117	0
530909	0
531761	0
523759	0
516889	0
516791	0
519079	0
520849	0
524489	0
532053	0
514284	0
522706	0
528863	0
517564	0
523705	0
520293	0
521512	0
524843	0
524999	0
516466	0
514133	0
526378	0
136022	0
514966	0
530804	0
530349	0
517025	0
258478	0
158822	0
527577	0
518281	0
524522	0
526690	0
511560	0
531346	0
529842	0
320291	1
307520	1
318980	1
336828	1
328718	1
346971	1
325714	1
330832	1
329298	1
338522	1
305513	1
341782	1
317895	1
336860	1
334245	1
328874	1
330698	1
331607	1
324142	1
345685	1
331070	1
355299	1
327773	1
314070	1
352461	1
352054	1
316454	1
309984	1
337166	1
313103	1
323046	1
332685	1
337501	1
310607	1
354250	1
330085	1
316392	1
320565	1
336733	1
341521	1
356342	1
315454	1
342296	1
306694	1
350615	1
346184	1
329454	1
318330	1
348262	1
326307	1
304332	1
321871	1
319001	1
341398	1
349922	1
332038	1
309149	1
322791	1
351391	1
344586	1
304866	1
336191	1
334263	1
326631	1
320145	1
332066	1
303691	1
312046	1
328164	1
349605	1
315625	1
314854	1
325876	1
314630	1
313443	1
322917	1
325905	1
355310	1
315260	1
327403	1
316328	1
322685	1
317977	1
313283	1
337720	1
305352	1
309327	1
333217	1
332594	1
336573	1
350414	1
311711	1
320188	1
330691	1
309999	1
316442	1
346739	1
353610	1
341742	1
307007	1
332036	1
331514	1
348162	1
320053	1
345408	1
345081	1
341585	1
337370	1
305435	1
355263	1
327570	1
343803	1
309205	1
349742	1
305798	1
315107	1
318017	1
305613	1
315370	1
347508	1
328903	1
351782	1
310908	1
347733	1
315839	1
351265	1
348717	1
315387	1
321588	1
352514	1
334779	1
320085	1
349270	1
335637	1
331180	1
313011	1
349879	1
354216	1
335251	1
332681	1
339765	1
337625	1
315031	1
329024	1
318327	1
354703	1
335033	1
348541	1
318915	1
316780	1
323228	1
327458	1
353880	1
305478	1
321226	1
337695	1
328943	1
315389	1
311411	1
343806	1
305365	1
320312	1
330940	1
340310	1
307776	1
303707	1
343526	1
342712	1
353697	1
315067	1
356130	1
317312	1
314100	1
335975	1
314105	1
337804	1
343834	1
311553	1
353962	1
336008	1
318754	1
320082	1
332987	1
355636	1
344287	1
306685	1
326447	1
333265	1
319811	1
321587	1
314770	1
321252	1
323387	1
316272	1
345173	1
351482	1
311492	1
311178	1
310262	1
349709	1
308147	1
348329	1
305118	1
310075	1
347444	1
313916	1
356583	1
317839	1
319335	1
350671	1
328958	1
354408	1
334039	1
315371	1
325856	1
349921	1
334438	1
338178	1
345615	1
342710	1
341970	1
339682	1
306642	1
305216	1
331770	1
323821	1
348490	1
318239	1
315321	1
328756	1
352605	1
306809	1
339081	1
344234	1
351843	1
353082	1
331177	1
336883	1
328219	1
332049	1
306700	1
320129	1
320720	1
321544	1
355170	1
339888	1
304058	1
354749	1
330887	1
306547	1
309943	1
304826	1
331127	1
320028	1
325005	1
329300	1
315207	1
347386	1
337590	1
328162	1
308304	1
311643	1
333615	1
306751	1
346936	1
329577	1
309346	1
317781	1
308800	1
310441	1
332640	1
349293	1
313115	1
333497	1
354556	1
337463	1
353091	1
355235	1
343652	1
341495	1
343193	1
312273	1
331153	1
342916	1
310154	1
342297	1
334833	1
304997	1
327985	1
347008	1
353929	1
308635	1
313653	1
306410	1
334124	1
304488	1
315244	1
304827	1
340268	1
305231	1
352221	1
356145	1
326240	1
344295	1
320023	1
341363	1
306108	1
306325	1
326931	1
324859	1
355031	1
350257	1
351706	1
350977	1
303922	1
325020	1
339105	1
307724	1
330283	1
348352	1
339737	1
308960	1
306394	1
348111	1
311607	1
326686	1
324841	1
323913	1
315988	1
349807	1
354352	1
314955	1
330842	1
309059	1
329545	1
307799	1
336082	1
341652	1
332235	1
317183	1
308784	1
322432	1
330049	1
353496	1
340579	1
323682	1
336974	1
355417	1
353199	1
303918	1
345103	1
326496	1
332082	1
313976	1
321333	1
311601	1
349797	1
311660	1
325702	1
304091	1
313532	1
333918	1
326798	1
356182	1
320574	1
327952	1
339321	1
332985	1
330789	1
313072	1
324631	1
334596	1
304303	1
339801	1
327606	1
316861	1
346153	1
353107	1
320086	1
348318	1
338794	1
346944	1
355672	1
330535	1
356347	1
335250	1
343646	1
347646	1
351490	1
324166	1
330901	1
355050	1
321904	1
318160	1
317259	1
327360	1
354828	1
338611	1
309711	1
348145	1
355598	1
306000	1
324085	1
329863	1
309628	1
352065	1
354447	1
348342	1
342951	1
314816	1
309016	1
352114	1
4368216	1
4473390	1
3671893	1
1914463	1
1750724	1
3918305	1
4472431	1
4428738	1
3674084	1
3897539	1
4464367	1
4473394	1
4434312	1
1914047	1
3058923	1
4357215	1
2590734	1
4232415	1
2466051	1
4453551	1
4438998	1
4351727	1
2590663	1
4434962	1
4327304	1
4434964	1
4392720	1
4462813	1
2195005	1
3465248	1
4484266	1
4369404	1
2922362	1
360400	1
364553	1
363304	1
130228	1
133416	1
131319	1
360058	1
357843	1
359318	1
368564	1
365496	1
368623	1
344398	1
367320	1
359248	1
351404	1
208018	1
210142	1
210247	1
204961	1
216260	1
209168	1
206944	1
212515	1
211068	1
205210	1
215817	1
205822	1
208421	1
212941	1
204980	1
213935	1
217040	1
204116	1
212975	1
203787	1
209840	1
216619	1
210260	1
204505	1
216358	1
204907	1
215273	1
205373	1
207027	1
209548	1
206272	1
211152	1
209547	1
208872	1
215172	1
214608	1
210093	1
209206	1
204836	1
206170	1
212353	1
204991	1
216759	1
214966	1
211218	1
214950	1
207146	1
210519	1
209159	1
214967	1
207608	1
207933	1
207279	1
211912	1
206880	1
212082	1
211267	1
203595	1
211641	1
208228	1
215428	1
216860	1
204150	1
215671	1
215008	1
206568	1
216039	1
204540	1
209354	1
208211	1
213607	1
214406	1
212552	1
210082	1
216663	1
212416	1
206136	1
208325	1
216415	1
209718	1
204843	1
215166	1
209447	1
216340	1
212500	1
204562	1
210962	1
216302	1
212604	1
