GenomeID	Motility
419448	1
4370723	1
140023	1
140621	1
140545	1
139581	1
1107722	1
618249	1
7063	1
365224	1
358874	1
365114	1
358246	1
358136	1
364739	1
368621	1
359616	1
359808	1
367614	1
362634	1
358219	1
4483453	1
903642	1
356813	1
360372	1
817275	1
366615	1
7062	1
341127	1
4424098	1
4353337	1
930800	1
909567	1
1100916	1
1040921	1
974415	1
980387	1
1061907	1
901694	1
967099	1
864703	1
951089	1
1083535	1
1010522	1
1090461	1
881035	1
901874	1
988394	1
1082930	1
946164	1
948089	1
1050119	1
1075899	1
978327	1
1004875	1
950713	1
983481	1
1016455	1
905536	1
940426	1
1032042	1
856368	1
1002656	1
1008044	1
996475	1
916338	1
880022	1
1019008	1
947140	1
894887	1
869871	1
1000163	1
951731	1
1009778	1
1078019	1
887114	1
1006889	1
915564	1
988494	1
1104378	1
939837	1
1040606	1
992852	1
914474	1
986171	1
891196	1
949600	1
982522	1
915364	1
1003565	1
1063370	1
1011568	1
1030789	1
951776	1
935689	1
947047	1
861757	1
876793	1
914990	1
963837	1
867020	1
876652	1
1058184	1
884002	1
1064014	1
905828	1
882287	1
964195	1
1020615	1
896253	1
1006208	1
866835	1
961886	1
934808	1
892611	1
918867	1
953544	1
967525	1
1101382	1
1062558	1
853583	1
1072134	1
1033521	1
1020162	1
884266	1
1031734	1
862576	1
1044819	1
883151	1
1052852	1
1060604	1
923644	1
872850	1
979345	1
988866	1
957476	1
732997	1
791023	1
637339	1
628031	1
677183	1
650320	1
657260	1
694323	1
698221	1
683931	1
687357	1
691514	1
653328	1
736956	1
756724	1
633834	1
629274	1
751016	1
644997	1
740192	1
753122	1
738650	1
795502	1
668897	1
656854	1
700648	1
680199	1
730308	1
750214	1
657182	1
780576	1
692348	1
698709	1
747704	1
620038	1
709600	1
670556	1
641799	1
764154	1
785087	1
648554	1
706354	1
736655	1
797795	1
618168	1
786032	1
649070	1
737518	1
620034	1
630968	1
701152	1
659954	1
642835	1
787231	1
653730	1
702994	1
687894	1
701391	1
754284	1
761066	1
633648	1
627035	1
666871	1
737864	1
691767	1
651307	1
713017	1
721633	1
748097	1
643090	1
641952	1
797205	1
706307	1
687295	1
667597	1
745740	1
662033	1
620933	1
625067	1
725602	1
719926	1
788908	1
743632	1
786280	1
796525	1
622219	1
633216	1
758975	1
743771	1
642725	1
682911	1
702518	1
727499	1
733523	1
631642	1
669686	1
662206	1
757044	1
611620	1
750936	1
622759	1
631771	1
665600	1
434113	1
430337	1
446709	1
466575	1
423501	1
390279	1
443513	1
386855	1
410741	1
428760	1
399645	1
398742	1
967971	1
747513	1
926546	1
653399	1
1068437	1
716788	1
1073075	1
782205	1
1033208	1
720644	1
997948	1
720823	1
923587	1
688922	1
988141	1
989863	1
620505	1
932163	1
701419	1
1068141	1
977266	1
912214	1
1099232	1
904547	1
1039449	1
992467	1
868050	1
999570	1
907876	1
919144	1
916136	1
1097108	1
1007374	1
996213	1
940240	1
1101831	1
923219	1
904192	1
915387	1
857364	1
1049976	1
861389	1
1009780	1
1040683	1
1077057	1
1049836	1
991440	1
1037872	1
974961	1
1068543	1
1015056	1
926490	1
1028753	1
930934	1
989783	1
1088328	1
954889	1
998172	1
1002809	1
941964	1
948689	1
1025022	1
1081074	1
1081683	1
754454	1
773728	1
664537	1
694177	1
770913	1
712050	1
786401	1
716935	1
725790	1
623846	1
632549	1
733555	1
715267	1
656779	1
726771	1
797104	1
649522	1
735754	1
798475	1
606487	1
703789	1
623663	1
787510	1
755247	1
737618	1
776491	1
710132	1
674060	1
715217	1
750576	1
703409	1
630800	1
622206	1
786149	1
714447	1
748647	1
685068	1
723832	1
780554	1
779219	1
709332	1
796561	1
741836	1
721243	1
771508	1
998766	1
686428	1
1020115	1
772753	1
908385	1
734883	1
961900	1
634799	1
1072898	1
721212	1
1055616	1
984689	1
786015	1
778069	1
919794	1
638429	1
1012143	1
734672	1
957357	1
793480	1
854631	1
682100	1
992730	1
704991	1
1026379	1
673114	1
1041921	1
742798	1
913551	1
761125	1
1056817	1
606838	1
1063791	1
799172	1
938785	1
711820	1
981985	1
673350	1
1050841	1
753860	1
996007	1
650643	1
1096386	1
785919	1
1020416	1
618030	1
983557	1
769824	1
997090	1
713718	1
1003069	1
608904	1
1068903	1
688643	1
910625	1
658213	1
1077370	1
773633	1
933240	1
643958	1
1092874	1
614474	1
1069488	1
647045	1
954461	1
782295	1
865894	1
650818	1
895394	1
1095437	1
765695	1
962312	1
746904	1
1061759	1
704621	1
1040134	1
786800	1
381178	1
886198	1
607863	1
1068202	1
932411	1
673034	1
781198	1
1079957	1
782590	1
993060	1
682053	1
1061832	1
1035517	1
697659	1
785112	1
1057849	1
801834	1
983420	1
745819	1
991577	1
672554	1
925668	1
728713	1
936669	1
627092	1
1081703	1
638376	1
946309	1
865920	1
778070	1
742796	1
958939	1
731388	1
893660	1
787944	1
1060404	1
763818	1
1024026	1
699910	1
1093799	1
610101	1
1026993	1
607370	1
1093357	1
614141	1
879987	1
622742	1
889178	1
787791	1
879705	1
637848	1
906669	1
668441	1
1087200	1
641159	1
916029	1
782557	1
858326	1
652977	1
1005778	1
631110	1
1039380	1
612249	1
900710	1
748009	1
1055934	1
659876	1
1011627	1
755664	1
1080556	1
641718	1
950127	1
750345	1
932957	1
785669	1
971678	1
635138	1
1012036	1
774090	1
1086238	1
609738	1
1084563	1
801814	1
1026714	1
642639	1
1006942	1
738964	1
928667	1
982455	1
677143	1
685391	1
1099781	1
670706	1
853157	1
659536	1
1033002	1
789266	1
1083907	1
688951	1
1019759	1
631044	1
971776	1
677484	1
1092812	1
698737	1
1095512	1
1084929	1
692018	1
729222	1
977787	1
605739	1
924842	1
624651	1
867598	1
803962	1
902585	1
789254	1
970834	1
704023	1
1067163	1
658329	1
958483	1
650551	1
871192	1
667610	1
989254	1
696743	1
996693	1
799357	1
920387	1
784300	1
954409	1
716907	1
991771	1
770566	1
1007836	1
735158	1
996522	1
768133	1
1054808	1
749423	1
939018	1
716906	1
901497	1
746093	1
