GenomeID	Motility
1068750	1
763681	1
949913	1
727194	1
920382	1
738687	1
920697	1
678552	1
1000019	1
761483	1
861005	1
655596	1
861403	1
679385	1
971445	1
883320	1
648435	1
683328	1
1022892	1
739595	1
1086317	1
629676	1
1069632	1
758265	1
974228	1
668808	1
908886	1
754345	1
902978	1
664061	1
1053245	1
776309	1
1044253	1
643968	1
1086944	1
775048	1
1040361	1
790735	1
930349	1
690252	1
923181	1
715370	1
852000	1
628772	1
982378	1
622573	1
1072185	1
790261	1
1033865	1
683843	1
1045039	1
690153	1
1019824	1
714299	1
1078412	1
669223	1
1055862	1
722322	1
1054186	1
763906	1
999420	1
733106	1
963553	1
801379	1
991906	1
670462	1
951754	1
667481	1
872950	1
607852	1
1045779	1
735838	1
1090099	1
891656	1
794116	1
757323	1
931136	1
720207	1
882992	1
662315	1
1062242	1
716083	1
919904	1
1103903	1
654290	1
787129	1
944961	1
775083	1
965033	1
629543	1
972555	1
623802	1
1065886	1
695418	1
919064	1
715214	1
914910	1
746278	1
1068551	1
702567	1
895101	1
1010552	1
678576	1
667653	1
1000556	1
710747	1
438645	1
869060	1
782983	1
985890	1
654358	1
945199	1
636883	1
996275	1
951564	1
743810	1
674771	1
943820	1
659950	1
931336	1
760501	1
1074599	1
875264	1
693891	1
635700	1
958193	1
727515	1
1069892	1
693793	1
1085643	1
634118	1
904529	1
693878	1
984587	1
789864	1
875168	1
720076	1
1024360	1
796792	1
878623	1
801666	1
1064466	1
1079829	1
655420	1
918790	1
756758	1
852695	1
644602	1
1004859	1
1096014	1
751668	1
655678	1
865446	1
653304	1
1057715	1
700587	1
968625	1
800223	1
1041969	1
1004829	1
734612	1
630917	1
1069556	1
610202	1
1069750	1
657001	1
980900	1
607502	1
1088755	1
772254	1
1059420	1
740966	1
1036004	1
664292	1
886074	1
782436	1
958925	1
757519	1
1093965	1
649553	1
917614	1
789432	1
866723	1
757549	1
898404	1
747320	1
1085408	1
783581	1
909377	1
627452	1
1100022	1
798929	1
1058851	1
677081	1
902004	1
618138	1
948275	1
640156	1
950455	1
708130	1
1074007	1
687415	1
993771	1
615769	1
998081	1
764482	1
881509	1
617864	1
864497	1
701297	1
914199	1
663974	1
1022258	1
732289	1
1084553	1
787425	1
1035057	1
729691	1
858899	1
718249	1
1056897	1
695447	1
871539	1
712647	1
1053980	1
688967	1
1055607	1
643788	1
1006751	1
645893	1
1041937	1
791056	1
974195	1
684659	1
902863	1
752248	1
933009	1
1009710	1
654171	1
633280	1
964084	1
629000	1
930681	1
666314	1
1066021	1
730302	1
989501	1
739270	1
1012220	1
803770	1
974596	1
787532	1
1096061	1
712809	1
1059722	1
662529	1
1050272	1
613194	1
1050579	1
691438	1
1038560	1
678060	1
891310	1
621870	1
1098776	1
683600	1
1028282	1
1080766	1
743778	1
683963	1
1044865	1
638185	1
1011494	1
689682	1
952233	1
750239	1
869653	1
683859	1
1020542	1
765803	1
1014088	1
792357	1
878780	1
776699	1
856523	1
656823	1
1011342	1
681504	1
1071619	1
677112	1
1088673	1
654536	1
856771	1
741528	1
940672	1
627666	1
959204	1
735913	1
972126	1
697133	1
1030947	1
780538	1
932577	1
624709	1
988111	1
1060869	1
785157	1
795112	1
1103599	1
758892	1
464576	1
1022131	1
782978	1
908219	1
752377	1
961030	1
676147	1
878869	1
629917	1
1085649	1
728093	1
995486	1
793547	1
1043313	1
675055	1
1012251	1
780232	1
1074353	1
773142	1
891768	1
699986	1
912781	1
739733	1
1032491	1
800578	1
1012172	1
801361	1
900082	1
679043	1
892918	1
619012	1
1039572	1
642620	1
1101596	1
725937	1
882610	1
730057	1
885972	1
725052	1
981068	1
731841	1
958716	1
728871	1
1069137	1
725787	1
1062579	1
673950	1
908499	1
645537	1
1081954	1
767269	1
1007579	1
715644	1
1067324	1
634287	1
892483	1
625715	1
869296	1
635430	1
979174	1
669073	1
911246	1
606729	1
1061152	1
653920	1
970790	1
657140	1
955143	1
789990	1
974255	1
797267	1
1085139	1
764055	1
986785	1
618437	1
1020472	1
658142	1
1098800	1
619942	1
899790	1
698684	1
1053307	1
796808	1
948927	1
613444	1
1054967	1
724940	1
1086669	1
668045	1
1010292	1
634083	1
1026882	1
642937	1
983457	1
710972	1
952068	1
725920	1
892484	1
704962	1
1039864	1
656699	1
974528	1
787121	1
901046	1
755318	1
1054227	1
694643	1
1008849	1
681922	1
856504	1
743460	1
904853	1
748755	1
1018641	1
759303	1
1072548	1
753607	1
919427	1
965571	1
628459	1
1001680	1
631654	1
904736	1
640744	1
852180	1
722744	1
1061898	1
733750	1
889529	1
659042	1
949759	1
726793	1
928899	1
651958	1
1028041	1
690112	1
896810	1
1031291	1
735638	1
1068814	1
631985	1
994398	1
709778	1
977796	1
900312	1
763585	1
925961	1
739801	1
1035219	1
630226	1
1072116	1
613467	1
1091898	1
708043	1
913321	1
792749	1
1001765	1
749073	1
988090	1
623260	1
965848	1
712696	1
912399	1
778879	1
1093718	1
633756	1
1049136	1
730657	1
1094819	1
672831	1
893347	1
699641	1
1005336	1
763790	1
1012198	1
685304	1
1000480	1
728182	1
987405	1
687152	1
1069191	1
976334	1
624964	1
737192	1
993158	1
611462	1
957212	1
666873	1
894051	1
639385	1
1008068	1
685184	1
963891	1
771055	1
918945	1
645155	1
910983	1
949465	1
742143	1
604953	1
1054003	1
608932	1
988118	1
647923	1
944687	1
646244	1
985750	1
800068	1
1100826	1
771387	1
914000	1
1026358	1
740520	1
885587	1
768753	1
930202	1
709563	1
1081153	1
697352	1
929620	1
701277	1
884498	1
762948	1
912277	1
712856	1
1005978	1
655282	1
1092065	1
1034927	1
789736	1
775069	1
1056610	1
616414	1
1032335	1
678927	1
957949	1
748560	1
1040852	1
749629	1
853580	1
685768	1
999050	1
678573	1
1068894	1
702591	1
967202	1
617081	1
906966	1
775192	1
1037817	1
716233	1
1022677	1
964477	1
760074	1
929184	1
620344	1
900120	1
729880	1
888643	1
708324	1
997207	1
744031	1
1100834	1
619884	1
1014027	1
662236	1
895920	1
657840	1
1078329	1
631565	1
916302	1
751377	1
906243	1
662967	1
1088282	1
687826	1
913412	1
770916	1
1013434	1
761521	1
1059269	1
690573	1
872453	1
654332	1
1060171	1
712773	1
1066395	1
797309	1
899674	1
672328	1
880158	1
648645	1
883068	1
732776	1
1075963	1
777032	1
994427	1
781622	1
1090233	1
634844	1
1055863	1
646419	1
991146	1
765671	1
964357	1
788672	1
1070367	1
720304	1
1045519	1
793924	1
855438	1
646367	1
1085214	1
775852	1
893991	1
714884	1
1100166	1
654986	1
1003468	1
605653	1
947151	1
625656	1
869832	1
648420	1
857013	1
719481	1
1028054	1
754837	1
941923	1
691733	1
902864	1
708889	1
1101730	1
749055	1
928240	1
700608	1
1056971	1
746241	1
991415	1
718782	1
1074372	1
782538	1
960525	1
713319	1
1037888	1
662934	1
869250	1
701564	1
1008509	1
616671	1
1044234	1
761370	1
1066125	1
698300	1
1017191	1
799596	1
877170	1
763094	1
916297	1
677748	1
860627	1
637538	1
867584	1
708808	1
1054973	1
710399	1
981390	1
666238	1
915644	1
658184	1
989596	1
647660	1
977521	1
721894	1
913530	1
727435	1
1036580	1
728468	1
1082111	1
640985	1
901911	1
664531	1
874397	1
787694	1
1067908	1
636037	1
1012874	1
770473	1
1055504	1
769688	1
880864	1
669347	1
1099698	1
650889	1
919142	1
630734	1
907234	1
753516	1
1068265	1
782460	1
1071738	1
796919	1
1023337	1
705040	1
995789	1
725718	1
882291	1
764952	1
1062736	1
749071	1
908290	1
766984	1
1020697	1
670697	1
866547	1
616292	1
960870	1
671532	1
907818	1
775786	1
865134	1
756255	1
992136	1
751636	1
981935	1
627976	1
1018435	1
693366	1
876999	1
785903	1
1000585	1
660986	1
854006	1
707748	1
1051453	1
943011	1
646356	1
997943	1
766853	1
976823	1
727803	1
990970	1
612401	1
385568	1
968327	1
780001	1
1005498	1
678374	1
968742	1
675199	1
1016444	1
772065	1
1010968	1
775154	1
1037644	1
720180	1
606101	1
621356	1
414240	1
395159	1
408839	1
433271	1
422535	1
375631	1
466880	1
447064	1
434289	1
430990	1
378518	1
440564	1
400901	1
461125	1
397297	1
457588	1
442350	1
383598	1
388446	1
371270	1
435090	1
386402	1
442314	1
438892	1
468043	1
373069	1
431652	1
398480	1
396868	1
385433	1
418142	1
455562	1
440199	1
430537	1
412221	1
376639	1
377311	1
386308	1
414550	1
425437	1
402498	1
375345	1
381191	1
373024	1
440465	1
431845	1
433280	1
399770	1
455414	1
437345	1
467353	1
403227	1
423897	1
463504	1
454537	1
451960	1
449790	1
400272	1
379091	1
447125	1
380980	1
427103	1
456349	1
425936	1
398563	1
386160	1
405338	1
399275	1
466287	1
380398	1
427229	1
430941	1
373235	1
373592	1
461940	1
440139	1
445155	1
465772	1
379591	1
464049	1
414160	1
426631	1
406684	1
467643	1
409521	1
464071	1
464587	1
382729	1
439128	1
460651	1
430753	1
371443	1
430152	1
463285	1
372080	1
391121	1
384760	1
404502	1
389121	1
416208	1
436974	1
466643	1
382248	1
431865	1
426232	1
443150	1
449704	1
397969	1
419070	1
417020	1
420681	1
416622	1
405175	1
384267	1
443040	1
442593	1
418319	1
457748	1
447274	1
452874	1
501606	1
506972	1
507176	1
714548	1
447931	1
831676	1
816361	1
4452611	1
934732	1
643024	1
414179	1
59537	1
994586	1
794633	1
1013213	1
262525	1
437182	1
404734	1
28959	1
825193	1
813978	1
48977	0
107916	0
165286	0
31911	0
934292	0
1011419	0
940826	0
4449456	0
4449455	0
4350505	0
1127450	0
1124176	0
4350945	0
4470586	0
4470587	0
4471164	0
522874	0
4417146	0
4471166	0
518457	0
333962	0
531947	0
522553	0
218490	0
513402	0
3673785	0
718637	0
219706	0
139954	0
8342	0
8343	0
4170908	0
2081108	0
1924713	0
263259	0
2077185	0
2353785	0
546407	0
2710743	0
107921	0
43948	0
1924714	0
107924	0
107915	0
571108	0
616107	0
107934	0
559059	0
3543043	0
698196	0
107928	0
264107	0
560193	0
571016	0
567443	0
736711	0
2297619	0
107932	0
107925	0
532893	0
107902	0
2017400	0
564114	0
442783	0
2017401	0
384502	0
244754	0
307091	0
160476	0
1115896	0
764654	0
131623	0
581037	0
315073	0
3505299	0
650252	0
343584	0
348814	0
2621647	0
642479	0
308022	0
317860	0
346561	0
314797	0
691752	0
799985	0
745472	0
687777	0
773010	0
622562	0
773355	0
748308	0
787392	0
733078	0
758686	0
624944	0
304369	0
660567	0
661989	0
620219	0
676801	0
675618	0
651532	0
703395	0
740020	0
797910	0
334333	0
339768	0
331123	0
354409	0
345345	0
736459	0
632472	0
633451	0
682983	0
669820	0
686621	0
722867	0
773300	0
610451	0
790784	0
734158	0
675690	0
694270	0
614404	0
643832	0
737718	0
629954	0
733121	0
735346	0
625519	0
766393	0
729764	0
717350	0
689309	0
768118	0
346387	0
616330	0
659166	0
643992	0
722482	0
646530	0
605781	0
698618	0
753424	0
700623	0
717046	0
650844	0
668138	0
675996	0
742213	0
620248	0
652519	0
755044	0
747747	0
753731	0
697742	0
795550	0
709288	0
767684	0
625231	0
634422	0
627672	0
752165	0
732339	0
642414	0
762285	0
680161	0
693368	0
646138	0
617930	0
615129	0
667164	0
732049	0
673083	0
677682	0
657056	0
644609	0
786448	0
712104	0
712379	0
739437	0
752085	0
646242	0
756511	0
696979	0
681345	0
781410	0
630312	0
745275	0
665083	0
786488	0
636926	0
690604	0
725801	0
613336	0
713746	0
703038	0
634309	0
780216	0
615613	0
733978	0
726072	0
613083	0
726067	0
794955	0
783598	0
779722	0
669240	0
780424	0
702913	0
714051	0
651404	0
697640	0
618878	0
796492	0
657833	0
715056	0
719948	0
633396	0
661579	0
690497	0
658486	0
748925	0
781374	0
609076	0
449038	0
751500	0
711096	0
708549	0
696673	0
738671	0
675575	0
726121	0
629657	0
776110	0
625881	0
744065	0
687816	0
671910	0
741705	0
770171	0
650059	0
632100	0
655419	0
778055	0
711462	0
639479	0
649251	0
703046	0
643764	0
776160	0
715592	0
733778	0
685683	0
721927	0
704558	0
673831	0
617391	0
625386	0
4382055	0
696177	0
712066	0
707482	0
686799	0
670733	0
769951	0
705935	0
801740	0
720001	0
709581	0
723747	0
664599	0
766978	0
782985	0
624444	0
632717	0
756528	0
769536	0
751204	0
802102	0
750597	0
802829	0
762899	0
716413	0
678070	0
751805	0
785500	0
693939	0
796404	0
320510	0
4384033	0
679981	0
2773872	0
744289	0
737397	0
132511	0
660080	0
697421	0
785543	0
652713	0
684581	0
656195	0
638064	0
802200	0
615113	0
680718	0
801537	0
606591	0
780074	0
800778	0
735372	0
662295	0
677512	0
760736	0
750020	0
661282	0
663977	0
772594	0
754503	0
680658	0
677422	0
669434	0
789835	0
732619	0
718878	0
685110	0
663073	0
752750	0
667855	0
760932	0
782943	0
743223	0
703856	0
713378	0
755041	0
774494	0
731930	0
716573	0
769461	0
761412	0
611773	0
2748211	0
659632	0
681741	0
708380	0
801030	0
640597	0
650712	0
759901	0
734398	0
726267	0
732577	0
754060	0
545193	0
782997	0
719703	0
4463609	0
763743	0
695988	0
698340	0
706444	0
706892	0
742074	0
683730	0
717344	0
737359	0
688139	0
701806	0
789456	0
697919	0
648704	0
759431	0
771012	0
738439	0
629728	0
653663	0
686884	0
660527	0
731721	0
4455243	0
606596	0
4463611	0
692733	0
4462241	0
4463614	0
4463610	0
4463613	0
332740	0
718654	0
630308	0
753030	0
735195	0
786020	0
699481	0
635100	0
784764	0
725351	0
648848	0
726672	0
687311	0
694324	0
762951	0
159722	0
324115	0
4463616	0
665234	0
610001	0
757417	0
742392	0
696611	0
715236	0
770632	0
736648	0
670677	0
802936	0
285240	0
168017	0
773208	0
678853	0
624914	0
750014	0
605851	0
1054655	0
1026816	0
1080213	0
946551	0
917678	0
851967	0
918283	0
880628	0
873584	0
1085704	0
875894	0
870852	0
1055840	0
770973	0
430627	0
988225	0
1033238	0
1102999	0
869881	0
907921	0
1071889	0
964221	0
1064634	0
1101272	0
856185	0
745636	0
1030645	0
727361	0
985105	0
739088	0
975778	0
736642	0
776924	0
656754	0
722223	0
777515	0
776886	0
388408	0
374455	0
435067	0
372123	0
407317	0
449923	0
386992	0
405834	0
500384	0
927805	0
459465	0
500430	0
461268	0
1084773	0
347879	0
29842	0
938794	0
619805	0
894988	0
706595	0
69970	0
4403672	0
972803	0
752884	0
72869	0
801155	0
105710	0
60341	0
4394895	0
313398	0
821653	0
247964	0
431095	0
8344	0
3113223	0
2251855	0
2336396	0
1055299	0
856524	0
1688392	0
4340271	0
258890	0
975744	0
753529	0
234778	0
4333603	0
104237	0
709359	0
579258	0
684420	0
4368635	0
129982	0
551595	0
107923	0
107933	0
107919	0
1047050	0
829488	0
351236	0
4376266	0
133365	0
860745	0
1029723	0
1014633	0
977415	0
854461	0
627028	0
753140	0
238694	0
242026	0
247994	0
1835376	0
4405309	0
4468890	0
4468889	0
826907	0
144939	0
243848	0
256549	0
1117955	0
558046	0
606668	0
461440	0
4304679	0
56588	0
60333	0
60335	0
60337	0
4394378	0
914954	0
893363	0
664340	0
628361	0
380521	0
441184	0
406033	0
420950	0
328708	0
342292	0
2118850	0
311867	0
170409	0
4339357	0
160222	0
873972	0
703842	0
1031290	0
1017432	0
1091582	0
4461617	0
4301917	0
347156	0
4321582	0
809084	0
3633321	0
3633322	0
4345912	0
4083995	0
4385553	0
2797397	0
2066111	0
185319	0
334764	0
864167	0
1087493	0
914198	0
1011289	0
997393	0
956191	0
1101968	0
1100209	0
1032108	0
1003570	0
1084696	0
1008972	0
1024847	0
864780	0
1034023	0
998655	0
1094564	0
893371	0
853526	0
671154	0
628331	0
696862	0
881402	0
979367	0
902484	0
900858	0
1021575	0
987264	0
887242	0
1046102	0
1009825	0
919437	0
1073564	0
875569	0
1078908	0
868588	0
916734	0
910365	0
1054555	0
1047265	0
932093	0
1079405	0
1054743	0
1072291	0
967683	0
954460	0
936360	0
969878	0
935635	0
884230	0
1000896	0
1087058	0
997652	0
894290	0
615610	0
998367	0
664839	0
944924	0
708440	0
986792	0
758273	0
930059	0
635655	0
911672	0
787759	0
882335	0
1041195	0
795022	0
889078	0
657418	0
1039929	0
722306	0
995586	0
715113	0
1008177	0
652634	0
955310	0
620238	0
1095059	0
777222	0
968244	0
721701	0
944285	0
777364	0
898647	0
760086	0
1080970	0
674887	0
970775	0
661808	0
1003066	0
615529	0
1058333	0
693130	0
946897	0
771619	0
999087	0
703033	0
929077	0
743917	0
900555	0
757329	0
1045406	0
719857	0
957500	0
730038	0
976642	0
764133	0
862753	0
757859	0
1095750	0
699175	0
937314	0
714102	0
1085697	0
759847	0
978929	0
733966	0
1001955	0
626198	0
958967	0
635855	0
978229	0
649343	0
1044526	0
774097	0
1021903	0
686802	0
1004653	0
676664	0
441151	0
442083	0
445417	0
394580	0
450210	0
465575	0
387228	0
425728	0
382354	0
449655	0
441863	0
385810	0
394020	0
436668	0
462118	0
398450	0
371878	0
431872	0
412022	0
405400	0
438192	0
411067	0
406286	0
453832	0
418636	0
493204	0
493314	0
500258	0
500339	0
574800	0
336593	0
1055773	0
1030404	0
942064	0
607280	0
973970	0
649087	0
1048746	0
712836	0
979152	0
618980	0
955676	0
697319	0
444086	0
450958	0
450727	0
1021912	0
864296	0
799749	0
337195	0
350391	0
337358	0
349355	0
318841	0
322207	0
314511	0
310959	0
303547	0
313439	0
336373	0
340621	0
310209	0
325266	0
345544	0
332869	0
345829	0
324572	0
342302	0
355664	0
4478479	0
3604010	0
4432291	0
3610038	0
2993437	0
2117426	0
3940413	0
4429312	0
2429776	0
4397457	0
4378087	0
2674565	0
611463	0
3003947	0
314654	0
4416450	0
1012339	0
677602	0
856261	0
748356	0
920889	0
920472	0
768208	0
349314	0
1030540	0
682741	0
316225	0
312019	0
324348	0
988314	0
141264	0
121352	0
259035	0
326718	0
104391	0
236202	0
4320481	0
4373653	0
331992	0
1146184	0
826503	0
814546	0
821880	0
169009	0
160286	0
161478	0
3517971	0
1639393	0
1639398	0
590417	0
151259	0
152421	0
555617	0
140071	0
231862	0
1125059	0
4429362	0
64657	0
4337410	0
722690	0
980640	0
707600	0
539579	0
810588	0
267708	0
4365152	0
3762646	0
4267655	0
2874842	0
4330437	0
4483127	0
3258590	0
4358552	0
3799794	0
4358550	0
3799793	0
819673	0
303781	0
4439276	0
304767	0
509679	0
323151	0
1770894	0
433643	0
455744	0
4077363	0
2572354	0
1793785	0
4410774	0
3536246	0
4298188	0
4335734	0
4339154	0
4384675	0
4354688	0
4194885	0
3085147	0
3896075	0
690456	0
1572278	0
3475690	0
2195977	0
2135234	0
1549257	0
4385556	0
1512087	0
3845866	0
341096	0
2802206	0
4477416	0
345641	0
2303925	0
2309601	0
4075222	0
4448217	0
4448216	0
3727576	0
561650	0
4460141	0
4421338	0
2639473	0
4334056	0
286873	0
872797	0
945305	0
1003987	0
950245	0
1101289	0
168614	0
313699	0
350818	0
308959	0
3522841	0
1101889	0
931308	0
304574	0
338365	0
311284	0
315037	0
310643	0
341673	0
321094	0
342730	0
318924	0
328082	0
318565	0
318665	0
1708702	0
873953	0
871511	0
8389	0
63478	0
4329734	0
1134885	0
1127350	0
4402841	0
4402839	0
4402835	0
4373665	0
1122842	0
1135400	0
1137847	0
1145180	0
1141186	0
1145567	0
1122286	0
4402837	0
4402836	0
4373660	0
4373663	0
1133175	0
1132591	0
4319159	0
4442252	0
1130854	0
1136168	0
4429361	0
4373659	0
4373661	0
4410985	0
1141650	0
4428752	0
1128450	0
237406	0
1131852	0
1147542	0
811617	0
3799795	0
312078	0
317445	0
338685	0
331307	0
243275	0
143092	0
809567	0
316938	0
305938	0
314245	0
316581	0
356169	0
352349	0
341188	0
573449	0
349527	0
334885	0
320294	0
311175	0
344961	0
320180	0
324718	0
336376	0
321948	0
331883	0
310008	0
305939	0
335357	0
343549	0
353972	0
327515	0
347550	0
350006	0
346986	0
315924	0
4345913	0
4305197	0
539944	0
343248	0
304927	0
312162	0
347158	0
337587	0
321222	0
306707	0
339242	0
337152	0
353542	0
331213	0
313592	0
322483	0
309774	0
314647	0
356332	0
322170	0
305358	0
331568	0
307948	0
330466	0
343146	0
334072	0
107590	0
341536	0
324486	0
306787	0
318925	0
350976	0
354699	0
322882	0
304587	0
329230	0
326275	0
351700	0
340183	0
3142823	0
351310	0
440030	0
4395549	0
4384034	0
4409005	0
327449	0
4382151	0
4382152	0
4382148	0
2251841	0
4078179	0
2077522	0
614960	0
4325129	0
2077523	0
2366354	0
4464132	0
353354	0
4200769	0
4194874	0
4378080	0
4378085	0
3964074	0
1770889	0
4472145	0
4459783	0
2700492	0
3610034	0
4417439	0
4477716	0
2381599	0
3306861	0
2514414	0
327433	0
2387409	0
3367932	0
2251846	0
3727568	0
4354687	0
3456349	0
2409049	0
4409009	0
4378507	0
1712240	0
2381604	0
3375833	0
3842231	0
4394376	0
4325458	0
4455234	0
3989054	0
4181461	0
4442781	0
336901	0
308153	0
1116898	0
327016	0
353991	0
312571	0
308223	0
347676	0
306930	0
334840	0
4421337	0
4363240	0
4460144	0
4392946	0
1020888	0
905790	0
895630	0
877946	0
1013737	0
990209	0
966224	0
964914	0
967430	0
943884	0
918847	0
996905	0
1104353	0
994055	0
1066413	0
1057335	0
988948	0
1016776	0
927107	0
987809	0
947158	0
1092029	0
1003060	0
889369	0
1018458	0
751326	0
689823	0
616745	0
1043395	0
961311	0
968615	0
1040374	0
1104064	0
993625	0
975636	0
885903	0
1085825	0
998868	0
1049893	0
1079730	0
884403	0
999502	0
870769	0
1079930	0
929063	0
1038023	0
1035960	0
1044766	0
884661	0
859862	0
856811	0
949897	0
1053738	0
886954	0
950190	0
948831	0
990475	0
1091998	0
964348	0
858689	0
872363	0
1005662	0
952886	0
1103096	0
899943	0
1018680	0
1009683	0
871533	0
886841	0
867589	0
